,NExp,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,AVGPreprocesTime,AVGTrainTime,F1Score,TestAcc,EpochsRan,FLOPS,AVGVimPreprocessTime,AVGVimPredictTime,AVGVimTFLitePredictTime
1934,1935,27,256,256,256,0.0,5,0 days 00:00:00.008944,0 days 00:01:44.428658,90.60000000000001,90.73333333333333,67.33333333333333,107267936.66666667,0 days 00:00:00.042094,0 days 00:00:00.294584,0 days 00:00:00.021621
1935,1936,27,256,256,256,0.0,7,0 days 00:00:00.008944,0 days 00:02:07.983764,91.60000000000001,91.73333333333333,66.66666666666667,209945184.66666666,0 days 00:00:00.043047,0 days 00:00:00.296651,0 days 00:00:00.041525
1936,1937,27,512,256,64,0.75,2,0 days 00:00:00.019202,0 days 00:02:36.857907,84.93333333333334,86.39999999999999,53.0,69416736.66666667,0 days 00:00:00.071899,0 days 00:00:00.292442,0 days 00:00:00.018000
1937,1938,27,512,256,64,0.75,3,0 days 00:00:00.019202,0 days 00:03:20.337337,90.33333333333333,91.2,72.0,154628736.66666666,0 days 00:00:00.069161,0 days 00:00:00.307647,0 days 00:00:00.034786
1938,1939,27,512,256,64,0.75,5,0 days 00:00:00.019202,0 days 00:04:58.999349,92.73333333333333,93.06666666666666,77.0,427307136.6666667,0 days 00:00:00.064134,0 days 00:00:00.320466,0 days 00:00:00.085395
1939,1940,27,512,256,64,0.75,7,0 days 00:00:00.019202,0 days 00:06:31.441656,90.53333333333335,91.2,63.0,836324736.6666666,0 days 00:00:00.063305,0 days 00:00:00.335384,0 days 00:00:00.164476
1940,1941,27,512,256,128,0.5,2,0 days 00:00:00.014261,0 days 00:02:06.864027,87.2,88.13333333333333,63.0,34799080.666666664,0 days 00:00:00.057762,0 days 00:00:00.293878,0 days 00:00:00.009068
1941,1942,27,512,256,128,0.5,3,0 days 00:00:00.014261,0 days 00:02:00.973538,88.53333333333335,89.33333333333333,61.333333333333336,77516867.33333333,0 days 00:00:00.059703,0 days 00:00:00.501358,0 days 00:00:00.017225
1942,1943,27,512,256,128,0.5,5,0 days 00:00:00.014261,0 days 00:02:53.623142,92.0,92.53333333333335,71.0,214213784.66666666,0 days 00:00:00.058551,0 days 00:00:00.309309,0 days 00:00:00.042657
1943,1944,27,512,256,128,0.5,7,0 days 00:00:00.014261,0 days 00:03:39.388541,92.73333333333333,93.39999999999999,71.0,419259160.6666667,0 days 00:00:00.055244,0 days 00:00:00.317383,0 days 00:00:00.082666
1944,1945,27,512,256,192,0.25,2,0 days 00:00:00.010089,0 days 00:01:49.528910,85.8,86.0,56.333333333333336,23227256.666666668,0 days 00:00:00.057224,0 days 00:00:00.290156,0 days 00:00:00.005878
1945,1946,27,512,256,192,0.25,3,0 days 00:00:00.010089,0 days 00:01:59.899564,88.73333333333333,87.86666666666667,66.33333333333333,51740510.0,0 days 00:00:00.051959,0 days 00:00:00.299692,0 days 00:00:00.011227
1946,1947,27,512,256,192,0.25,5,0 days 00:00:00.010089,0 days 00:02:18.324349,91.13333333333333,91.8,72.0,142982920.66666666,0 days 00:00:00.050490,0 days 00:00:00.297903,0 days 00:00:00.028665
1947,1948,27,512,256,192,0.25,7,0 days 00:00:00.010089,0 days 00:02:27.903646,91.93333333333332,92.06666666666666,68.33333333333333,279846536.6666667,0 days 00:00:00.052085,0 days 00:00:00.301744,0 days 00:00:00.054727
1948,1949,27,512,256,256,0.0,2,0 days 00:00:00.009215,0 days 00:01:32.109971,91.06666666666666,91.46666666666665,74.66666666666667,17425344.666666668,0 days 00:00:00.044618,0 days 00:00:00.283398,0 days 00:00:00.004453
1949,1950,27,512,256,256,0.0,3,0 days 00:00:00.009215,0 days 00:01:27.707813,90.8,91.46666666666665,71.0,38816438.0,0 days 00:00:00.054785,0 days 00:00:00.290223,0 days 00:00:00.008531
1950,1951,27,512,256,256,0.0,5,0 days 00:00:00.009215,0 days 00:01:46.073218,93.06666666666666,93.46666666666665,72.0,107267936.66666667,0 days 00:00:00.050568,0 days 00:00:00.304761,0 days 00:00:00.021761
1951,1952,27,512,256,256,0.0,7,0 days 00:00:00.009215,0 days 00:02:20.877590,93.60000000000001,93.86666666666666,75.33333333333333,209945184.66666666,0 days 00:00:00.051925,0 days 00:00:00.306263,0 days 00:00:00.041749
1952,1953,27,512,512,128,0.75,2,0 days 00:00:00.012156,0 days 00:02:08.250023,85.13333333333334,86.93333333333334,58.0,34799080.666666664,0 days 00:00:00.052441,0 days 00:00:00.295184,0 days 00:00:00.008686
1953,1954,27,512,512,128,0.75,3,0 days 00:00:00.012156,0 days 00:02:09.410427,89.93333333333334,90.93333333333332,69.0,77516867.33333333,0 days 00:00:00.059587,0 days 00:00:00.306767,0 days 00:00:00.017050
1954,1955,27,512,512,128,0.75,5,0 days 00:00:00.012156,0 days 00:02:28.828509,91.39999999999999,92.19999999999999,66.0,214213784.66666666,0 days 00:00:00.055924,0 days 00:00:00.311120,0 days 00:00:00.042679
1955,1956,27,512,512,128,0.75,7,0 days 00:00:00.012156,0 days 00:03:33.815048,92.0,92.66666666666667,69.0,419259160.6666667,0 days 00:00:00.060193,0 days 00:00:00.308409,0 days 00:00:00.082368
1956,1957,27,512,512,256,0.5,2,0 days 00:00:00.010012,0 days 00:01:45.210842,88.46666666666665,88.60000000000001,67.66666666666667,17425344.666666668,0 days 00:00:00.049047,0 days 00:00:00.281371,0 days 00:00:00.004470
1957,1958,27,512,512,256,0.5,3,0 days 00:00:00.010012,0 days 00:01:30.230482,87.93333333333334,88.86666666666667,60.333333333333336,38816438.0,0 days 00:00:00.056970,0 days 00:00:00.297332,0 days 00:00:00.008570
1958,1959,27,512,512,256,0.5,5,0 days 00:00:00.010012,0 days 00:01:50.030515,93.2,93.39999999999999,73.0,107267936.66666667,0 days 00:00:00.052265,0 days 00:00:00.300396,0 days 00:00:00.021180
1959,1960,27,512,512,256,0.5,7,0 days 00:00:00.010012,0 days 00:02:22.672827,92.73333333333335,93.0,72.33333333333333,209945184.66666666,0 days 00:00:00.050727,0 days 00:00:00.306557,0 days 00:00:00.040933
1960,1961,27,512,512,384,0.25,2,0 days 00:00:00.008665,0 days 00:01:25.476464,89.53333333333335,90.73333333333333,72.0,11549283.333333334,0 days 00:00:00.048241,0 days 00:00:00.291316,0 days 00:00:00.002903
1961,1962,27,512,512,384,0.25,3,0 days 00:00:00.008665,0 days 00:01:30.072000,93.60000000000001,93.8,76.0,25726323.333333332,0 days 00:00:00.048378,0 days 00:00:00.294973,0 days 00:00:00.005709
1962,1963,27,512,512,384,0.25,5,0 days 00:00:00.008665,0 days 00:01:27.152080,94.86666666666667,94.86666666666667,76.0,71092851.33333333,0 days 00:00:00.043239,0 days 00:00:00.298319,0 days 00:00:00.014293
1963,1964,27,512,512,384,0.25,7,0 days 00:00:00.008665,0 days 00:01:47.989887,94.33333333333333,94.60000000000001,69.66666666666667,139142643.33333334,0 days 00:00:00.042651,0 days 00:00:00.506361,0 days 00:00:00.027341
1964,1965,27,512,512,512,0.0,2,0 days 00:00:00.009000,0 days 00:01:18.839290,89.0,90.06666666666666,74.0,8683355.333333334,0 days 00:00:00.044291,0 days 00:00:00.296717,0 days 00:00:00.002223
1965,1966,27,512,512,512,0.0,3,0 days 00:00:00.009000,0 days 00:01:17.402640,94.93333333333334,95.13333333333333,76.66666666666667,19342342.0,0 days 00:00:00.044089,0 days 00:00:00.292655,0 days 00:00:00.004344
1966,1967,27,512,512,512,0.0,5,0 days 00:00:00.009000,0 days 00:01:21.497686,94.93333333333334,94.86666666666666,73.33333333333333,53451099.333333336,0 days 00:00:00.043765,0 days 00:00:00.299736,0 days 00:00:00.010948
1967,1968,27,512,512,512,0.0,7,0 days 00:00:00.009000,0 days 00:01:28.444909,95.0,95.06666666666668,76.0,104614235.33333333,0 days 00:00:00.045643,0 days 00:00:00.299370,0 days 00:00:00.020805
1968,1969,27,1024,256,64,0.75,2,0 days 00:00:00.020900,0 days 00:03:43.015586,89.8,90.53333333333335,72.0,69416736.66666667,0 days 00:00:00.091574,0 days 00:00:00.298905,0 days 00:00:00.017897
1969,1970,27,1024,256,64,0.75,3,0 days 00:00:00.020900,0 days 00:02:15.663995,82.26666666666667,83.86666666666666,48.666666666666664,154628736.66666666,0 days 00:00:00.090549,0 days 00:00:00.302469,0 days 00:00:00.033301
1970,1971,27,1024,256,64,0.75,5,0 days 00:00:00.020900,0 days 00:04:20.803540,91.53333333333332,92.13333333333334,66.0,427307136.6666667,0 days 00:00:00.092327,0 days 00:00:00.311557,0 days 00:00:00.084530
1971,1972,27,1024,256,64,0.75,7,0 days 00:00:00.020900,0 days 00:07:24.016742,91.60000000000001,92.06666666666666,62.666666666666664,836324736.6666666,0 days 00:00:00.088823,0 days 00:00:00.328684,0 days 00:00:00.164137
1972,1973,27,1024,256,128,0.5,2,0 days 00:00:00.027897,0 days 00:01:55.970366,89.13333333333333,89.39999999999999,63.0,34799080.666666664,0 days 00:00:00.063806,0 days 00:00:00.303080,0 days 00:00:00.009113
1973,1974,27,1024,256,128,0.5,3,0 days 00:00:00.027897,0 days 00:02:04.760544,89.53333333333335,90.0,65.0,77516867.33333333,0 days 00:00:00.070096,0 days 00:00:00.306471,0 days 00:00:00.016806
1974,1975,27,1024,256,128,0.5,5,0 days 00:00:00.027897,0 days 00:02:25.056566,89.46666666666665,90.33333333333333,64.0,214213784.66666666,0 days 00:00:00.069665,0 days 00:00:00.307608,0 days 00:00:00.041903
1975,1976,27,1024,256,128,0.5,7,0 days 00:00:00.027897,0 days 00:04:32.660726,89.93333333333334,90.39999999999999,62.333333333333336,419259160.6666667,0 days 00:00:00.070803,0 days 00:00:00.314559,0 days 00:00:00.081544
1976,1977,27,1024,256,192,0.25,2,0 days 00:00:00.030579,0 days 00:01:51.301171,89.0,89.86666666666667,64.66666666666667,23227256.666666668,0 days 00:00:00.065351,0 days 00:00:00.293574,0 days 00:00:00.005880
1977,1978,27,1024,256,192,0.25,3,0 days 00:00:00.030579,0 days 00:01:15.279056,85.26666666666667,88.2,60.333333333333336,51740510.0,0 days 00:00:00.053540,0 days 00:00:00.294148,0 days 00:00:00.011337
1978,1979,27,1024,256,192,0.25,5,0 days 00:00:00.030579,0 days 00:01:57.023125,91.8,92.39999999999999,65.33333333333333,142982920.66666666,0 days 00:00:00.062446,0 days 00:00:00.295737,0 days 00:00:00.028668
1979,1980,27,1024,256,192,0.25,7,0 days 00:00:00.030579,0 days 00:02:42.127943,92.73333333333333,93.06666666666668,66.33333333333333,279846536.6666667,0 days 00:00:00.065631,0 days 00:00:00.308620,0 days 00:00:00.054742
1980,1981,27,1024,256,256,0.0,2,0 days 00:00:00.017702,0 days 00:01:31.365167,90.73333333333333,91.53333333333335,73.33333333333333,17425344.666666668,0 days 00:00:00.058922,0 days 00:00:00.290582,0 days 00:00:00.004535
1981,1982,27,1024,256,256,0.0,3,0 days 00:00:00.017702,0 days 00:01:36.542578,89.26666666666667,89.60000000000001,65.66666666666667,38816438.0,0 days 00:00:00.056193,0 days 00:00:00.297773,0 days 00:00:00.008436
1982,1983,27,1024,256,256,0.0,5,0 days 00:00:00.017702,0 days 00:01:53.129718,92.33333333333333,92.59999999999998,73.66666666666667,107267936.66666667,0 days 00:00:00.053836,0 days 00:00:00.299858,0 days 00:00:00.021567
1983,1984,27,1024,256,256,0.0,7,0 days 00:00:00.017702,0 days 00:02:26.673716,92.39999999999999,92.8,73.33333333333333,209945184.66666666,0 days 00:00:00.058135,0 days 00:00:00.302000,0 days 00:00:00.041293
1984,1985,27,1024,512,128,0.75,2,0 days 00:00:00.014527,0 days 00:01:50.987298,88.0,88.53333333333335,56.333333333333336,34799080.666666664,0 days 00:00:00.066465,0 days 00:00:00.297652,0 days 00:00:00.008789
1985,1986,27,1024,512,128,0.75,3,0 days 00:00:00.014527,0 days 00:02:16.304072,91.06666666666668,91.53333333333335,72.33333333333333,77516867.33333333,0 days 00:00:00.074024,0 days 00:00:00.313767,0 days 00:00:00.016796
1986,1987,27,1024,512,128,0.75,5,0 days 00:00:00.014527,0 days 00:02:36.626634,92.53333333333335,92.93333333333332,69.0,214213784.66666666,0 days 00:00:00.069534,0 days 00:00:00.309070,0 days 00:00:00.041917
1987,1988,27,1024,512,128,0.75,7,0 days 00:00:00.014527,0 days 00:03:46.183420,93.2,93.53333333333335,68.33333333333333,419259160.6666667,0 days 00:00:00.064601,0 days 00:00:00.316490,0 days 00:00:00.081226
1988,1989,27,1024,512,256,0.5,2,0 days 00:00:00.013854,0 days 00:01:33.381460,89.80000000000001,90.93333333333334,75.33333333333333,17425344.666666668,0 days 00:00:00.055602,0 days 00:00:00.280725,0 days 00:00:00.004317
1989,1990,27,1024,512,256,0.5,3,0 days 00:00:00.013854,0 days 00:01:22.695033,90.39999999999999,91.0,63.666666666666664,38816438.0,0 days 00:00:00.046358,0 days 00:00:00.289514,0 days 00:00:00.008693
1990,1991,27,1024,512,256,0.5,5,0 days 00:00:00.013854,0 days 00:01:58.128820,94.13333333333333,94.26666666666667,74.33333333333333,107267936.66666667,0 days 00:00:00.055426,0 days 00:00:00.306016,0 days 00:00:00.021642
1991,1992,27,1024,512,256,0.5,7,0 days 00:00:00.013854,0 days 00:02:24.537644,94.86666666666667,95.0,77.0,209945184.66666666,0 days 00:00:00.055656,0 days 00:00:00.306502,0 days 00:00:00.041756
1992,1993,27,1024,512,384,0.25,2,0 days 00:00:00.011891,0 days 00:01:21.371466,89.93333333333334,90.53333333333335,71.33333333333333,11549283.333333334,0 days 00:00:00.050651,0 days 00:00:00.288784,0 days 00:00:00.002851
1993,1994,27,1024,512,384,0.25,3,0 days 00:00:00.011891,0 days 00:01:27.256569,94.2,94.33333333333333,76.33333333333333,25726323.333333332,0 days 00:00:00.055469,0 days 00:00:00.293075,0 days 00:00:00.005539
1994,1995,27,1024,512,384,0.25,5,0 days 00:00:00.011891,0 days 00:01:32.755952,94.60000000000001,94.46666666666665,76.33333333333333,71092851.33333333,0 days 00:00:00.066475,0 days 00:00:00.299453,0 days 00:00:00.014171
1995,1996,27,1024,512,384,0.25,7,0 days 00:00:00.011891,0 days 00:01:43.584682,93.86666666666667,94.0,71.0,139142643.33333334,0 days 00:00:00.051092,0 days 00:00:00.307812,0 days 00:00:00.026748
1996,1997,27,1024,512,512,0.0,2,0 days 00:00:00.009213,0 days 00:01:03.608172,89.8,90.59999999999998,72.66666666666667,8683355.333333334,0 days 00:00:00.046340,0 days 00:00:00.286519,0 days 00:00:00.002279
1997,1998,27,1024,512,512,0.0,3,0 days 00:00:00.009213,0 days 00:01:19.233206,94.33333333333333,94.26666666666667,76.0,19342342.0,0 days 00:00:00.049934,0 days 00:00:00.294010,0 days 00:00:00.004327
1998,1999,27,1024,512,512,0.0,5,0 days 00:00:00.009213,0 days 00:01:18.095322,94.33333333333333,94.53333333333335,74.33333333333333,53451099.333333336,0 days 00:00:00.047773,0 days 00:00:00.287803,0 days 00:00:00.010903
1999,2000,27,1024,512,512,0.0,7,0 days 00:00:00.009213,0 days 00:01:24.606612,95.53333333333335,95.66666666666667,76.33333333333333,104614235.33333333,0 days 00:00:00.055371,0 days 00:00:00.296244,0 days 00:00:00.020891
2000,2001,27,1024,1024,256,0.75,2,0 days 00:00:00.013048,0 days 00:01:30.915657,89.8,90.26666666666667,69.33333333333333,17425344.666666668,0 days 00:00:00.055454,0 days 00:00:00.288026,0 days 00:00:00.004460
2001,2002,27,1024,1024,256,0.75,3,0 days 00:00:00.013048,0 days 00:01:26.947623,90.73333333333333,91.73333333333333,69.66666666666667,38816438.0,0 days 00:00:00.053987,0 days 00:00:00.294815,0 days 00:00:00.008600
2002,2003,27,1024,1024,256,0.75,5,0 days 00:00:00.013048,0 days 00:01:51.111955,93.60000000000001,93.60000000000001,72.0,107267936.66666667,0 days 00:00:00.053730,0 days 00:00:00.299522,0 days 00:00:00.021777
2003,2004,27,1024,1024,256,0.75,7,0 days 00:00:00.013048,0 days 00:01:50.406598,93.39999999999999,93.66666666666667,70.66666666666667,209945184.66666666,0 days 00:00:00.056897,0 days 00:00:00.309754,0 days 00:00:00.041325
2004,2005,27,1024,1024,512,0.5,2,0 days 00:00:00.011513,0 days 00:01:07.873340,89.53333333333335,90.8,73.66666666666667,8683355.333333334,0 days 00:00:00.049655,0 days 00:00:00.277450,0 days 00:00:00.002214
2005,2006,27,1024,1024,512,0.5,3,0 days 00:00:00.011513,0 days 00:01:19.378405,95.8,95.8,80.0,19342342.0,0 days 00:00:00.048511,0 days 00:00:00.285224,0 days 00:00:00.004359
2006,2007,27,1024,1024,512,0.5,5,0 days 00:00:00.011513,0 days 00:01:15.247687,95.13333333333333,95.13333333333333,78.33333333333333,53451099.333333336,0 days 00:00:00.058091,0 days 00:00:00.296399,0 days 00:00:00.010826
2007,2008,27,1024,1024,512,0.5,7,0 days 00:00:00.011513,0 days 00:01:21.089585,95.33333333333333,95.40000000000002,70.66666666666667,104614235.33333333,0 days 00:00:00.048062,0 days 00:00:00.301801,0 days 00:00:00.020873
2008,2009,27,1024,1024,768,0.25,2,0 days 00:00:00.009563,0 days 00:00:56.226880,89.93333333333332,91.13333333333333,72.33333333333333,5790448.666666667,0 days 00:00:00.051452,0 days 00:00:00.286743,0 days 00:00:00.001481
2009,2010,27,1024,1024,768,0.25,3,0 days 00:00:00.009563,0 days 00:01:21.798296,96.06666666666666,96.2,80.0,12898502.0,0 days 00:00:00.043895,0 days 00:00:00.293822,0 days 00:00:00.002871
2010,2011,27,1024,1024,768,0.25,5,0 days 00:00:00.009563,0 days 00:01:07.625213,96.53333333333335,96.66666666666667,76.33333333333333,35644272.666666664,0 days 00:00:00.049433,0 days 00:00:00.293981,0 days 00:00:00.007212
2011,2012,27,1024,1024,768,0.25,7,0 days 00:00:00.009563,0 days 00:01:19.060381,95.2,95.53333333333335,73.66666666666667,69762928.66666667,0 days 00:00:00.045322,0 days 00:00:00.295672,0 days 00:00:00.013766
2012,2013,27,1024,1024,1024,0.0,2,0 days 00:00:00.010247,0 days 00:00:57.344628,92.33333333333333,92.8,76.0,4427067.333333333,0 days 00:00:00.042302,0 days 00:00:00.291738,0 days 00:00:00.001183
2013,2014,27,1024,1024,1024,0.0,3,0 days 00:00:00.010247,0 days 00:01:11.922424,95.73333333333333,95.86666666666667,80.0,9862374.0,0 days 00:00:00.048630,0 days 00:00:00.291176,0 days 00:00:00.002258
2014,2015,27,1024,1024,1024,0.0,5,0 days 00:00:00.010247,0 days 00:00:58.532533,96.26666666666667,96.39999999999999,75.33333333333333,27255355.333333332,0 days 00:00:00.048721,0 days 00:00:00.282488,0 days 00:00:00.005580
2015,2016,27,1024,1024,1024,0.0,7,0 days 00:00:00.010247,0 days 00:01:06.757538,95.66666666666667,95.73333333333335,70.66666666666667,53344827.333333336,0 days 00:00:00.057789,0 days 00:00:00.284987,0 days 00:00:00.010661
2016,2017,27,2048,256,64,0.75,2,0 days 00:00:00.047248,0 days 00:04:00.147598,87.73333333333335,88.06666666666666,60.666666666666664,69416736.66666667,0 days 00:00:00.142953,0 days 00:00:00.293599,0 days 00:00:00.017404
2017,2018,27,2048,256,64,0.75,3,0 days 00:00:00.047248,0 days 00:02:46.869755,87.39999999999999,88.60000000000001,60.0,154628736.66666666,0 days 00:00:00.140879,0 days 00:00:00.311736,0 days 00:00:00.033502
2018,2019,27,2048,256,64,0.75,5,0 days 00:00:00.047248,0 days 00:03:53.725961,91.39999999999999,91.93333333333334,67.33333333333333,427307136.6666667,0 days 00:00:00.141865,0 days 00:00:00.321624,0 days 00:00:00.083380
2019,2020,27,2048,256,64,0.75,7,0 days 00:00:00.047248,0 days 00:06:45.117777,90.06666666666666,90.86666666666667,65.0,836324736.6666666,0 days 00:00:00.144652,0 days 00:00:00.336618,0 days 00:00:00.161822
2020,2021,27,2048,256,128,0.5,2,0 days 00:00:00.029263,0 days 00:02:19.498728,88.66666666666667,89.06666666666666,59.333333333333336,34799080.666666664,0 days 00:00:00.096673,0 days 00:00:00.299473,0 days 00:00:00.009103
2021,2022,27,2048,256,128,0.5,3,0 days 00:00:00.029263,0 days 00:01:44.323793,89.60000000000001,89.86666666666667,60.333333333333336,77516867.33333333,0 days 00:00:00.095897,0 days 00:00:00.503548,0 days 00:00:00.016831
2022,2023,27,2048,256,128,0.5,5,0 days 00:00:00.029263,0 days 00:02:44.981483,91.93333333333334,92.33333333333333,68.0,214213784.66666666,0 days 00:00:00.093924,0 days 00:00:00.310467,0 days 00:00:00.041617
2023,2024,27,2048,256,128,0.5,7,0 days 00:00:00.029263,0 days 00:03:13.159386,91.66666666666667,92.13333333333333,66.0,419259160.6666667,0 days 00:00:00.088956,0 days 00:00:00.316993,0 days 00:00:00.081154
2024,2025,27,2048,256,192,0.25,2,0 days 00:00:00.022727,0 days 00:01:43.652286,87.93333333333334,88.73333333333335,59.333333333333336,23227256.666666668,0 days 00:00:00.077692,0 days 00:00:00.289208,0 days 00:00:00.005838
2025,2026,27,2048,256,192,0.25,3,0 days 00:00:00.022727,0 days 00:01:33.338768,88.86666666666667,89.73333333333333,58.333333333333336,51740510.0,0 days 00:00:00.078453,0 days 00:00:00.301544,0 days 00:00:00.011104
2026,2027,27,2048,256,192,0.25,5,0 days 00:00:00.022727,0 days 00:01:57.560190,90.2,91.0,62.333333333333336,142982920.66666666,0 days 00:00:00.075089,0 days 00:00:00.300654,0 days 00:00:00.028502
2027,2028,27,2048,256,192,0.25,7,0 days 00:00:00.022727,0 days 00:02:40.558746,91.2,92.06666666666668,64.0,279846536.6666667,0 days 00:00:00.076898,0 days 00:00:00.302797,0 days 00:00:00.055359
2028,2029,27,2048,256,256,0.0,2,0 days 00:00:00.015300,0 days 00:01:29.780795,90.06666666666668,90.93333333333332,67.66666666666667,17425344.666666668,0 days 00:00:00.073480,0 days 00:00:00.283599,0 days 00:00:00.004494
2029,2030,27,2048,256,256,0.0,3,0 days 00:00:00.015300,0 days 00:01:27.271528,90.39999999999999,90.73333333333333,63.666666666666664,38816438.0,0 days 00:00:00.076124,0 days 00:00:00.296105,0 days 00:00:00.008513
2030,2031,27,2048,256,256,0.0,5,0 days 00:00:00.015300,0 days 00:01:53.490911,91.19999999999999,91.39999999999999,70.0,107267936.66666667,0 days 00:00:00.069245,0 days 00:00:00.305884,0 days 00:00:00.021696
2031,2032,27,2048,256,256,0.0,7,0 days 00:00:00.015300,0 days 00:02:20.451781,92.53333333333335,93.06666666666668,69.0,209945184.66666666,0 days 00:00:00.070114,0 days 00:00:00.312604,0 days 00:00:00.041560
2032,2033,27,2048,512,128,0.75,2,0 days 00:00:00.021838,0 days 00:01:54.984245,86.53333333333335,86.59999999999998,58.0,34799080.666666664,0 days 00:00:00.091904,0 days 00:00:00.299262,0 days 00:00:00.008912
2033,2034,27,2048,512,128,0.75,3,0 days 00:00:00.021838,0 days 00:02:11.555783,90.53333333333335,91.19999999999999,68.66666666666667,77516867.33333333,0 days 00:00:00.100371,0 days 00:00:00.298543,0 days 00:00:00.016697
2034,2035,27,2048,512,128,0.75,5,0 days 00:00:00.021838,0 days 00:02:34.009609,91.86666666666667,92.66666666666667,69.33333333333333,214213784.66666666,0 days 00:00:00.092973,0 days 00:00:00.507291,0 days 00:00:00.041599
2035,2036,27,2048,512,128,0.75,7,0 days 00:00:00.021838,0 days 00:03:28.035587,92.66666666666667,92.86666666666666,63.0,419259160.6666667,0 days 00:00:00.093605,0 days 00:00:00.315070,0 days 00:00:00.081021
2036,2037,27,2048,512,256,0.5,2,0 days 00:00:00.017189,0 days 00:01:35.319966,89.60000000000001,90.26666666666665,73.0,17425344.666666668,0 days 00:00:00.074335,0 days 00:00:00.289266,0 days 00:00:00.004544
2037,2038,27,2048,512,256,0.5,3,0 days 00:00:00.017189,0 days 00:01:34.961128,89.0,89.2,62.0,38816438.0,0 days 00:00:00.070174,0 days 00:00:00.301387,0 days 00:00:00.008580
2038,2039,27,2048,512,256,0.5,5,0 days 00:00:00.017189,0 days 00:01:49.907816,93.66666666666667,94.0,74.66666666666667,107267936.66666667,0 days 00:00:00.069813,0 days 00:00:00.301759,0 days 00:00:00.021526
2039,2040,27,2048,512,256,0.5,7,0 days 00:00:00.017189,0 days 00:02:22.585383,93.26666666666667,93.39999999999999,69.33333333333333,209945184.66666666,0 days 00:00:00.081894,0 days 00:00:00.302143,0 days 00:00:00.041047
2040,2041,27,2048,512,384,0.25,2,0 days 00:00:00.016826,0 days 00:01:24.938002,88.73333333333335,89.66666666666667,70.66666666666667,11549283.333333334,0 days 00:00:00.063629,0 days 00:00:00.283088,0 days 00:00:00.002870
2041,2042,27,2048,512,384,0.25,3,0 days 00:00:00.016826,0 days 00:01:26.609661,94.73333333333335,94.86666666666667,79.33333333333333,25726323.333333332,0 days 00:00:00.063108,0 days 00:00:00.289714,0 days 00:00:00.005599
2042,2043,27,2048,512,384,0.25,5,0 days 00:00:00.016826,0 days 00:01:33.017493,93.60000000000001,92.73333333333335,73.0,71092851.33333333,0 days 00:00:00.067186,0 days 00:00:00.294244,0 days 00:00:00.014207
2043,2044,27,2048,512,384,0.25,7,0 days 00:00:00.016826,0 days 00:01:56.842141,95.06666666666666,95.13333333333334,75.66666666666667,139142643.33333334,0 days 00:00:00.065573,0 days 00:00:00.304889,0 days 00:00:00.027454
2044,2045,27,2048,512,512,0.0,2,0 days 00:00:00.014211,0 days 00:01:22.919776,90.53333333333335,90.93333333333334,71.33333333333333,8683355.333333334,0 days 00:00:00.057777,0 days 00:00:00.290163,0 days 00:00:00.002227
2045,2046,27,2048,512,512,0.0,3,0 days 00:00:00.014211,0 days 00:01:10.603601,94.39999999999999,94.53333333333335,79.0,19342342.0,0 days 00:00:00.063021,0 days 00:00:00.292978,0 days 00:00:00.004303
2046,2047,27,2048,512,512,0.0,5,0 days 00:00:00.014211,0 days 00:01:21.805608,95.0,94.93333333333332,79.33333333333333,53451099.333333336,0 days 00:00:00.061231,0 days 00:00:00.296810,0 days 00:00:00.010915
2047,2048,27,2048,512,512,0.0,7,0 days 00:00:00.014211,0 days 00:01:25.397059,94.73333333333335,94.86666666666667,68.66666666666667,104614235.33333333,0 days 00:00:00.067057,0 days 00:00:00.305476,0 days 00:00:00.020987
2048,2049,27,2048,1024,256,0.75,2,0 days 00:00:00.015444,0 days 00:01:25.848997,91.06666666666668,91.46666666666665,73.0,17425344.666666668,0 days 00:00:00.070669,0 days 00:00:00.292443,0 days 00:00:00.004566
2049,2050,27,2048,1024,256,0.75,3,0 days 00:00:00.015444,0 days 00:01:05.441196,93.13333333333333,93.33333333333333,72.33333333333333,38816438.0,0 days 00:00:00.067543,0 days 00:00:00.299408,0 days 00:00:00.008459
2050,2051,27,2048,1024,256,0.75,5,0 days 00:00:00.015444,0 days 00:01:23.778761,92.13333333333333,92.13333333333333,64.66666666666667,107267936.66666667,0 days 00:00:00.069320,0 days 00:00:00.298948,0 days 00:00:00.021635
2051,2052,27,2048,1024,256,0.75,7,0 days 00:00:00.015444,0 days 00:02:01.344565,93.60000000000001,93.73333333333333,69.0,209945184.66666666,0 days 00:00:00.077576,0 days 00:00:00.294570,0 days 00:00:00.041440
2052,2053,27,2048,1024,512,0.5,2,0 days 00:00:00.014582,0 days 00:01:06.910040,92.2,92.60000000000001,76.0,8683355.333333334,0 days 00:00:00.061709,0 days 00:00:00.284529,0 days 00:00:00.002200
2053,2054,27,2048,1024,512,0.5,3,0 days 00:00:00.014582,0 days 00:01:16.564370,95.46666666666665,95.46666666666665,78.66666666666667,19342342.0,0 days 00:00:00.064132,0 days 00:00:00.303649,0 days 00:00:00.004367
2054,2055,27,2048,1024,512,0.5,5,0 days 00:00:00.014582,0 days 00:01:10.258195,95.33333333333333,95.53333333333335,70.33333333333333,53451099.333333336,0 days 00:00:00.057646,0 days 00:00:00.295599,0 days 00:00:00.010838
