,NExp,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,AVGPreprocesTime,AVGTrainTime,F1Score,TestAcc,EpochsRan,FLOPS,AVGVimPreprocessTime,AVGVimPredictTime,AVGVimTFLitePredictTime
987,988,15,512,256,192,0.25,7,0 days 00:00:00.008643,0 days 00:00:36.631719,93.2,93.33333333333333,61.0,152709043.33333334,0 days 00:00:00.055060,0 days 00:00:00.299717,0 days 00:00:00.030023
988,989,15,512,256,256,0.0,2,0 days 00:00:00.007864,0 days 00:00:40.093435,88.2,89.0,67.33333333333333,9512000.666666666,0 days 00:00:00.056746,0 days 00:00:00.278256,0 days 00:00:00.002517
989,990,15,512,256,256,0.0,3,0 days 00:00:00.007864,0 days 00:00:46.490764,89.66666666666667,90.06666666666666,70.0,21184694.0,0 days 00:00:00.053079,0 days 00:00:00.286552,0 days 00:00:00.004735
990,991,15,512,256,256,0.0,5,0 days 00:00:00.007864,0 days 00:00:40.958480,91.06666666666666,91.66666666666667,69.66666666666667,58537312.666666664,0 days 00:00:00.047407,0 days 00:00:00.298689,0 days 00:00:00.011861
991,992,15,512,256,256,0.0,7,0 days 00:00:00.007864,0 days 00:00:41.685911,92.2,92.46666666666665,65.33333333333333,114566240.66666667,0 days 00:00:00.058995,0 days 00:00:00.298393,0 days 00:00:00.022545
992,993,15,512,512,128,0.75,2,0 days 00:00:00.010898,0 days 00:00:26.806049,85.73333333333333,87.66666666666667,58.666666666666664,18997491.333333332,0 days 00:00:00.065424,0 days 00:00:00.281020,0 days 00:00:00.004892
993,994,15,512,512,128,0.75,3,0 days 00:00:00.010898,0 days 00:00:53.747152,91.46666666666665,91.66666666666667,69.0,42309944.666666664,0 days 00:00:00.064526,0 days 00:00:00.293386,0 days 00:00:00.009415
994,995,15,512,512,128,0.75,5,0 days 00:00:00.010898,0 days 00:00:45.791653,91.46666666666665,92.0,68.33333333333333,116909795.33333333,0 days 00:00:00.065536,0 days 00:00:00.302300,0 days 00:00:00.023367
995,996,15,512,512,128,0.75,7,0 days 00:00:00.010898,0 days 00:00:47.984728,91.2,91.8,65.0,228809571.33333334,0 days 00:00:00.062202,0 days 00:00:00.307203,0 days 00:00:00.044511
996,997,15,512,512,256,0.5,2,0 days 00:00:00.007871,0 days 00:00:36.021544,86.33333333333333,87.93333333333334,64.0,9512000.666666666,0 days 00:00:00.057089,0 days 00:00:00.276514,0 days 00:00:00.002484
997,998,15,512,512,256,0.5,3,0 days 00:00:00.007871,0 days 00:00:49.897418,92.66666666666667,93.06666666666666,72.66666666666667,21184694.0,0 days 00:00:00.057920,0 days 00:00:00.287673,0 days 00:00:00.004751
998,999,15,512,512,256,0.5,5,0 days 00:00:00.007871,0 days 00:00:44.111862,93.0,93.33333333333333,76.0,58537312.666666664,0 days 00:00:00.052812,0 days 00:00:00.299970,0 days 00:00:00.011897
999,1000,15,512,512,256,0.5,7,0 days 00:00:00.007871,0 days 00:00:42.375765,93.66666666666667,93.86666666666667,67.0,114566240.66666667,0 days 00:00:00.057040,0 days 00:00:00.301554,0 days 00:00:00.022700
1000,1001,15,512,512,384,0.25,2,0 days 00:00:00.007291,0 days 00:00:38.709834,89.46666666666668,90.26666666666667,72.0,6305891.333333333,0 days 00:00:00.052171,0 days 00:00:00.280283,0 days 00:00:00.001641
1001,1002,15,512,512,384,0.25,3,0 days 00:00:00.007291,0 days 00:00:59.502377,94.80000000000001,94.80000000000001,76.0,14043784.666666666,0 days 00:00:00.052816,0 days 00:00:00.286571,0 days 00:00:00.003069
1002,1003,15,512,512,384,0.25,5,0 days 00:00:00.007291,0 days 00:00:45.351738,94.06666666666668,94.06666666666666,73.33333333333333,38805043.333333336,0 days 00:00:00.043934,0 days 00:00:00.476787,0 days 00:00:00.007731
1003,1004,15,512,512,384,0.25,7,0 days 00:00:00.007291,0 days 00:00:46.393605,95.2,95.33333333333333,74.0,75946931.33333333,0 days 00:00:00.051556,0 days 00:00:00.298927,0 days 00:00:00.014756
1004,1005,15,512,512,512,0.0,2,0 days 00:00:00.008752,0 days 00:00:33.721265,88.73333333333333,89.8,72.66666666666667,4739291.333333333,0 days 00:00:00.050659,0 days 00:00:00.277690,0 days 00:00:00.001288
1005,1006,15,512,512,512,0.0,3,0 days 00:00:00.008752,0 days 00:00:52.992177,94.26666666666665,94.40000000000002,78.66666666666667,10554758.0,0 days 00:00:00.045097,0 days 00:00:00.282802,0 days 00:00:00.002414
1006,1007,15,512,512,512,0.0,5,0 days 00:00:00.008752,0 days 00:00:49.553059,93.33333333333333,93.39999999999999,74.33333333333333,29164251.333333332,0 days 00:00:00.045626,0 days 00:00:00.474848,0 days 00:00:00.005913
1007,1008,15,512,512,512,0.0,7,0 days 00:00:00.008752,0 days 00:00:42.854764,94.53333333333335,94.66666666666667,74.0,57078491.333333336,0 days 00:00:00.046385,0 days 00:00:00.291438,0 days 00:00:00.011326
1008,1009,15,1024,256,64,0.75,2,0 days 00:00:00.022151,0 days 00:00:43.449311,86.13333333333333,87.0,61.0,37900662.0,0 days 00:00:00.099665,0 days 00:00:00.297401,0 days 00:00:00.009594
1009,1010,15,1024,256,64,0.75,3,0 days 00:00:00.022151,0 days 00:00:50.104807,90.2,89.86666666666667,70.33333333333333,84409515.33333333,0 days 00:00:00.101748,0 days 00:00:00.298565,0 days 00:00:00.018077
1010,1011,15,1024,256,64,0.75,5,0 days 00:00:00.022151,0 days 00:00:38.881478,91.13333333333333,91.93333333333334,67.0,233237846.0,0 days 00:00:00.102069,0 days 00:00:00.297049,0 days 00:00:00.045474
1011,1012,15,1024,256,64,0.75,7,0 days 00:00:00.022151,0 days 00:00:48.711484,91.66666666666667,92.2,63.0,456480342.0,0 days 00:00:00.099596,0 days 00:00:00.319851,0 days 00:00:00.088128
1012,1013,15,1024,256,128,0.5,2,0 days 00:00:00.012249,0 days 00:00:36.430378,86.39999999999999,86.39999999999999,61.333333333333336,18997491.333333332,0 days 00:00:00.073151,0 days 00:00:00.290563,0 days 00:00:00.004944
1013,1014,15,1024,256,128,0.5,3,0 days 00:00:00.012249,0 days 00:00:47.232970,90.66666666666667,91.0,66.66666666666667,42309944.666666664,0 days 00:00:00.069114,0 days 00:00:00.294086,0 days 00:00:00.009184
1014,1015,15,1024,256,128,0.5,5,0 days 00:00:00.012249,0 days 00:00:37.483910,85.06666666666666,88.0,61.666666666666664,116909795.33333333,0 days 00:00:00.076290,0 days 00:00:00.291645,0 days 00:00:00.023221
1015,1016,15,1024,256,128,0.5,7,0 days 00:00:00.012249,0 days 00:00:42.058036,92.0,92.13333333333333,64.0,228809571.33333334,0 days 00:00:00.077748,0 days 00:00:00.305183,0 days 00:00:00.044552
1016,1017,15,1024,256,192,0.25,2,0 days 00:00:00.011366,0 days 00:00:42.492202,88.53333333333335,89.66666666666667,72.0,12678883.333333334,0 days 00:00:00.064151,0 days 00:00:00.288402,0 days 00:00:00.003203
1017,1018,15,1024,256,192,0.25,3,0 days 00:00:00.011366,0 days 00:00:43.369252,89.60000000000001,89.93333333333334,64.0,28237790.0,0 days 00:00:00.063765,0 days 00:00:00.294444,0 days 00:00:00.006239
1018,1019,15,1024,256,192,0.25,5,0 days 00:00:00.011366,0 days 00:00:40.160817,90.46666666666665,91.60000000000001,67.0,78026291.33333333,0 days 00:00:00.067418,0 days 00:00:00.302466,0 days 00:00:00.015382
1019,1020,15,1024,256,192,0.25,7,0 days 00:00:00.011366,0 days 00:00:48.510401,93.66666666666667,93.8,68.0,152709043.33333334,0 days 00:00:00.068801,0 days 00:00:00.306762,0 days 00:00:00.029527
1020,1021,15,1024,256,256,0.0,2,0 days 00:00:00.009265,0 days 00:00:39.266806,90.13333333333333,90.60000000000001,76.33333333333333,9512000.666666666,0 days 00:00:00.057314,0 days 00:00:00.282969,0 days 00:00:00.002502
1021,1022,15,1024,256,256,0.0,3,0 days 00:00:00.009265,0 days 00:00:46.285308,90.19999999999999,90.86666666666667,68.0,21184694.0,0 days 00:00:00.064548,0 days 00:00:00.301292,0 days 00:00:00.004730
1022,1023,15,1024,256,256,0.0,5,0 days 00:00:00.009265,0 days 00:00:41.706523,92.13333333333333,92.2,70.33333333333333,58537312.666666664,0 days 00:00:00.064684,0 days 00:00:00.303941,0 days 00:00:00.011793
1023,1024,15,1024,256,256,0.0,7,0 days 00:00:00.009265,0 days 00:00:45.688206,94.2,94.46666666666665,70.66666666666667,114566240.66666667,0 days 00:00:00.061024,0 days 00:00:00.302506,0 days 00:00:00.022539
1024,1025,15,1024,512,128,0.75,2,0 days 00:00:00.016276,0 days 00:00:54.802903,88.73333333333333,89.46666666666665,72.33333333333333,18997491.333333332,0 days 00:00:00.083743,0 days 00:00:00.292061,0 days 00:00:00.004835
1025,1026,15,1024,512,128,0.75,3,0 days 00:00:00.016276,0 days 00:00:54.665287,91.13333333333333,90.8,71.33333333333333,42309944.666666664,0 days 00:00:00.076610,0 days 00:00:00.299461,0 days 00:00:00.009094
1026,1027,15,1024,512,128,0.75,5,0 days 00:00:00.016276,0 days 00:00:35.683824,90.66666666666667,90.93333333333334,61.0,116909795.33333333,0 days 00:00:00.072059,0 days 00:00:00.482451,0 days 00:00:00.023160
1027,1028,15,1024,512,128,0.75,7,0 days 00:00:00.016276,0 days 00:00:48.227408,93.59999999999998,93.8,70.0,228809571.33333334,0 days 00:00:00.069960,0 days 00:00:00.308431,0 days 00:00:00.044478
1028,1029,15,1024,512,256,0.5,2,0 days 00:00:00.011547,0 days 00:00:40.105311,87.53333333333335,87.13333333333333,70.66666666666667,9512000.666666666,0 days 00:00:00.063288,0 days 00:00:00.276861,0 days 00:00:00.002423
1029,1030,15,1024,512,256,0.5,3,0 days 00:00:00.011547,0 days 00:00:46.275039,91.39999999999999,91.59999999999998,73.33333333333333,21184694.0,0 days 00:00:00.064638,0 days 00:00:00.466110,0 days 00:00:00.004628
1030,1031,15,1024,512,256,0.5,5,0 days 00:00:00.011547,0 days 00:00:47.821763,93.46666666666665,93.53333333333335,71.66666666666667,58537312.666666664,0 days 00:00:00.059040,0 days 00:00:00.482470,0 days 00:00:00.011781
1031,1032,15,1024,512,256,0.5,7,0 days 00:00:00.011547,0 days 00:00:49.750438,94.19999999999999,94.46666666666665,72.66666666666667,114566240.66666667,0 days 00:00:00.057191,0 days 00:00:00.299369,0 days 00:00:00.022645
1032,1033,15,1024,512,384,0.25,2,0 days 00:00:00.008506,0 days 00:00:35.708916,86.93333333333334,87.53333333333335,62.333333333333336,6305891.333333333,0 days 00:00:00.052410,0 days 00:00:00.274254,0 days 00:00:00.001632
1033,1034,15,1024,512,384,0.25,3,0 days 00:00:00.008506,0 days 00:00:48.261937,93.66666666666667,93.8,76.66666666666667,14043784.666666666,0 days 00:00:00.059036,0 days 00:00:00.464221,0 days 00:00:00.003088
1034,1035,15,1024,512,384,0.25,5,0 days 00:00:00.008506,0 days 00:00:46.400254,94.66666666666667,94.8,77.33333333333333,38805043.333333336,0 days 00:00:00.055101,0 days 00:00:00.475963,0 days 00:00:00.007786
1035,1036,15,1024,512,384,0.25,7,0 days 00:00:00.008506,0 days 00:00:44.840011,95.0,95.06666666666666,70.33333333333333,75946931.33333333,0 days 00:00:00.057813,0 days 00:00:00.296895,0 days 00:00:00.014769
1036,1037,15,1024,512,512,0.0,2,0 days 00:00:00.007934,0 days 00:00:36.627534,89.0,89.19999999999999,70.0,4739291.333333333,0 days 00:00:00.054085,0 days 00:00:00.287891,0 days 00:00:00.001269
1037,1038,15,1024,512,512,0.0,3,0 days 00:00:00.007934,0 days 00:00:50.696166,93.86666666666667,94.06666666666666,79.0,10554758.0,0 days 00:00:00.059208,0 days 00:00:00.279624,0 days 00:00:00.002359
1038,1039,15,1024,512,512,0.0,5,0 days 00:00:00.007934,0 days 00:00:48.131310,94.46666666666665,94.53333333333335,76.66666666666667,29164251.333333332,0 days 00:00:00.052758,0 days 00:00:00.287549,0 days 00:00:00.005921
1039,1040,15,1024,512,512,0.0,7,0 days 00:00:00.007934,0 days 00:00:46.357320,95.0,95.13333333333333,72.0,57078491.333333336,0 days 00:00:00.047243,0 days 00:00:00.294117,0 days 00:00:00.011329
1040,1041,15,1024,1024,256,0.75,2,0 days 00:00:00.012092,0 days 00:00:39.813221,87.06666666666666,87.53333333333335,64.0,9512000.666666666,0 days 00:00:00.057347,0 days 00:00:00.287783,0 days 00:00:00.002458
1041,1042,15,1024,1024,256,0.75,3,0 days 00:00:00.012092,0 days 00:00:34.995171,91.66666666666667,91.86666666666666,73.0,21184694.0,0 days 00:00:00.059034,0 days 00:00:00.294064,0 days 00:00:00.004734
1042,1043,15,1024,1024,256,0.75,5,0 days 00:00:00.012092,0 days 00:00:42.220100,93.66666666666667,93.93333333333334,70.33333333333333,58537312.666666664,0 days 00:00:00.058556,0 days 00:00:00.306966,0 days 00:00:00.011837
1043,1044,15,1024,1024,256,0.75,7,0 days 00:00:00.012092,0 days 00:00:40.908066,93.26666666666667,93.33333333333333,59.333333333333336,114566240.66666667,0 days 00:00:00.054210,0 days 00:00:00.301416,0 days 00:00:00.022595
1044,1045,15,1024,1024,512,0.5,2,0 days 00:00:00.007856,0 days 00:00:34.460144,91.60000000000001,92.06666666666666,73.33333333333333,4739291.333333333,0 days 00:00:00.063408,0 days 00:00:00.281723,0 days 00:00:00.001283
1045,1046,15,1024,1024,512,0.5,3,0 days 00:00:00.007856,0 days 00:00:45.018732,92.06666666666668,92.46666666666665,70.0,10554758.0,0 days 00:00:00.056094,0 days 00:00:00.288699,0 days 00:00:00.002358
1046,1047,15,1024,1024,512,0.5,5,0 days 00:00:00.007856,0 days 00:00:49.718089,94.0,94.2,76.0,29164251.333333332,0 days 00:00:00.054848,0 days 00:00:00.306207,0 days 00:00:00.005890
1047,1048,15,1024,1024,512,0.5,7,0 days 00:00:00.007856,0 days 00:00:44.275859,94.13333333333333,94.46666666666665,65.33333333333333,57078491.333333336,0 days 00:00:00.053299,0 days 00:00:00.300790,0 days 00:00:00.011396
1048,1049,15,1024,1024,768,0.25,2,0 days 00:00:00.008269,0 days 00:00:40.398518,91.86666666666667,92.06666666666668,74.66666666666667,3160475.3333333335,0 days 00:00:00.055322,0 days 00:00:00.283362,0 days 00:00:00.000859
1049,1050,15,1024,1024,768,0.25,3,0 days 00:00:00.008269,0 days 00:01:00.876264,93.2,93.53333333333332,74.66666666666667,7038662.0,0 days 00:00:00.056310,0 days 00:00:00.290336,0 days 00:00:00.001589
1050,1051,15,1024,1024,768,0.25,5,0 days 00:00:00.008269,0 days 00:00:37.150404,95.26666666666665,95.33333333333333,70.66666666666667,19448859.333333332,0 days 00:00:00.050110,0 days 00:00:00.299588,0 days 00:00:00.004034
1051,1052,15,1024,1024,768,0.25,7,0 days 00:00:00.008269,0 days 00:00:33.708040,95.66666666666667,95.66666666666667,69.0,38064155.333333336,0 days 00:00:00.052023,0 days 00:00:00.294822,0 days 00:00:00.007491
1052,1053,15,1024,1024,1024,0.0,2,0 days 00:00:00.009101,0 days 00:00:39.627814,91.86666666666667,92.26666666666665,78.0,2413787.3333333335,0 days 00:00:00.051987,0 days 00:00:00.279799,0 days 00:00:00.000690
1053,1054,15,1024,1024,1024,0.0,3,0 days 00:00:00.009101,0 days 00:00:47.545494,95.26666666666667,95.46666666666668,78.0,5376134.0,0 days 00:00:00.046789,0 days 00:00:00.284977,0 days 00:00:00.001273
1054,1055,15,1024,1024,1024,0.0,5,0 days 00:00:00.009101,0 days 00:00:44.622111,95.2,95.33333333333333,71.66666666666667,14855643.333333334,0 days 00:00:00.040307,0 days 00:00:00.297313,0 days 00:00:00.003146
1055,1056,15,1024,1024,1024,0.0,7,0 days 00:00:00.009101,0 days 00:00:40.615475,95.53333333333335,95.66666666666667,71.0,29074907.333333332,0 days 00:00:00.046124,0 days 00:00:00.294770,0 days 00:00:00.005902
1056,1057,15,2048,256,64,0.75,2,0 days 00:00:00.030429,0 days 00:00:50.040445,87.2,87.0,66.33333333333333,37900662.0,0 days 00:00:00.148250,0 days 00:00:00.291675,0 days 00:00:00.009597
1057,1058,15,2048,256,64,0.75,3,0 days 00:00:00.030429,0 days 00:00:49.041114,90.2,90.46666666666665,67.66666666666667,84409515.33333333,0 days 00:00:00.141398,0 days 00:00:00.302550,0 days 00:00:00.018615
1058,1059,15,2048,256,64,0.75,5,0 days 00:00:00.030429,0 days 00:00:36.751312,91.0,91.60000000000001,63.666666666666664,233237846.0,0 days 00:00:00.143895,0 days 00:00:00.316763,0 days 00:00:00.045436
1059,1060,15,2048,256,64,0.75,7,0 days 00:00:00.030429,0 days 00:00:46.613192,93.06666666666668,93.26666666666667,65.0,456480342.0,0 days 00:00:00.146217,0 days 00:00:00.321983,0 days 00:00:00.087862
1060,1061,15,2048,256,128,0.5,2,0 days 00:00:00.019246,0 days 00:00:44.832723,88.2,88.53333333333335,62.0,18997491.333333332,0 days 00:00:00.101981,0 days 00:00:00.283168,0 days 00:00:00.004937
1061,1062,15,2048,256,128,0.5,3,0 days 00:00:00.019246,0 days 00:00:33.937795,88.06666666666666,89.06666666666666,61.333333333333336,42309944.666666664,0 days 00:00:00.097079,0 days 00:00:00.299994,0 days 00:00:00.009293
1062,1063,15,2048,256,128,0.5,5,0 days 00:00:00.019246,0 days 00:00:42.027938,91.8,92.33333333333333,65.0,116909795.33333333,0 days 00:00:00.097850,0 days 00:00:00.307693,0 days 00:00:00.023170
1063,1064,15,2048,256,128,0.5,7,0 days 00:00:00.019246,0 days 00:00:37.791822,93.66666666666667,94.0,63.666666666666664,228809571.33333334,0 days 00:00:00.099854,0 days 00:00:00.306757,0 days 00:00:00.044764
1064,1065,15,2048,256,192,0.25,2,0 days 00:00:00.019058,0 days 00:00:30.103444,85.46666666666665,86.2,61.0,12678883.333333334,0 days 00:00:00.094849,0 days 00:00:00.277990,0 days 00:00:00.003268
1065,1066,15,2048,256,192,0.25,3,0 days 00:00:00.019058,0 days 00:00:48.578859,89.86666666666666,90.26666666666667,66.0,28237790.0,0 days 00:00:00.086144,0 days 00:00:00.297382,0 days 00:00:00.006271
1066,1067,15,2048,256,192,0.25,5,0 days 00:00:00.019058,0 days 00:00:39.093239,91.8,92.39999999999999,65.0,78026291.33333333,0 days 00:00:00.079089,0 days 00:00:00.301995,0 days 00:00:00.015722
1067,1068,15,2048,256,192,0.25,7,0 days 00:00:00.019058,0 days 00:00:46.878146,92.0,92.0,66.0,152709043.33333334,0 days 00:00:00.079913,0 days 00:00:00.301312,0 days 00:00:00.029954
1068,1069,15,2048,256,256,0.0,2,0 days 00:00:00.017523,0 days 00:00:29.106424,86.66666666666667,88.39999999999999,63.0,9512000.666666666,0 days 00:00:00.072973,0 days 00:00:00.277640,0 days 00:00:00.002450
1069,1070,15,2048,256,256,0.0,3,0 days 00:00:00.017523,0 days 00:00:53.112323,91.2,91.66666666666667,68.33333333333333,21184694.0,0 days 00:00:00.080112,0 days 00:00:00.292030,0 days 00:00:00.004763
1070,1071,15,2048,256,256,0.0,5,0 days 00:00:00.017523,0 days 00:00:39.425493,92.26666666666667,92.59999999999998,67.33333333333333,58537312.666666664,0 days 00:00:00.080219,0 days 00:00:00.308827,0 days 00:00:00.011801
1071,1072,15,2048,256,256,0.0,7,0 days 00:00:00.017523,0 days 00:00:46.808565,92.06666666666666,92.2,69.0,114566240.66666667,0 days 00:00:00.084267,0 days 00:00:00.299097,0 days 00:00:00.022566
1072,1073,15,2048,512,128,0.75,2,0 days 00:00:00.024665,0 days 00:00:52.205697,90.2,90.66666666666667,74.66666666666667,18997491.333333332,0 days 00:00:00.103251,0 days 00:00:00.295038,0 days 00:00:00.004842
1073,1074,15,2048,512,128,0.75,3,0 days 00:00:00.024665,0 days 00:00:38.809975,87.8,88.39999999999999,61.0,42309944.666666664,0 days 00:00:00.096130,0 days 00:00:00.298221,0 days 00:00:00.009214
1074,1075,15,2048,512,128,0.75,5,0 days 00:00:00.024665,0 days 00:00:37.745754,90.33333333333333,90.73333333333333,60.0,116909795.33333333,0 days 00:00:00.103494,0 days 00:00:00.309666,0 days 00:00:00.023035
1075,1076,15,2048,512,128,0.75,7,0 days 00:00:00.024665,0 days 00:00:35.676007,92.59999999999998,92.93333333333334,56.666666666666664,228809571.33333334,0 days 00:00:00.104947,0 days 00:00:00.311782,0 days 00:00:00.044162
1076,1077,15,2048,512,256,0.5,2,0 days 00:00:00.017092,0 days 00:00:37.007780,88.86666666666667,89.13333333333333,64.66666666666667,9512000.666666666,0 days 00:00:00.074141,0 days 00:00:00.277101,0 days 00:00:00.002488
1077,1078,15,2048,512,256,0.5,3,0 days 00:00:00.017092,0 days 00:00:53.587645,91.73333333333333,92.33333333333333,73.0,21184694.0,0 days 00:00:00.077574,0 days 00:00:00.291831,0 days 00:00:00.004801
1078,1079,15,2048,512,256,0.5,5,0 days 00:00:00.017092,0 days 00:00:41.921231,93.53333333333335,93.86666666666667,73.0,58537312.666666664,0 days 00:00:00.080227,0 days 00:00:00.301673,0 days 00:00:00.011654
1079,1080,15,2048,512,256,0.5,7,0 days 00:00:00.017092,0 days 00:00:41.490482,93.33333333333333,93.60000000000001,64.66666666666667,114566240.66666667,0 days 00:00:00.084435,0 days 00:00:00.295738,0 days 00:00:00.022471
1080,1081,15,2048,512,384,0.25,2,0 days 00:00:00.011619,0 days 00:00:46.336703,88.53333333333335,88.86666666666667,72.33333333333333,6305891.333333333,0 days 00:00:00.079839,0 days 00:00:00.279094,0 days 00:00:00.001565
1081,1082,15,2048,512,384,0.25,3,0 days 00:00:00.011619,0 days 00:00:53.146758,92.53333333333335,92.53333333333335,74.0,14043784.666666666,0 days 00:00:00.064678,0 days 00:00:00.290996,0 days 00:00:00.003159
1082,1083,15,2048,512,384,0.25,5,0 days 00:00:00.011619,0 days 00:00:43.755312,94.73333333333333,94.86666666666666,76.33333333333333,38805043.333333336,0 days 00:00:00.081110,0 days 00:00:00.295726,0 days 00:00:00.007757
1083,1084,15,2048,512,384,0.25,7,0 days 00:00:00.011619,0 days 00:00:48.245695,94.66666666666667,94.73333333333333,69.0,75946931.33333333,0 days 00:00:00.074973,0 days 00:00:00.297615,0 days 00:00:00.014741
1084,1085,15,2048,512,512,0.0,2,0 days 00:00:00.011878,0 days 00:00:41.123938,89.86666666666667,90.60000000000001,70.33333333333333,4739291.333333333,0 days 00:00:00.078853,0 days 00:00:00.276267,0 days 00:00:00.001250
1085,1086,15,2048,512,512,0.0,3,0 days 00:00:00.011878,0 days 00:00:55.481517,93.2,93.13333333333333,73.66666666666667,10554758.0,0 days 00:00:00.069002,0 days 00:00:00.285894,0 days 00:00:00.002420
1086,1087,15,2048,512,512,0.0,5,0 days 00:00:00.011878,0 days 00:00:48.786392,94.0,94.33333333333333,73.33333333333333,29164251.333333332,0 days 00:00:00.068869,0 days 00:00:00.296050,0 days 00:00:00.005955
1087,1088,15,2048,512,512,0.0,7,0 days 00:00:00.011878,0 days 00:00:44.480058,95.53333333333335,95.53333333333335,70.66666666666667,57078491.333333336,0 days 00:00:00.070415,0 days 00:00:00.290267,0 days 00:00:00.011257
1088,1089,15,2048,1024,256,0.75,2,0 days 00:00:00.013536,0 days 00:00:47.063831,86.86666666666667,88.73333333333333,73.66666666666667,9512000.666666666,0 days 00:00:00.081820,0 days 00:00:00.278309,0 days 00:00:00.002526
1089,1090,15,2048,1024,256,0.75,3,0 days 00:00:00.013536,0 days 00:00:40.188860,91.26666666666665,91.73333333333333,66.66666666666667,21184694.0,0 days 00:00:00.075669,0 days 00:00:00.292357,0 days 00:00:00.004741
1090,1091,15,2048,1024,256,0.75,5,0 days 00:00:00.013536,0 days 00:00:47.760054,94.0,94.13333333333333,74.0,58537312.666666664,0 days 00:00:00.076029,0 days 00:00:00.300684,0 days 00:00:00.011895
1091,1092,15,2048,1024,256,0.75,7,0 days 00:00:00.013536,0 days 00:00:39.527364,93.13333333333333,93.13333333333334,64.33333333333333,114566240.66666667,0 days 00:00:00.081568,0 days 00:00:00.292804,0 days 00:00:00.022531
1092,1093,15,2048,1024,512,0.5,2,0 days 00:00:00.010275,0 days 00:00:29.472966,89.93333333333334,89.93333333333332,65.33333333333333,4739291.333333333,0 days 00:00:00.063818,0 days 00:00:00.275457,0 days 00:00:00.001267
1093,1094,15,2048,1024,512,0.5,3,0 days 00:00:00.010275,0 days 00:00:48.882104,95.13333333333333,95.2,78.0,10554758.0,0 days 00:00:00.062058,0 days 00:00:00.289514,0 days 00:00:00.002455
1094,1095,15,2048,1024,512,0.5,5,0 days 00:00:00.010275,0 days 00:00:49.481875,94.73333333333333,95.0,73.33333333333333,29164251.333333332,0 days 00:00:00.068685,0 days 00:00:00.291525,0 days 00:00:00.005902
1095,1096,15,2048,1024,512,0.5,7,0 days 00:00:00.010275,0 days 00:00:45.380755,94.40000000000002,94.46666666666665,68.33333333333333,57078491.333333336,0 days 00:00:00.067698,0 days 00:00:00.298922,0 days 00:00:00.011356
1096,1097,15,2048,1024,768,0.25,2,0 days 00:00:00.011836,0 days 00:00:38.101641,91.66666666666667,92.06666666666666,74.66666666666667,3160475.3333333335,0 days 00:00:00.067080,0 days 00:00:00.285146,0 days 00:00:00.000854
1097,1098,15,2048,1024,768,0.25,3,0 days 00:00:00.011836,0 days 00:01:00.737728,95.33333333333333,95.59999999999998,79.0,7038662.0,0 days 00:00:00.060829,0 days 00:00:00.291723,0 days 00:00:00.001596
1098,1099,15,2048,1024,768,0.25,5,0 days 00:00:00.011836,0 days 00:00:39.825354,94.59999999999998,94.73333333333333,72.33333333333333,19448859.333333332,0 days 00:00:00.059405,0 days 00:00:00.288714,0 days 00:00:00.003958
1099,1100,15,2048,1024,768,0.25,7,0 days 00:00:00.011836,0 days 00:00:41.688223,95.0,95.13333333333333,70.33333333333333,38064155.333333336,0 days 00:00:00.058851,0 days 00:00:00.302092,0 days 00:00:00.007540
1100,1101,15,2048,1024,1024,0.0,2,0 days 00:00:00.010034,0 days 00:00:29.445406,91.40000000000002,91.73333333333335,66.0,2413787.3333333335,0 days 00:00:00.063405,0 days 00:00:00.286203,0 days 00:00:00.000702
1101,1102,15,2048,1024,1024,0.0,3,0 days 00:00:00.010034,0 days 00:00:53.864149,94.93333333333334,95.0,79.66666666666667,5376134.0,0 days 00:00:00.061591,0 days 00:00:00.291826,0 days 00:00:00.001269
1102,1103,15,2048,1024,1024,0.0,5,0 days 00:00:00.010034,0 days 00:00:39.599215,95.8,95.8,72.66666666666667,14855643.333333334,0 days 00:00:00.059468,0 days 00:00:00.279257,0 days 00:00:00.003160
1103,1104,15,2048,1024,1024,0.0,7,0 days 00:00:00.010034,0 days 00:00:40.404246,96.06666666666668,96.06666666666668,65.66666666666667,29074907.333333332,0 days 00:00:00.062496,0 days 00:00:00.460651,0 days 00:00:00.005851
1104,1105,15,2048,2048,512,0.75,2,0 days 00:00:00.009787,0 days 00:00:32.470375,88.60000000000001,89.73333333333333,65.33333333333333,4739291.333333333,0 days 00:00:00.080684,0 days 00:00:00.464291,0 days 00:00:00.001268
1105,1106,15,2048,2048,512,0.75,3,0 days 00:00:00.009787,0 days 00:00:42.538837,94.93333333333332,95.0,75.66666666666667,10554758.0,0 days 00:00:00.073405,0 days 00:00:00.290432,0 days 00:00:00.002381
1106,1107,15,2048,2048,512,0.75,5,0 days 00:00:00.009787,0 days 00:00:32.249017,94.13333333333333,94.39999999999999,69.33333333333333,29164251.333333332,0 days 00:00:00.067554,0 days 00:00:00.281027,0 days 00:00:00.005949
1107,1108,15,2048,2048,512,0.75,7,0 days 00:00:00.009787,0 days 00:00:45.536342,95.60000000000001,95.8,70.33333333333333,57078491.333333336,0 days 00:00:00.066496,0 days 00:00:00.294068,0 days 00:00:00.011359
