,NExp,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,NRep,AVGPreprocesTime,TrainTime,F1Score,TestAcc,EpochsRan,VimPreprocessTime,VimPredictTime,VimTFLitePredictTime
4117,824,12,2048,256,128,0.5,7,3,0 days 00:00:00.033768,0 days 00:05:17.473993,91.0,91.0,80,0 days 00:00:00.120612,0 days 00:00:00.294488,0 days 00:00:00.037692
4118,824,12,2048,256,128,0.5,7,4,0 days 00:00:00.033768,0 days 00:04:26.428314,93.0,93.0,65,0 days 00:00:00.099390,0 days 00:00:00.286599,0 days 00:00:00.037727
4119,824,12,2048,256,128,0.5,7,5,0 days 00:00:00.033768,0 days 00:02:50.219659,90.0,91.0,41,0 days 00:00:00.120122,0 days 00:00:00.296877,0 days 00:00:00.037732
4120,825,12,2048,256,192,0.25,2,1,0 days 00:00:00.030332,0 days 00:01:55.870413,87.0,87.0,80,0 days 00:00:00.101053,0 days 00:00:00.296159,0 days 00:00:00.002594
4121,825,12,2048,256,192,0.25,2,2,0 days 00:00:00.030332,0 days 00:01:51.252980,85.0,87.0,76,0 days 00:00:00.105359,0 days 00:00:00.280748,0 days 00:00:00.002734
4122,825,12,2048,256,192,0.25,2,3,0 days 00:00:00.030332,0 days 00:00:36.033340,80.0,83.0,27,0 days 00:00:00.105987,0 days 00:00:00.274305,0 days 00:00:00.002720
4123,825,12,2048,256,192,0.25,2,4,0 days 00:00:00.030332,0 days 00:00:44.675207,78.0,82.0,30,0 days 00:00:00.097336,0 days 00:00:00.274966,0 days 00:00:00.002687
4124,825,12,2048,256,192,0.25,2,5,0 days 00:00:00.030332,0 days 00:00:59.260769,85.0,86.0,43,0 days 00:00:00.099543,0 days 00:00:00.292708,0 days 00:00:00.002705
4125,826,12,2048,256,192,0.25,3,1,0 days 00:00:00.030332,0 days 00:01:51.655795,90.0,90.0,80,0 days 00:00:00.102252,0 days 00:00:00.286715,0 days 00:00:00.005156
4126,826,12,2048,256,192,0.25,3,2,0 days 00:00:00.030332,0 days 00:01:42.810192,89.0,90.0,70,0 days 00:00:00.084767,0 days 00:00:00.278439,0 days 00:00:00.005385
4127,826,12,2048,256,192,0.25,3,3,0 days 00:00:00.030332,0 days 00:00:48.909574,81.0,85.0,32,0 days 00:00:00.086470,0 days 00:00:01.223138,0 days 00:00:00.005231
4128,826,12,2048,256,192,0.25,3,4,0 days 00:00:00.030332,0 days 00:01:56.631058,91.0,91.0,80,0 days 00:00:00.100098,0 days 00:00:00.292951,0 days 00:00:00.005377
4129,826,12,2048,256,192,0.25,3,5,0 days 00:00:00.030332,0 days 00:02:06.131644,91.0,91.0,80,0 days 00:00:00.104359,0 days 00:00:00.284354,0 days 00:00:00.005256
4130,827,12,2048,256,192,0.25,5,1,0 days 00:00:00.030332,0 days 00:02:44.301334,93.0,93.0,75,0 days 00:00:00.094674,0 days 00:00:00.284048,0 days 00:00:00.013244
4131,827,12,2048,256,192,0.25,5,2,0 days 00:00:00.030332,0 days 00:02:30.426788,91.0,91.0,66,0 days 00:00:00.101788,0 days 00:00:00.334167,0 days 00:00:00.013261
4132,827,12,2048,256,192,0.25,5,3,0 days 00:00:00.030332,0 days 00:02:47.400056,93.0,93.0,72,0 days 00:00:00.103204,0 days 00:00:00.306404,0 days 00:00:00.013116
4133,827,12,2048,256,192,0.25,5,4,0 days 00:00:00.030332,0 days 00:02:12.671844,87.0,89.0,59,0 days 00:00:00.105033,0 days 00:00:00.323366,0 days 00:00:00.013211
4134,827,12,2048,256,192,0.25,5,5,0 days 00:00:00.030332,0 days 00:01:41.331322,89.0,88.0,42,0 days 00:00:00.091858,0 days 00:00:00.278827,0 days 00:00:00.013253
4135,828,12,2048,256,192,0.25,7,1,0 days 00:00:00.030332,0 days 00:02:39.216394,91.0,92.0,53,0 days 00:00:00.108663,0 days 00:00:00.346487,0 days 00:00:00.025058
4136,828,12,2048,256,192,0.25,7,2,0 days 00:00:00.030332,0 days 00:01:14.281305,82.0,81.0,25,0 days 00:00:00.098542,0 days 00:00:00.302308,0 days 00:00:00.025018
4137,828,12,2048,256,192,0.25,7,3,0 days 00:00:00.030332,0 days 00:02:46.555859,91.0,91.0,56,0 days 00:00:00.086092,0 days 00:00:00.292914,0 days 00:00:00.025280
4138,828,12,2048,256,192,0.25,7,4,0 days 00:00:00.030332,0 days 00:04:00.249930,93.0,94.0,80,0 days 00:00:00.105609,0 days 00:00:00.291813,0 days 00:00:00.025181
4139,828,12,2048,256,192,0.25,7,5,0 days 00:00:00.030332,0 days 00:01:36.153291,87.0,87.0,31,0 days 00:00:00.090927,0 days 00:00:00.281710,0 days 00:00:00.025113
4140,829,12,2048,256,256,0.0,2,1,0 days 00:00:00.019457,0 days 00:01:07.653615,86.0,87.0,53,0 days 00:00:00.069734,0 days 00:00:00.308838,0 days 00:00:00.001905
4141,829,12,2048,256,256,0.0,2,2,0 days 00:00:00.019457,0 days 00:01:30.407388,84.0,87.0,80,0 days 00:00:00.081985,0 days 00:00:00.279170,0 days 00:00:00.002055
4142,829,12,2048,256,256,0.0,2,3,0 days 00:00:00.019457,0 days 00:00:36.740409,74.0,79.0,27,0 days 00:00:00.080383,0 days 00:00:00.270769,0 days 00:00:00.002084
4143,829,12,2048,256,256,0.0,2,4,0 days 00:00:00.019457,0 days 00:01:44.577658,85.0,87.0,80,0 days 00:00:00.091175,0 days 00:00:00.271371,0 days 00:00:00.002022
4144,829,12,2048,256,256,0.0,2,5,0 days 00:00:00.019457,0 days 00:01:41.580062,87.0,88.0,80,0 days 00:00:00.087630,0 days 00:00:00.321053,0 days 00:00:00.002076
4145,830,12,2048,256,256,0.0,3,1,0 days 00:00:00.019457,0 days 00:01:30.688901,84.0,86.0,76,0 days 00:00:00.090500,0 days 00:00:00.288719,0 days 00:00:00.003931
4146,830,12,2048,256,256,0.0,3,2,0 days 00:00:00.019457,0 days 00:01:20.902141,89.0,90.0,62,0 days 00:00:00.071446,0 days 00:00:00.279412,0 days 00:00:00.003900
4147,830,12,2048,256,256,0.0,3,3,0 days 00:00:00.019457,0 days 00:00:58.661441,84.0,84.0,44,0 days 00:00:00.079816,0 days 00:00:00.273411,0 days 00:00:00.003950
4148,830,12,2048,256,256,0.0,3,4,0 days 00:00:00.019457,0 days 00:01:33.010141,89.0,90.0,80,0 days 00:00:00.082749,0 days 00:00:00.324655,0 days 00:00:00.003960
4149,830,12,2048,256,256,0.0,3,5,0 days 00:00:00.019457,0 days 00:01:32.158298,88.0,88.0,73,0 days 00:00:00.084833,0 days 00:00:00.285506,0 days 00:00:00.004017
4150,831,12,2048,256,256,0.0,5,1,0 days 00:00:00.019457,0 days 00:01:52.310980,88.0,88.0,56,0 days 00:00:00.086183,0 days 00:00:00.286032,0 days 00:00:00.009805
4151,831,12,2048,256,256,0.0,5,2,0 days 00:00:00.019457,0 days 00:01:40.552809,89.0,89.0,55,0 days 00:00:00.100068,0 days 00:00:00.275027,0 days 00:00:00.010063
4152,831,12,2048,256,256,0.0,5,3,0 days 00:00:00.019457,0 days 00:01:53.367853,89.0,90.0,60,0 days 00:00:00.082974,0 days 00:00:00.319135,0 days 00:00:00.009691
4153,831,12,2048,256,256,0.0,5,4,0 days 00:00:00.019457,0 days 00:01:41.729164,87.0,88.0,54,0 days 00:00:00.086355,0 days 00:00:00.290089,0 days 00:00:00.009870
4154,831,12,2048,256,256,0.0,5,5,0 days 00:00:00.019457,0 days 00:01:02.454477,87.0,88.0,31,0 days 00:00:00.082265,0 days 00:00:00.292202,0 days 00:00:00.009700
4155,832,12,2048,256,256,0.0,7,1,0 days 00:00:00.019457,0 days 00:02:00.736073,90.0,90.0,51,0 days 00:00:00.080721,0 days 00:00:00.283973,0 days 00:00:00.018360
4156,832,12,2048,256,256,0.0,7,2,0 days 00:00:00.019457,0 days 00:02:11.131249,93.0,94.0,55,0 days 00:00:00.090040,0 days 00:00:00.302170,0 days 00:00:00.018865
4157,832,12,2048,256,256,0.0,7,3,0 days 00:00:00.019457,0 days 00:02:57.713515,91.0,92.0,75,0 days 00:00:00.085382,0 days 00:00:00.288932,0 days 00:00:00.018811
4158,832,12,2048,256,256,0.0,7,4,0 days 00:00:00.019457,0 days 00:02:54.181779,93.0,94.0,75,0 days 00:00:00.096689,0 days 00:00:00.285374,0 days 00:00:00.018655
4159,832,12,2048,256,256,0.0,7,5,0 days 00:00:00.019457,0 days 00:02:22.913923,92.0,92.0,58,0 days 00:00:00.099955,0 days 00:00:00.279529,0 days 00:00:00.018963
4160,833,12,2048,512,128,0.75,2,1,0 days 00:00:00.032568,0 days 00:01:59.668445,88.0,88.0,69,0 days 00:00:00.111964,0 days 00:00:00.289296,0 days 00:00:00.003980
4161,833,12,2048,512,128,0.75,2,2,0 days 00:00:00.032568,0 days 00:01:57.562599,73.0,79.0,62,0 days 00:00:00.114515,0 days 00:00:00.281749,0 days 00:00:00.004045
4162,833,12,2048,512,128,0.75,2,3,0 days 00:00:00.032568,0 days 00:02:35.731602,90.0,90.0,80,0 days 00:00:00.111093,0 days 00:00:00.276574,0 days 00:00:00.004017
4163,833,12,2048,512,128,0.75,2,4,0 days 00:00:00.032568,0 days 00:01:25.848128,82.0,83.0,48,0 days 00:00:00.119752,0 days 00:00:00.272663,0 days 00:00:00.004011
4164,833,12,2048,512,128,0.75,2,5,0 days 00:00:00.032568,0 days 00:02:29.847112,89.0,88.0,80,0 days 00:00:00.119675,0 days 00:00:00.331458,0 days 00:00:00.003982
4165,834,12,2048,512,128,0.75,3,1,0 days 00:00:00.032568,0 days 00:02:32.728537,91.0,92.0,80,0 days 00:00:00.118500,0 days 00:00:00.305212,0 days 00:00:00.007654
4166,834,12,2048,512,128,0.75,3,2,0 days 00:00:00.032568,0 days 00:01:03.663034,85.0,84.0,33,0 days 00:00:00.123125,0 days 00:00:00.280454,0 days 00:00:00.007626
4167,834,12,2048,512,128,0.75,3,3,0 days 00:00:00.032568,0 days 00:01:13.507496,88.0,90.0,35,0 days 00:00:00.135894,0 days 00:00:00.279652,0 days 00:00:00.007623
4168,834,12,2048,512,128,0.75,3,4,0 days 00:00:00.032568,0 days 00:01:56.387098,89.0,90.0,60,0 days 00:00:00.114599,0 days 00:00:00.336926,0 days 00:00:00.007623
4169,834,12,2048,512,128,0.75,3,5,0 days 00:00:00.032568,0 days 00:02:31.980125,90.0,90.0,80,0 days 00:00:00.115476,0 days 00:00:00.295954,0 days 00:00:00.007923
4170,835,12,2048,512,128,0.75,5,1,0 days 00:00:00.032568,0 days 00:02:41.106565,90.0,90.0,52,0 days 00:00:00.110472,0 days 00:00:00.296816,0 days 00:00:00.018999
4171,835,12,2048,512,128,0.75,5,2,0 days 00:00:00.032568,0 days 00:02:00.528365,86.0,85.0,37,0 days 00:00:00.097548,0 days 00:00:00.286416,0 days 00:00:00.018962
4172,835,12,2048,512,128,0.75,5,3,0 days 00:00:00.032568,0 days 00:01:30.331444,81.0,84.0,29,0 days 00:00:00.120487,0 days 00:00:00.336501,0 days 00:00:00.019011
4173,835,12,2048,512,128,0.75,5,4,0 days 00:00:00.032568,0 days 00:01:39.846935,87.0,86.0,32,0 days 00:00:00.121777,0 days 00:00:00.306437,0 days 00:00:00.019289
4174,835,12,2048,512,128,0.75,5,5,0 days 00:00:00.032568,0 days 00:03:29.313154,92.0,92.0,68,0 days 00:00:00.106907,0 days 00:00:00.289340,0 days 00:00:00.019172
4175,836,12,2048,512,128,0.75,7,1,0 days 00:00:00.032568,0 days 00:04:46.633435,91.0,91.0,71,0 days 00:00:00.112461,0 days 00:00:00.290968,0 days 00:00:00.036685
4176,836,12,2048,512,128,0.75,7,2,0 days 00:00:00.032568,0 days 00:04:50.719460,92.0,92.0,71,0 days 00:00:00.112664,0 days 00:00:00.338469,0 days 00:00:00.037346
4177,836,12,2048,512,128,0.75,7,3,0 days 00:00:00.032568,0 days 00:05:06.883610,91.0,92.0,75,0 days 00:00:00.111155,0 days 00:00:00.311932,0 days 00:00:00.037469
4178,836,12,2048,512,128,0.75,7,4,0 days 00:00:00.032568,0 days 00:04:20.663969,93.0,94.0,64,0 days 00:00:00.112904,0 days 00:00:00.297056,0 days 00:00:00.037103
4179,836,12,2048,512,128,0.75,7,5,0 days 00:00:00.032568,0 days 00:04:31.276763,92.0,92.0,66,0 days 00:00:00.110324,0 days 00:00:00.292008,0 days 00:00:00.037201
4180,837,12,2048,512,256,0.5,2,1,0 days 00:00:00.019369,0 days 00:01:28.541194,87.0,88.0,80,0 days 00:00:00.093851,0 days 00:00:00.266350,0 days 00:00:00.002006
4181,837,12,2048,512,256,0.5,2,2,0 days 00:00:00.019369,0 days 00:01:27.737154,84.0,86.0,80,0 days 00:00:00.069186,0 days 00:00:00.284890,0 days 00:00:00.001940
4182,837,12,2048,512,256,0.5,2,3,0 days 00:00:00.019369,0 days 00:01:45.816390,84.0,86.0,80,0 days 00:00:00.076005,0 days 00:00:00.278967,0 days 00:00:00.002094
4183,837,12,2048,512,256,0.5,2,4,0 days 00:00:00.019369,0 days 00:01:15.039571,86.0,88.0,62,0 days 00:00:00.075011,0 days 00:00:00.278921,0 days 00:00:00.002022
4184,837,12,2048,512,256,0.5,2,5,0 days 00:00:00.019369,0 days 00:00:38.481678,72.0,78.0,32,0 days 00:00:00.090441,0 days 00:00:00.284773,0 days 00:00:00.002110
4185,838,12,2048,512,256,0.5,3,1,0 days 00:00:00.019369,0 days 00:01:03.697460,87.0,88.0,48,0 days 00:00:00.087691,0 days 00:00:00.292083,0 days 00:00:00.003833
4186,838,12,2048,512,256,0.5,3,2,0 days 00:00:00.019369,0 days 00:01:44.597599,91.0,92.0,80,0 days 00:00:00.080647,0 days 00:00:00.281513,0 days 00:00:00.003882
4187,838,12,2048,512,256,0.5,3,3,0 days 00:00:00.019369,0 days 00:01:41.085001,90.0,90.0,80,0 days 00:00:00.090979,0 days 00:00:00.274788,0 days 00:00:00.003966
4188,838,12,2048,512,256,0.5,3,4,0 days 00:00:00.019369,0 days 00:01:01.771795,87.0,87.0,51,0 days 00:00:00.086723,0 days 00:00:00.272134,0 days 00:00:00.003882
4189,838,12,2048,512,256,0.5,3,5,0 days 00:00:00.019369,0 days 00:01:11.656610,86.0,85.0,64,0 days 00:00:00.073484,0 days 00:00:00.312576,0 days 00:00:00.003934
4190,839,12,2048,512,256,0.5,5,1,0 days 00:00:00.019369,0 days 00:02:03.756230,93.0,94.0,66,0 days 00:00:00.091106,0 days 00:00:00.295144,0 days 00:00:00.009653
4191,839,12,2048,512,256,0.5,5,2,0 days 00:00:00.019369,0 days 00:01:56.283911,91.0,91.0,64,0 days 00:00:00.072839,0 days 00:00:00.279385,0 days 00:00:00.009926
4192,839,12,2048,512,256,0.5,5,3,0 days 00:00:00.019369,0 days 00:02:05.675603,91.0,91.0,70,0 days 00:00:00.083045,0 days 00:00:00.284668,0 days 00:00:00.009932
4193,839,12,2048,512,256,0.5,5,4,0 days 00:00:00.019369,0 days 00:01:16.945399,62.0,73.0,43,0 days 00:00:00.082732,0 days 00:00:00.299221,0 days 00:00:00.009743
4194,839,12,2048,512,256,0.5,5,5,0 days 00:00:00.019369,0 days 00:01:39.894744,92.0,92.0,52,0 days 00:00:00.080805,0 days 00:00:00.283733,0 days 00:00:00.009990
4195,840,12,2048,512,256,0.5,7,1,0 days 00:00:00.019369,0 days 00:02:24.940228,91.0,92.0,61,0 days 00:00:00.080692,0 days 00:00:00.284005,0 days 00:00:00.019046
4196,840,12,2048,512,256,0.5,7,2,0 days 00:00:00.019369,0 days 00:02:57.703845,89.0,90.0,80,0 days 00:00:00.082612,0 days 00:00:00.285590,0 days 00:00:00.019469
4197,840,12,2048,512,256,0.5,7,3,0 days 00:00:00.019369,0 days 00:02:33.085515,91.0,91.0,66,0 days 00:00:00.076960,0 days 00:00:00.299381,0 days 00:00:00.018812
4198,840,12,2048,512,256,0.5,7,4,0 days 00:00:00.019369,0 days 00:02:18.754097,78.0,82.0,59,0 days 00:00:00.081087,0 days 00:00:00.296005,0 days 00:00:00.019094
4199,840,12,2048,512,256,0.5,7,5,0 days 00:00:00.019369,0 days 00:02:21.291209,93.0,94.0,59,0 days 00:00:00.093566,0 days 00:00:00.285483,0 days 00:00:00.018983
4200,841,12,2048,512,384,0.25,2,1,0 days 00:00:00.017557,0 days 00:01:18.263700,90.0,90.0,80,0 days 00:00:00.076718,0 days 00:00:01.212796,0 days 00:00:00.001434
4201,841,12,2048,512,384,0.25,2,2,0 days 00:00:00.017557,0 days 00:01:27.270306,88.0,89.0,80,0 days 00:00:00.077758,0 days 00:00:00.288750,0 days 00:00:00.001451
4202,841,12,2048,512,384,0.25,2,3,0 days 00:00:00.017557,0 days 00:01:12.372859,86.0,87.0,80,0 days 00:00:00.074730,0 days 00:00:00.280230,0 days 00:00:00.001364
4203,841,12,2048,512,384,0.25,2,4,0 days 00:00:00.017557,0 days 00:01:08.018417,87.0,87.0,80,0 days 00:00:00.067284,0 days 00:00:00.269238,0 days 00:00:00.001532
4204,841,12,2048,512,384,0.25,2,5,0 days 00:00:00.017557,0 days 00:01:02.261607,76.0,81.0,75,0 days 00:00:00.082205,0 days 00:00:00.265820,0 days 00:00:00.001433
4205,842,12,2048,512,384,0.25,3,1,0 days 00:00:00.017557,0 days 00:01:11.338315,89.0,88.0,77,0 days 00:00:00.072422,0 days 00:00:00.304077,0 days 00:00:00.002748
4206,842,12,2048,512,384,0.25,3,2,0 days 00:00:00.017557,0 days 00:01:24.862387,90.0,90.0,80,0 days 00:00:00.075794,0 days 00:00:00.278019,0 days 00:00:00.002824
4207,842,12,2048,512,384,0.25,3,3,0 days 00:00:00.017557,0 days 00:00:56.286701,87.0,89.0,47,0 days 00:00:00.078292,0 days 00:00:00.273795,0 days 00:00:00.002670
4208,842,12,2048,512,384,0.25,3,4,0 days 00:00:00.017557,0 days 00:01:12.918862,88.0,89.0,80,0 days 00:00:00.073899,0 days 00:00:00.278719,0 days 00:00:00.002789
4209,842,12,2048,512,384,0.25,3,5,0 days 00:00:00.017557,0 days 00:01:19.273910,92.0,92.0,80,0 days 00:00:00.081586,0 days 00:00:00.299757,0 days 00:00:00.002763
4210,843,12,2048,512,384,0.25,5,1,0 days 00:00:00.017557,0 days 00:01:06.946749,76.0,81.0,48,0 days 00:00:00.078021,0 days 00:00:00.282209,0 days 00:00:00.006671
4211,843,12,2048,512,384,0.25,5,2,0 days 00:00:00.017557,0 days 00:01:59.088571,94.0,94.0,80,0 days 00:00:00.088677,0 days 00:00:00.275669,0 days 00:00:00.006855
4212,843,12,2048,512,384,0.25,5,3,0 days 00:00:00.017557,0 days 00:01:36.450260,88.0,89.0,72,0 days 00:00:00.065365,0 days 00:00:01.240229,0 days 00:00:00.006761
4213,843,12,2048,512,384,0.25,5,4,0 days 00:00:00.017557,0 days 00:01:06.065675,89.0,89.0,47,0 days 00:00:00.068598,0 days 00:00:00.297236,0 days 00:00:00.006811
4214,843,12,2048,512,384,0.25,5,5,0 days 00:00:00.017557,0 days 00:01:07.961289,89.0,90.0,46,0 days 00:00:00.080901,0 days 00:00:00.285745,0 days 00:00:00.006863
4215,844,12,2048,512,384,0.25,7,1,0 days 00:00:00.017557,0 days 00:02:26.592183,94.0,94.0,80,0 days 00:00:00.112063,0 days 00:00:00.285651,0 days 00:00:00.012748
4216,844,12,2048,512,384,0.25,7,2,0 days 00:00:00.017557,0 days 00:01:46.525845,89.0,90.0,56,0 days 00:00:00.062841,0 days 00:00:00.335799,0 days 00:00:00.012904
4217,844,12,2048,512,384,0.25,7,3,0 days 00:00:00.017557,0 days 00:02:07.813362,91.0,91.0,71,0 days 00:00:00.081925,0 days 00:00:00.304639,0 days 00:00:00.012862
4218,844,12,2048,512,384,0.25,7,4,0 days 00:00:00.017557,0 days 00:02:24.870265,89.0,89.0,80,0 days 00:00:00.071390,0 days 00:00:00.291146,0 days 00:00:00.012789
4219,844,12,2048,512,384,0.25,7,5,0 days 00:00:00.017557,0 days 00:01:29.704087,88.0,88.0,53,0 days 00:00:00.071729,0 days 00:00:00.281264,0 days 00:00:00.013153
4220,845,12,2048,512,512,0.0,2,1,0 days 00:00:00.013858,0 days 00:01:13.482040,88.0,88.0,80,0 days 00:00:00.062191,0 days 00:00:00.264426,0 days 00:00:00.001052
4221,845,12,2048,512,512,0.0,2,2,0 days 00:00:00.013858,0 days 00:00:31.322090,79.0,83.0,31,0 days 00:00:00.065294,0 days 00:00:00.306209,0 days 00:00:00.001018
4222,845,12,2048,512,512,0.0,2,3,0 days 00:00:00.013858,0 days 00:01:12.658255,87.0,88.0,80,0 days 00:00:00.078594,0 days 00:00:00.279522,0 days 00:00:00.001052
4223,845,12,2048,512,512,0.0,2,4,0 days 00:00:00.013858,0 days 00:01:10.814148,90.0,90.0,80,0 days 00:00:00.066443,0 days 00:00:00.268959,0 days 00:00:00.001061
4224,845,12,2048,512,512,0.0,2,5,0 days 00:00:00.013858,0 days 00:01:04.864117,87.0,88.0,80,0 days 00:00:00.067643,0 days 00:00:00.267018,0 days 00:00:00.001065
4225,846,12,2048,512,512,0.0,3,1,0 days 00:00:00.013858,0 days 00:01:17.160682,91.0,91.0,80,0 days 00:00:00.059983,0 days 00:00:00.324216,0 days 00:00:00.001942
4226,846,12,2048,512,512,0.0,3,2,0 days 00:00:00.013858,0 days 00:01:05.940617,88.0,90.0,80,0 days 00:00:00.079779,0 days 00:00:00.285942,0 days 00:00:00.002020
4227,846,12,2048,512,512,0.0,3,3,0 days 00:00:00.013858,0 days 00:01:10.300074,92.0,92.0,80,0 days 00:00:00.069215,0 days 00:00:00.280182,0 days 00:00:00.002067
4228,846,12,2048,512,512,0.0,3,4,0 days 00:00:00.013858,0 days 00:01:02.770329,85.0,87.0,62,0 days 00:00:00.053189,0 days 00:00:00.267416,0 days 00:00:00.001968
4229,846,12,2048,512,512,0.0,3,5,0 days 00:00:00.013858,0 days 00:01:14.631548,90.0,91.0,80,0 days 00:00:00.082595,0 days 00:00:00.327538,0 days 00:00:00.002048
4230,847,12,2048,512,512,0.0,5,1,0 days 00:00:00.013858,0 days 00:01:14.933551,90.0,91.0,60,0 days 00:00:00.070668,0 days 00:00:00.293903,0 days 00:00:00.005098
4231,847,12,2048,512,512,0.0,5,2,0 days 00:00:00.013858,0 days 00:01:26.314727,92.0,92.0,72,0 days 00:00:00.080471,0 days 00:00:00.278475,0 days 00:00:00.004976
4232,847,12,2048,512,512,0.0,5,3,0 days 00:00:00.013858,0 days 00:01:28.241247,92.0,92.0,72,0 days 00:00:00.064363,0 days 00:00:00.275824,0 days 00:00:00.005046
4233,847,12,2048,512,512,0.0,5,4,0 days 00:00:00.013858,0 days 00:01:13.960442,93.0,94.0,60,0 days 00:00:00.068558,0 days 00:00:00.344415,0 days 00:00:00.005201
4234,847,12,2048,512,512,0.0,5,5,0 days 00:00:00.013858,0 days 00:01:04.847944,86.0,87.0,55,0 days 00:00:00.046117,0 days 00:00:00.294608,0 days 00:00:00.005119
4235,848,12,2048,512,512,0.0,7,1,0 days 00:00:00.013858,0 days 00:02:10.081854,92.0,92.0,80,0 days 00:00:00.071337,0 days 00:00:00.284303,0 days 00:00:00.009622
4236,848,12,2048,512,512,0.0,7,2,0 days 00:00:00.013858,0 days 00:00:49.290859,82.0,84.0,31,0 days 00:00:00.058822,0 days 00:00:00.273308,0 days 00:00:00.009607
4237,848,12,2048,512,512,0.0,7,3,0 days 00:00:00.013858,0 days 00:01:14.218146,92.0,93.0,44,0 days 00:00:00.070394,0 days 00:00:00.323787,0 days 00:00:00.009507
4238,848,12,2048,512,512,0.0,7,4,0 days 00:00:00.013858,0 days 00:01:33.603851,94.0,94.0,57,0 days 00:00:00.068485,0 days 00:00:00.293849,0 days 00:00:00.009600
4239,848,12,2048,512,512,0.0,7,5,0 days 00:00:00.013858,0 days 00:01:36.854262,92.0,92.0,66,0 days 00:00:00.077026,0 days 00:00:00.283824,0 days 00:00:00.009440
4240,849,12,2048,1024,256,0.75,2,1,0 days 00:00:00.019939,0 days 00:01:42.502284,91.0,91.0,80,0 days 00:00:00.101855,0 days 00:00:00.273070,0 days 00:00:00.001924
4241,849,12,2048,1024,256,0.75,2,2,0 days 00:00:00.019939,0 days 00:00:44.418443,77.0,80.0,32,0 days 00:00:00.078076,0 days 00:00:00.327177,0 days 00:00:00.002042
4242,849,12,2048,1024,256,0.75,2,3,0 days 00:00:00.019939,0 days 00:01:45.112802,82.0,85.0,80,0 days 00:00:00.086246,0 days 00:00:00.289222,0 days 00:00:00.002032
4243,849,12,2048,1024,256,0.75,2,4,0 days 00:00:00.019939,0 days 00:01:35.519716,82.0,85.0,76,0 days 00:00:00.069996,0 days 00:00:00.278256,0 days 00:00:00.002033
4244,849,12,2048,1024,256,0.75,2,5,0 days 00:00:00.019939,0 days 00:01:29.292916,88.0,89.0,80,0 days 00:00:00.092096,0 days 00:00:00.271091,0 days 00:00:00.001999
4245,850,12,2048,1024,256,0.75,3,1,0 days 00:00:00.019939,0 days 00:01:32.517534,94.0,94.0,66,0 days 00:00:00.095218,0 days 00:00:00.272116,0 days 00:00:00.003692
4246,850,12,2048,1024,256,0.75,3,2,0 days 00:00:00.019939,0 days 00:01:27.739470,89.0,90.0,60,0 days 00:00:00.079150,0 days 00:00:00.324388,0 days 00:00:00.003794
4247,850,12,2048,1024,256,0.75,3,3,0 days 00:00:00.019939,0 days 00:01:27.563080,90.0,90.0,80,0 days 00:00:00.071906,0 days 00:00:00.282685,0 days 00:00:00.003960
4248,850,12,2048,1024,256,0.75,3,4,0 days 00:00:00.019939,0 days 00:01:38.237049,92.0,92.0,75,0 days 00:00:00.075274,0 days 00:00:00.275583,0 days 00:00:00.004023
4249,850,12,2048,1024,256,0.75,3,5,0 days 00:00:00.019939,0 days 00:00:45.100628,79.0,82.0,32,0 days 00:00:00.090365,0 days 00:00:00.275569,0 days 00:00:00.003951
4250,851,12,2048,1024,256,0.75,5,1,0 days 00:00:00.019939,0 days 00:02:26.971587,92.0,92.0,80,0 days 00:00:00.080937,0 days 00:00:00.332550,0 days 00:00:00.009874
4251,851,12,2048,1024,256,0.75,5,2,0 days 00:00:00.019939,0 days 00:01:30.530618,93.0,94.0,43,0 days 00:00:00.078842,0 days 00:00:00.298953,0 days 00:00:00.009825
4252,851,12,2048,1024,256,0.75,5,3,0 days 00:00:00.019939,0 days 00:01:10.541059,89.0,88.0,36,0 days 00:00:00.079874,0 days 00:00:00.288889,0 days 00:00:00.010007
4253,851,12,2048,1024,256,0.75,5,4,0 days 00:00:00.019939,0 days 00:01:52.631416,92.0,92.0,57,0 days 00:00:00.076617,0 days 00:00:00.281615,0 days 00:00:00.009754
4254,851,12,2048,1024,256,0.75,5,5,0 days 00:00:00.019939,0 days 00:02:12.263961,92.0,92.0,74,0 days 00:00:00.073538,0 days 00:00:00.330658,0 days 00:00:00.009974
4255,852,12,2048,1024,256,0.75,7,1,0 days 00:00:00.019939,0 days 00:02:03.207230,88.0,87.0,52,0 days 00:00:00.080779,0 days 00:00:00.303397,0 days 00:00:00.018770
4256,852,12,2048,1024,256,0.75,7,2,0 days 00:00:00.019939,0 days 00:03:02.522912,92.0,92.0,80,0 days 00:00:00.096404,0 days 00:00:00.292395,0 days 00:00:00.019004
4257,852,12,2048,1024,256,0.75,7,3,0 days 00:00:00.019939,0 days 00:02:16.393328,90.0,91.0,55,0 days 00:00:00.082531,0 days 00:00:00.278578,0 days 00:00:00.018984
4258,852,12,2048,1024,256,0.75,7,4,0 days 00:00:00.019939,0 days 00:02:10.910377,88.0,88.0,55,0 days 00:00:00.061814,0 days 00:00:00.345043,0 days 00:00:00.018983
4259,852,12,2048,1024,256,0.75,7,5,0 days 00:00:00.019939,0 days 00:02:20.309818,92.0,92.0,60,0 days 00:00:00.084675,0 days 00:00:00.323382,0 days 00:00:00.018957
