,NExp,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,AVGPreprocesTime,AVGTrainTime,F1Score,TestAcc,EpochsRan,FLOPS,AVGVimPreprocessTime,AVGVimPredictTime,AVGVimTFLitePredictTime
414,415,6,4096,256,256,0.0,5,0 days 00:00:00.032412,0 days 00:01:22.836104,93.2,93.6,80,26633318.0,0 days 00:00:00.111031,0 days 00:00:00.299336,0 days 00:00:00.005320
415,416,6,4096,256,256,0.0,7,0 days 00:00:00.032412,0 days 00:01:33.115102,95.0,95.4,80,52127078.0,0 days 00:00:00.106843,0 days 00:00:00.287315,0 days 00:00:00.010216
416,417,6,4096,512,128,0.75,2,0 days 00:00:00.050304,0 days 00:01:05.707295,86.0,85.6,68,8603190.0,0 days 00:00:00.172763,0 days 00:00:00.276971,0 days 00:00:00.002056
417,418,6,4096,512,128,0.75,3,0 days 00:00:00.050304,0 days 00:00:50.222482,84.2,82.8,59,19164630.0,0 days 00:00:00.178491,0 days 00:00:00.282934,0 days 00:00:00.004170
418,419,6,4096,512,128,0.75,5,0 days 00:00:00.050304,0 days 00:01:25.907956,86.2,86.2,71,52961238.0,0 days 00:00:00.165276,0 days 00:00:00.291934,0 days 00:00:00.010395
419,420,6,4096,512,128,0.75,7,0 days 00:00:00.050304,0 days 00:02:20.159223,95.2,95.6,78,103656150.0,0 days 00:00:00.162547,0 days 00:00:00.304245,0 days 00:00:00.019938
420,421,6,4096,512,256,0.5,2,0 days 00:00:00.034037,0 days 00:00:54.776656,79.4,82.6,68,4326278.0,0 days 00:00:00.120331,0 days 00:00:00.287373,0 days 00:00:00.001139
421,422,6,4096,512,256,0.5,3,0 days 00:00:00.034037,0 days 00:00:57.976303,86.0,86.8,65,9637478.0,0 days 00:00:00.107097,0 days 00:00:00.286082,0 days 00:00:00.002122
422,423,6,4096,512,256,0.5,5,0 days 00:00:00.034037,0 days 00:01:24.948335,91.6,91.8,80,26633318.0,0 days 00:00:00.105538,0 days 00:00:00.292505,0 days 00:00:00.005335
423,424,6,4096,512,256,0.5,7,0 days 00:00:00.034037,0 days 00:01:33.288954,93.6,93.6,80,52127078.0,0 days 00:00:00.107122,0 days 00:00:00.294723,0 days 00:00:00.010191
424,425,6,4096,512,384,0.25,2,0 days 00:00:00.023770,0 days 00:00:44.015688,83.6,83.8,53,2846662.0,0 days 00:00:00.089570,0 days 00:00:00.274964,0 days 00:00:00.000766
425,426,6,4096,512,384,0.25,3,0 days 00:00:00.023770,0 days 00:01:02.547416,90.8,91.4,67,6341062.0,0 days 00:00:00.086126,0 days 00:00:00.279162,0 days 00:00:00.001443
426,427,6,4096,512,384,0.25,5,0 days 00:00:00.023770,0 days 00:01:23.990783,95.6,95.8,78,17523142.0,0 days 00:00:00.102040,0 days 00:00:00.282192,0 days 00:00:00.003534
427,428,6,4096,512,384,0.25,7,0 days 00:00:00.023770,0 days 00:01:25.016080,96.6,96.6,80,34296262.0,0 days 00:00:00.093865,0 days 00:00:00.283380,0 days 00:00:00.006679
428,429,6,4096,512,512,0.0,2,0 days 00:00:00.016360,0 days 00:00:36.862384,85.4,85.0,53,2151782.0,0 days 00:00:00.080867,0 days 00:00:00.283041,0 days 00:00:00.000587
429,430,6,4096,512,512,0.0,3,0 days 00:00:00.016360,0 days 00:00:56.833693,90.6,90.4,67,4793062.0,0 days 00:00:00.080047,0 days 00:00:00.289997,0 days 00:00:00.001127
430,431,6,4096,512,512,0.0,5,0 days 00:00:00.016360,0 days 00:01:03.851535,93.6,93.6,78,13245158.0,0 days 00:00:00.074492,0 days 00:00:00.291244,0 days 00:00:00.002749
431,432,6,4096,512,512,0.0,7,0 days 00:00:00.016360,0 days 00:01:11.582512,96.6,96.6,80,25923302.0,0 days 00:00:00.074177,0 days 00:00:00.285516,0 days 00:00:00.005114
432,433,6,4096,1024,256,0.75,2,0 days 00:00:00.026779,0 days 00:00:17.500465,78.4,75.0,30,4326278.0,0 days 00:00:00.114320,0 days 00:00:00.281971,0 days 00:00:00.001136
433,434,6,4096,1024,256,0.75,3,0 days 00:00:00.026779,0 days 00:01:12.300006,88.6,89.2,80,9637478.0,0 days 00:00:00.113081,0 days 00:00:00.282179,0 days 00:00:00.002168
434,435,6,4096,1024,256,0.75,5,0 days 00:00:00.026779,0 days 00:01:05.519205,90.2,90.4,75,26633318.0,0 days 00:00:00.104927,0 days 00:00:00.284607,0 days 00:00:00.005362
435,436,6,4096,1024,256,0.75,7,0 days 00:00:00.026779,0 days 00:01:27.245725,91.2,91.0,73,52127078.0,0 days 00:00:00.111026,0 days 00:00:00.289238,0 days 00:00:00.010166
436,437,6,4096,1024,512,0.5,2,0 days 00:00:00.036507,0 days 00:00:16.977723,78.2,78.8,30,2151782.0,0 days 00:00:00.072793,0 days 00:00:00.273839,0 days 00:00:00.000599
437,438,6,4096,1024,512,0.5,3,0 days 00:00:00.036507,0 days 00:01:07.219101,93.2,93.2,80,4793062.0,0 days 00:00:00.080176,0 days 00:00:00.289617,0 days 00:00:00.001085
438,439,6,4096,1024,512,0.5,5,0 days 00:00:00.036507,0 days 00:01:10.343353,94.0,94.2,80,13245158.0,0 days 00:00:00.071318,0 days 00:00:00.290653,0 days 00:00:00.002732
439,440,6,4096,1024,512,0.5,7,0 days 00:00:00.036507,0 days 00:01:10.501478,95.8,96.2,75,25923302.0,0 days 00:00:00.068507,0 days 00:00:00.288528,0 days 00:00:00.005072
440,441,6,4096,1024,768,0.25,2,0 days 00:00:00.015481,0 days 00:00:49.208241,89.0,88.6,68,1423190.0,0 days 00:00:00.065450,0 days 00:00:00.280227,0 days 00:00:00.000445
441,442,6,4096,1024,768,0.25,3,0 days 00:00:00.015481,0 days 00:01:13.153213,96.6,96.6,80,3169910.0,0 days 00:00:00.081612,0 days 00:00:00.284729,0 days 00:00:00.000808
442,443,6,4096,1024,768,0.25,5,0 days 00:00:00.015481,0 days 00:01:06.718801,97.0,97.0,80,8759414.0,0 days 00:00:00.075872,0 days 00:00:00.282051,0 days 00:00:00.001927
443,444,6,4096,1024,768,0.25,7,0 days 00:00:00.015481,0 days 00:01:12.184097,97.2,97.4,80,17143670.0,0 days 00:00:00.067492,0 days 00:00:00.279229,0 days 00:00:00.003596
444,445,6,4096,1024,1024,0.0,2,0 days 00:00:00.014092,0 days 00:00:38.709813,87.0,86.6,55,1100790.0,0 days 00:00:00.083895,0 days 00:00:00.274070,0 days 00:00:00.000345
445,446,6,4096,1024,1024,0.0,3,0 days 00:00:00.014092,0 days 00:00:57.782154,93.8,93.8,67,2452150.0,0 days 00:00:00.069674,0 days 00:00:00.276293,0 days 00:00:00.000638
446,447,6,4096,1024,1024,0.0,5,0 days 00:00:00.014092,0 days 00:01:05.383780,97.6,97.6,80,6776502.0,0 days 00:00:00.060381,0 days 00:00:00.284396,0 days 00:00:00.001495
447,448,6,4096,1024,1024,0.0,7,0 days 00:00:00.014092,0 days 00:00:59.508631,96.6,96.6,72,13263030.0,0 days 00:00:00.058170,0 days 00:00:00.287688,0 days 00:00:00.002703
448,449,6,4096,2048,512,0.75,2,0 days 00:00:00.020768,0 days 00:00:28.139596,82.8,81.2,44,2151782.0,0 days 00:00:00.088585,0 days 00:00:00.282264,0 days 00:00:00.000591
449,450,6,4096,2048,512,0.75,3,0 days 00:00:00.020768,0 days 00:00:57.955498,91.8,91.4,67,4793062.0,0 days 00:00:00.081679,0 days 00:00:00.284520,0 days 00:00:00.001134
450,451,6,4096,2048,512,0.75,5,0 days 00:00:00.020768,0 days 00:01:03.095784,93.8,94.2,80,13245158.0,0 days 00:00:00.087086,0 days 00:00:00.286994,0 days 00:00:00.002726
451,452,6,4096,2048,512,0.75,7,0 days 00:00:00.020768,0 days 00:01:12.273053,97.0,97.0,79,25923302.0,0 days 00:00:00.083056,0 days 00:00:00.282270,0 days 00:00:00.005075
452,453,6,4096,2048,1024,0.5,2,0 days 00:00:00.016043,0 days 00:00:33.050967,86.4,85.2,53,1100790.0,0 days 00:00:00.072134,0 days 00:00:00.276013,0 days 00:00:00.000349
453,454,6,4096,2048,1024,0.5,3,0 days 00:00:00.016043,0 days 00:01:01.786862,95.4,95.8,80,2452150.0,0 days 00:00:00.065755,0 days 00:00:00.275283,0 days 00:00:00.000618
454,455,6,4096,2048,1024,0.5,5,0 days 00:00:00.016043,0 days 00:01:04.795877,97.2,97.2,79,6776502.0,0 days 00:00:00.071746,0 days 00:00:00.276609,0 days 00:00:00.001498
455,456,6,4096,2048,1024,0.5,7,0 days 00:00:00.016043,0 days 00:01:03.575768,97.2,97.2,77,13263030.0,0 days 00:00:00.063982,0 days 00:00:00.287838,0 days 00:00:00.002719
456,457,6,4096,2048,1536,0.25,2,0 days 00:00:00.014671,0 days 00:01:04.679525,93.8,94.4,80,727990.0,0 days 00:00:00.061207,0 days 00:00:00.279981,0 days 00:00:00.000316
457,458,6,4096,2048,1536,0.25,3,0 days 00:00:00.014671,0 days 00:01:00.792616,95.6,96.0,80,1621590.0,0 days 00:00:00.057271,0 days 00:00:00.283856,0 days 00:00:00.000484
458,459,6,4096,2048,1536,0.25,5,0 days 00:00:00.014671,0 days 00:01:02.355088,97.2,97.2,80,4481110.0,0 days 00:00:00.056531,0 days 00:00:00.286304,0 days 00:00:00.001149
459,460,6,4096,2048,1536,0.25,7,0 days 00:00:00.014671,0 days 00:01:00.251461,96.6,96.8,75,8770390.0,0 days 00:00:00.060288,0 days 00:00:00.296664,0 days 00:00:00.002053
460,461,6,4096,2048,2048,0.0,2,0 days 00:00:00.010643,0 days 00:01:03.693469,93.2,93.2,80,561958.0,0 days 00:00:00.045607,0 days 00:00:00.272711,0 days 00:00:00.000223
461,462,6,4096,2048,2048,0.0,3,0 days 00:00:00.010643,0 days 00:01:06.046907,96.8,96.8,79,1251718.0,0 days 00:00:00.057267,0 days 00:00:00.276251,0 days 00:00:00.000368
462,463,6,4096,2048,2048,0.0,5,0 days 00:00:00.010643,0 days 00:00:52.221326,97.2,97.2,74,3458950.0,0 days 00:00:00.065192,0 days 00:00:00.276051,0 days 00:00:00.000831
463,464,6,4096,2048,2048,0.0,7,0 days 00:00:00.010643,0 days 00:00:53.163393,97.0,97.0,65,6769798.0,0 days 00:00:00.061028,0 days 00:00:00.284846,0 days 00:00:00.001421
464,465,6,4096,4096,1024,0.75,2,0 days 00:00:00.011875,0 days 00:00:54.134697,91.0,91.0,80,1100790.0,0 days 00:00:00.065896,0 days 00:00:00.287807,0 days 00:00:00.000351
465,466,6,4096,4096,1024,0.75,3,0 days 00:00:00.011875,0 days 00:01:10.066686,95.8,96.0,80,2452150.0,0 days 00:00:00.069154,0 days 00:00:00.286779,0 days 00:00:00.000623
466,467,6,4096,4096,1024,0.75,5,0 days 00:00:00.011875,0 days 00:01:10.108748,97.4,97.4,80,6776502.0,0 days 00:00:00.068545,0 days 00:00:00.285889,0 days 00:00:00.001486
467,468,6,4096,4096,1024,0.75,7,0 days 00:00:00.011875,0 days 00:01:04.082870,97.2,97.4,80,13263030.0,0 days 00:00:00.061176,0 days 00:00:00.285257,0 days 00:00:00.002694
468,469,6,4096,4096,2048,0.5,2,0 days 00:00:00.011955,0 days 00:00:59.578031,92.4,92.8,80,561958.0,0 days 00:00:00.164809,0 days 00:00:00.305815,0 days 00:00:00.000254
469,470,6,4096,4096,2048,0.5,3,0 days 00:00:00.011955,0 days 00:01:00.855831,95.2,95.4,79,1251718.0,0 days 00:00:00.250300,0 days 00:00:00.298365,0 days 00:00:00.000405
470,471,6,4096,4096,2048,0.5,5,0 days 00:00:00.011955,0 days 00:00:55.620516,96.6,96.8,78,3458950.0,0 days 00:00:00.161831,0 days 00:00:00.292458,0 days 00:00:00.000856
471,472,6,4096,4096,2048,0.5,7,0 days 00:00:00.011955,0 days 00:00:56.193025,96.6,96.8,70,6769798.0,0 days 00:00:00.053358,0 days 00:00:00.284144,0 days 00:00:00.001433
472,473,6,4096,4096,3072,0.25,2,0 days 00:00:00.011543,0 days 00:01:04.547991,94.2,94.6,76,372198.0,0 days 00:00:00.041675,0 days 00:00:00.280211,0 days 00:00:00.000197
473,474,6,4096,4096,3072,0.25,3,0 days 00:00:00.011543,0 days 00:01:05.622494,96.6,96.6,80,828998.0,0 days 00:00:00.055073,0 days 00:00:00.477761,0 days 00:00:00.000325
474,475,6,4096,4096,3072,0.25,5,0 days 00:00:00.011543,0 days 00:01:03.487991,97.2,97.2,80,2290758.0,0 days 00:00:00.049081,0 days 00:00:00.273765,0 days 00:00:00.000684
475,476,6,4096,4096,3072,0.25,7,0 days 00:00:00.011543,0 days 00:00:50.933691,97.0,97.2,69,4483398.0,0 days 00:00:00.043340,0 days 00:00:00.273590,0 days 00:00:00.001216
476,477,6,4096,4096,4096,0.0,2,0 days 00:00:00.012219,0 days 00:01:07.832815,93.2,93.4,80,277910.0,0 days 00:00:00.053049,0 days 00:00:00.279203,0 days 00:00:00.000177
477,478,6,4096,4096,4096,0.0,3,0 days 00:00:00.012219,0 days 00:00:59.015022,93.4,93.8,73,618710.0,0 days 00:00:00.052526,0 days 00:00:00.271112,0 days 00:00:00.000288
478,479,6,4096,4096,4096,0.0,5,0 days 00:00:00.012219,0 days 00:00:56.358074,97.6,97.6,76,1709270.0,0 days 00:00:00.043419,0 days 00:00:00.282906,0 days 00:00:00.000594
479,480,6,4096,4096,4096,0.0,7,0 days 00:00:00.012219,0 days 00:00:52.367883,96.6,96.6,74,3345110.0,0 days 00:00:00.043896,0 days 00:00:00.279828,0 days 00:00:00.001047
480,481,9,256,256,64,0.75,2,0 days 00:00:00.016338,0 days 00:01:05.133379,69.8,74.6,43,29475718.0,0 days 00:00:00.052503,0 days 00:00:00.295435,0 days 00:00:00.006809
481,482,9,256,256,64,0.75,3,0 days 00:00:00.016338,0 days 00:01:57.750023,88.4,89.0,74,65719398.0,0 days 00:00:00.054016,0 days 00:00:00.300721,0 days 00:00:00.013369
482,483,9,256,256,64,0.75,5,0 days 00:00:00.016338,0 days 00:03:05.241436,90.2,90.2,73,181699174.0,0 days 00:00:00.047458,0 days 00:00:00.312552,0 days 00:00:00.034538
483,484,9,256,256,64,0.75,7,0 days 00:00:00.016338,0 days 00:03:14.041515,88.0,88.8,60,355668838.0,0 days 00:00:00.044770,0 days 00:00:00.313642,0 days 00:00:00.067029
484,485,9,256,256,128,0.5,2,0 days 00:00:00.008431,0 days 00:00:52.897035,72.8,77.0,54,14776350.0,0 days 00:00:00.045287,0 days 00:00:00.291523,0 days 00:00:00.003494
485,486,9,256,256,128,0.5,3,0 days 00:00:00.008431,0 days 00:01:29.678006,91.6,92.2,80,32945550.0,0 days 00:00:00.042265,0 days 00:00:00.294382,0 days 00:00:00.006854
486,487,9,256,256,128,0.5,5,0 days 00:00:00.008431,0 days 00:01:30.969979,89.4,89.4,61,91086990.0,0 days 00:00:00.036542,0 days 00:00:00.301497,0 days 00:00:00.017628
487,488,9,256,256,128,0.5,7,0 days 00:00:00.008431,0 days 00:02:33.723236,95.8,95.8,76,178299150.0,0 days 00:00:00.040374,0 days 00:00:00.297807,0 days 00:00:00.034369
488,489,9,256,256,192,0.25,2,0 days 00:00:00.009073,0 days 00:01:10.097831,87.8,89.0,76,9877214.0,0 days 00:00:00.044173,0 days 00:00:00.279506,0 days 00:00:00.002432
489,490,9,256,256,192,0.25,3,0 days 00:00:00.009073,0 days 00:01:07.783024,87.0,85.8,66,22022574.0,0 days 00:00:00.043041,0 days 00:00:00.282882,0 days 00:00:00.004684
490,491,9,256,256,192,0.25,5,0 days 00:00:00.009073,0 days 00:01:29.671070,91.4,91.4,73,60887726.0,0 days 00:00:00.047447,0 days 00:00:00.288238,0 days 00:00:00.011956
491,492,9,256,256,192,0.25,7,0 days 00:00:00.009073,0 days 00:02:10.129556,96.6,96.8,79,119185454.0,0 days 00:00:00.034757,0 days 00:00:00.295311,0 days 00:00:00.022748
492,493,9,256,256,256,0.0,2,0 days 00:00:00.006527,0 days 00:01:07.313915,89.0,89.2,80,7433374.0,0 days 00:00:00.052012,0 days 00:00:00.282335,0 days 00:00:00.001806
493,494,9,256,256,256,0.0,3,0 days 00:00:00.006527,0 days 00:00:46.094331,81.0,75.0,54,16573934.0,0 days 00:00:00.041323,0 days 00:00:00.285267,0 days 00:00:00.003633
494,495,9,256,256,256,0.0,5,0 days 00:00:00.006527,0 days 00:01:37.753405,96.4,96.4,80,45823726.0,0 days 00:00:00.042925,0 days 00:00:00.295453,0 days 00:00:00.008990
495,496,9,256,256,256,0.0,7,0 days 00:00:00.006527,0 days 00:01:39.541378,93.4,93.0,73,89698414.0,0 days 00:00:00.042597,0 days 00:00:00.297909,0 days 00:00:00.017445
496,497,9,512,256,64,0.75,2,0 days 00:00:00.013289,0 days 00:01:16.243249,77.2,80.2,51,29475718.0,0 days 00:00:00.073680,0 days 00:00:00.286954,0 days 00:00:00.006966
497,498,9,512,256,64,0.75,3,0 days 00:00:00.013289,0 days 00:01:45.981571,88.2,89.4,65,65719398.0,0 days 00:00:00.074712,0 days 00:00:00.291021,0 days 00:00:00.013806
498,499,9,512,256,64,0.75,5,0 days 00:00:00.013289,0 days 00:02:45.241815,86.4,87.2,66,181699174.0,0 days 00:00:00.076817,0 days 00:00:00.300582,0 days 00:00:00.034380
499,500,9,512,256,64,0.75,7,0 days 00:00:00.013289,0 days 00:04:04.006881,93.0,93.4,74,355668838.0,0 days 00:00:00.071747,0 days 00:00:00.306947,0 days 00:00:00.066836
500,501,9,512,256,128,0.5,2,0 days 00:00:00.012433,0 days 00:01:04.915683,86.4,88.2,64,14776350.0,0 days 00:00:00.051468,0 days 00:00:00.290963,0 days 00:00:00.003481
501,502,9,512,256,128,0.5,3,0 days 00:00:00.012433,0 days 00:01:23.878248,87.8,89.0,79,32945550.0,0 days 00:00:00.052191,0 days 00:00:00.298946,0 days 00:00:00.006800
502,503,9,512,256,128,0.5,5,0 days 00:00:00.012433,0 days 00:01:34.543557,85.6,88.2,63,91086990.0,0 days 00:00:00.051089,0 days 00:00:00.300658,0 days 00:00:00.017440
503,504,9,512,256,128,0.5,7,0 days 00:00:00.012433,0 days 00:02:20.569171,90.2,91.6,70,178299150.0,0 days 00:00:00.059069,0 days 00:00:00.302426,0 days 00:00:00.034299
504,505,9,512,256,192,0.25,2,0 days 00:00:00.011004,0 days 00:00:54.165667,84.6,83.0,65,9877214.0,0 days 00:00:00.051286,0 days 00:00:00.295967,0 days 00:00:00.002354
505,506,9,512,256,192,0.25,3,0 days 00:00:00.011004,0 days 00:00:49.196215,84.2,85.0,54,22022574.0,0 days 00:00:00.049563,0 days 00:00:00.286462,0 days 00:00:00.004666
506,507,9,512,256,192,0.25,5,0 days 00:00:00.011004,0 days 00:01:20.595949,89.6,90.6,66,60887726.0,0 days 00:00:00.048895,0 days 00:00:00.292481,0 days 00:00:00.011890
507,508,9,512,256,192,0.25,7,0 days 00:00:00.011004,0 days 00:02:10.335200,96.6,96.6,80,119185454.0,0 days 00:00:00.052930,0 days 00:00:00.298824,0 days 00:00:00.022999
508,509,9,512,256,256,0.0,2,0 days 00:00:00.009441,0 days 00:01:02.048585,86.6,88.4,74,7433374.0,0 days 00:00:00.050163,0 days 00:00:00.277002,0 days 00:00:00.001836
509,510,9,512,256,256,0.0,3,0 days 00:00:00.009441,0 days 00:01:09.316164,92.0,92.8,78,16573934.0,0 days 00:00:00.037475,0 days 00:00:00.289309,0 days 00:00:00.003597
510,511,9,512,256,256,0.0,5,0 days 00:00:00.009441,0 days 00:01:28.387202,94.6,94.8,79,45823726.0,0 days 00:00:00.053448,0 days 00:00:00.291967,0 days 00:00:00.009055
511,512,9,512,256,256,0.0,7,0 days 00:00:00.009441,0 days 00:01:51.212438,96.6,96.6,80,89698414.0,0 days 00:00:00.043746,0 days 00:00:00.292699,0 days 00:00:00.017427
512,513,9,512,512,128,0.75,2,0 days 00:00:00.009183,0 days 00:00:47.472390,79.6,78.6,47,14776350.0,0 days 00:00:00.050367,0 days 00:00:00.281246,0 days 00:00:00.003541
513,514,9,512,512,128,0.75,3,0 days 00:00:00.009183,0 days 00:01:10.097589,85.2,85.0,63,32945550.0,0 days 00:00:00.052243,0 days 00:00:00.300214,0 days 00:00:00.007032
514,515,9,512,512,128,0.75,5,0 days 00:00:00.009183,0 days 00:01:47.244226,89.0,90.0,66,91086990.0,0 days 00:00:00.060192,0 days 00:00:00.303854,0 days 00:00:00.017589
515,516,9,512,512,128,0.75,7,0 days 00:00:00.009183,0 days 00:02:26.919644,91.8,93.0,74,178299150.0,0 days 00:00:00.047557,0 days 00:00:00.292403,0 days 00:00:00.034250
516,517,9,512,512,256,0.5,2,0 days 00:00:00.007450,0 days 00:00:38.223078,79.0,81.4,54,7433374.0,0 days 00:00:00.047719,0 days 00:00:00.279902,0 days 00:00:00.001764
517,518,9,512,512,256,0.5,3,0 days 00:00:00.007450,0 days 00:01:06.483211,90.6,91.4,79,16573934.0,0 days 00:00:00.049177,0 days 00:00:00.283487,0 days 00:00:00.003558
518,519,9,512,512,256,0.5,5,0 days 00:00:00.007450,0 days 00:01:41.128543,96.8,97.0,80,45823726.0,0 days 00:00:00.047288,0 days 00:00:00.288425,0 days 00:00:00.008890
519,520,9,512,512,256,0.5,7,0 days 00:00:00.007450,0 days 00:01:48.687359,96.0,96.2,80,89698414.0,0 days 00:00:00.042274,0 days 00:00:00.288348,0 days 00:00:00.017199
520,521,9,512,512,384,0.25,2,0 days 00:00:00.007129,0 days 00:01:06.628305,88.8,89.8,80,4887622.0,0 days 00:00:00.042157,0 days 00:00:00.277291,0 days 00:00:00.001247
521,522,9,512,512,384,0.25,3,0 days 00:00:00.007129,0 days 00:01:14.791756,96.6,96.6,80,10897222.0,0 days 00:00:00.043485,0 days 00:00:00.275317,0 days 00:00:00.002359
522,523,9,512,512,384,0.25,5,0 days 00:00:00.007129,0 days 00:01:28.789670,98.4,98.4,80,30127942.0,0 days 00:00:00.045530,0 days 00:00:00.286986,0 days 00:00:00.005921
523,524,9,512,512,384,0.25,7,0 days 00:00:00.007129,0 days 00:01:33.240513,97.8,97.8,76,58974022.0,0 days 00:00:00.041357,0 days 00:00:00.290456,0 days 00:00:00.011402
524,525,9,512,512,512,0.0,2,0 days 00:00:00.008234,0 days 00:00:54.108458,86.6,89.0,67,3698982.0,0 days 00:00:00.043156,0 days 00:00:00.278585,0 days 00:00:00.000985
525,526,9,512,512,512,0.0,3,0 days 00:00:00.008234,0 days 00:01:12.878656,96.0,96.0,80,8247142.0,0 days 00:00:00.048025,0 days 00:00:00.282424,0 days 00:00:00.001833
526,527,9,512,512,512,0.0,5,0 days 00:00:00.008234,0 days 00:01:12.304051,95.0,95.0,78,22801254.0,0 days 00:00:00.042645,0 days 00:00:00.291582,0 days 00:00:00.004618
527,528,9,512,512,512,0.0,7,0 days 00:00:00.008234,0 days 00:01:06.705994,96.6,96.8,70,44632422.0,0 days 00:00:00.038095,0 days 00:00:00.290428,0 days 00:00:00.008822
528,529,9,1024,256,64,0.75,2,0 days 00:00:00.028264,0 days 00:01:23.179312,81.2,84.4,55,29475718.0,0 days 00:00:00.105087,0 days 00:00:00.294987,0 days 00:00:00.007017
529,530,9,1024,256,64,0.75,3,0 days 00:00:00.028264,0 days 00:01:58.012814,87.4,87.0,68,65719398.0,0 days 00:00:00.095990,0 days 00:00:00.298342,0 days 00:00:00.013569
530,531,9,1024,256,64,0.75,5,0 days 00:00:00.028264,0 days 00:02:51.085209,85.6,87.6,70,181699174.0,0 days 00:00:00.087449,0 days 00:00:00.310647,0 days 00:00:00.034281
531,532,9,1024,256,64,0.75,7,0 days 00:00:00.028264,0 days 00:03:43.239856,93.2,93.8,71,355668838.0,0 days 00:00:00.108273,0 days 00:00:00.316157,0 days 00:00:00.067111
532,533,9,1024,256,128,0.5,2,0 days 00:00:00.013471,0 days 00:01:06.670500,86.0,87.8,66,14776350.0,0 days 00:00:00.066497,0 days 00:00:00.276024,0 days 00:00:00.003470
533,534,9,1024,256,128,0.5,3,0 days 00:00:00.013471,0 days 00:01:12.354805,91.0,92.2,64,32945550.0,0 days 00:00:00.070398,0 days 00:00:00.283764,0 days 00:00:00.006935
534,535,9,1024,256,128,0.5,5,0 days 00:00:00.013471,0 days 00:01:49.533037,87.2,88.6,72,91086990.0,0 days 00:00:00.063600,0 days 00:00:00.289709,0 days 00:00:00.017572
535,536,9,1024,256,128,0.5,7,0 days 00:00:00.013471,0 days 00:02:23.404133,93.2,94.0,71,178299150.0,0 days 00:00:00.068371,0 days 00:00:00.298249,0 days 00:00:00.034039
536,537,9,1024,256,192,0.25,2,0 days 00:00:00.014506,0 days 00:00:46.898589,83.6,86.2,64,9877214.0,0 days 00:00:00.054368,0 days 00:00:00.276557,0 days 00:00:00.002363
537,538,9,1024,256,192,0.25,3,0 days 00:00:00.014506,0 days 00:01:05.121363,87.6,89.4,66,22022574.0,0 days 00:00:00.052458,0 days 00:00:00.284874,0 days 00:00:00.004676
538,539,9,1024,256,192,0.25,5,0 days 00:00:00.014506,0 days 00:01:37.604497,92.4,93.4,78,60887726.0,0 days 00:00:00.077723,0 days 00:00:00.289157,0 days 00:00:00.011864
539,540,9,1024,256,192,0.25,7,0 days 00:00:00.014506,0 days 00:02:10.786291,97.2,97.4,80,119185454.0,0 days 00:00:00.061179,0 days 00:00:00.300226,0 days 00:00:00.022997
540,541,9,1024,256,256,0.0,2,0 days 00:00:00.009736,0 days 00:00:56.620962,85.4,87.4,65,7433374.0,0 days 00:00:00.056640,0 days 00:00:00.279758,0 days 00:00:00.001766
541,542,9,1024,256,256,0.0,3,0 days 00:00:00.009736,0 days 00:00:49.644933,86.0,88.2,65,16573934.0,0 days 00:00:00.054900,0 days 00:00:00.284088,0 days 00:00:00.003570
542,543,9,1024,256,256,0.0,5,0 days 00:00:00.009736,0 days 00:01:14.945334,89.0,90.6,65,45823726.0,0 days 00:00:00.052959,0 days 00:00:00.287880,0 days 00:00:00.008940
543,544,9,1024,256,256,0.0,7,0 days 00:00:00.009736,0 days 00:01:20.740515,89.6,91.4,59,89698414.0,0 days 00:00:00.056643,0 days 00:00:00.297075,0 days 00:00:00.017212
544,545,9,1024,512,128,0.75,2,0 days 00:00:00.013686,0 days 00:01:08.710183,86.2,86.8,66,14776350.0,0 days 00:00:00.059398,0 days 00:00:00.291001,0 days 00:00:00.003480
545,546,9,1024,512,128,0.75,3,0 days 00:00:00.013686,0 days 00:01:12.401279,89.2,89.2,67,32945550.0,0 days 00:00:00.063070,0 days 00:00:00.292447,0 days 00:00:00.007038
546,547,9,1024,512,128,0.75,5,0 days 00:00:00.013686,0 days 00:01:31.580446,83.8,85.2,63,91086990.0,0 days 00:00:00.064577,0 days 00:00:00.299078,0 days 00:00:00.017681
547,548,9,1024,512,128,0.75,7,0 days 00:00:00.013686,0 days 00:02:22.114517,91.0,92.0,72,178299150.0,0 days 00:00:00.069540,0 days 00:00:00.306818,0 days 00:00:00.033954
548,549,9,1024,512,256,0.5,2,0 days 00:00:00.018987,0 days 00:00:29.798511,76.6,80.0,39,7433374.0,0 days 00:00:00.057049,0 days 00:00:00.287842,0 days 00:00:00.001745
549,550,9,1024,512,256,0.5,3,0 days 00:00:00.018987,0 days 00:01:07.168377,92.4,93.0,74,16573934.0,0 days 00:00:00.053811,0 days 00:00:00.291469,0 days 00:00:00.003555
550,551,9,1024,512,256,0.5,5,0 days 00:00:00.018987,0 days 00:01:29.323816,92.8,93.0,78,45823726.0,0 days 00:00:00.050609,0 days 00:00:00.287921,0 days 00:00:00.008966
551,552,9,1024,512,256,0.5,7,0 days 00:00:00.018987,0 days 00:01:56.001969,96.6,96.8,80,89698414.0,0 days 00:00:00.055671,0 days 00:00:00.290550,0 days 00:00:00.017214
