,NExp,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,AVGPreprocesTime,AVGTrainTime,F1Score,TestAcc,EpochsRan,FLOPS,AVGVimPreprocessTime,AVGVimPredictTime,AVGVimTFLitePredictTime
941,942,12,4096,2048,2048,0.0,3,0 days 00:00:00.013732,0 days 00:01:06.121318,91.6,92.0,80,2281702.0,0 days 00:00:00.067030,0 days 00:00:00.274988,0 days 00:00:00.000600
942,943,12,4096,2048,2048,0.0,5,0 days 00:00:00.013732,0 days 00:00:47.335416,92.4,92.8,63,6306022.0,0 days 00:00:00.070906,0 days 00:00:00.280168,0 days 00:00:00.001373
943,944,12,4096,2048,2048,0.0,7,0 days 00:00:00.013732,0 days 00:00:55.512954,94.2,94.2,66,12342502.0,0 days 00:00:00.067342,0 days 00:00:00.460119,0 days 00:00:00.002551
944,945,12,4096,4096,1024,0.75,2,0 days 00:00:00.018843,0 days 00:00:55.308916,85.4,87.2,69,2023078.0,0 days 00:00:00.070836,0 days 00:00:00.282898,0 days 00:00:00.000602
945,946,12,4096,4096,1024,0.75,3,0 days 00:00:00.018843,0 days 00:01:03.824800,91.2,91.6,78,4507558.0,0 days 00:00:00.079441,0 days 00:00:00.278694,0 days 00:00:00.001070
946,947,12,4096,4096,1024,0.75,5,0 days 00:00:00.018843,0 days 00:01:02.382226,92.8,93.0,71,12457894.0,0 days 00:00:00.080736,0 days 00:00:00.292129,0 days 00:00:00.002663
947,948,12,4096,4096,1024,0.75,7,0 days 00:00:00.018843,0 days 00:01:01.617268,91.2,91.4,59,24383398.0,0 days 00:00:00.075583,0 days 00:00:00.293042,0 days 00:00:00.004878
948,949,12,4096,4096,2048,0.5,2,0 days 00:00:00.015741,0 days 00:00:55.035025,85.4,87.4,80,1024102.0,0 days 00:00:00.069893,0 days 00:00:00.283798,0 days 00:00:00.000345
949,950,12,4096,4096,2048,0.5,3,0 days 00:00:00.015741,0 days 00:01:03.980281,91.8,92.2,80,2281702.0,0 days 00:00:00.075515,0 days 00:00:00.274724,0 days 00:00:00.000583
950,951,12,4096,4096,2048,0.5,5,0 days 00:00:00.015741,0 days 00:00:54.439026,92.4,92.8,70,6306022.0,0 days 00:00:00.066501,0 days 00:00:00.274588,0 days 00:00:00.001410
951,952,12,4096,4096,2048,0.5,7,0 days 00:00:00.015741,0 days 00:00:45.903296,92.4,92.4,56,12342502.0,0 days 00:00:00.066810,0 days 00:00:00.285426,0 days 00:00:00.002603
952,953,12,4096,4096,3072,0.25,2,0 days 00:00:00.011695,0 days 00:00:57.747729,84.6,86.6,80,678054.0,0 days 00:00:00.064733,0 days 00:00:00.457974,0 days 00:00:00.000281
953,954,12,4096,4096,3072,0.25,3,0 days 00:00:00.011695,0 days 00:01:07.616341,91.4,91.8,80,1510694.0,0 days 00:00:00.062181,0 days 00:00:00.283015,0 days 00:00:00.000475
954,955,12,4096,4096,3072,0.25,5,0 days 00:00:00.011695,0 days 00:00:51.578471,94.0,94.4,73,4175142.0,0 days 00:00:00.064438,0 days 00:00:00.285497,0 days 00:00:00.001122
955,956,12,4096,4096,3072,0.25,7,0 days 00:00:00.011695,0 days 00:00:55.063320,91.4,91.8,74,8171814.0,0 days 00:00:00.064243,0 days 00:00:00.291490,0 days 00:00:00.002007
956,957,12,4096,4096,4096,0.0,2,0 days 00:00:00.012527,0 days 00:00:51.470689,84.0,86.0,75,505190.0,0 days 00:00:00.062028,0 days 00:00:00.285374,0 days 00:00:00.000215
957,958,12,4096,4096,4096,0.0,3,0 days 00:00:00.012527,0 days 00:01:04.515682,93.2,93.6,80,1125350.0,0 days 00:00:00.060124,0 days 00:00:00.285826,0 days 00:00:00.000358
958,959,12,4096,4096,4096,0.0,5,0 days 00:00:00.012527,0 days 00:00:48.214322,93.6,94.0,70,3109862.0,0 days 00:00:00.062843,0 days 00:00:00.275162,0 days 00:00:00.000765
959,960,12,4096,4096,4096,0.0,7,0 days 00:00:00.012527,0 days 00:00:47.900140,94.0,94.0,64,6086630.0,0 days 00:00:00.063833,0 days 00:00:00.275604,0 days 00:00:00.001312
960,961,15,256,256,64,0.75,2,0 days 00:00:00.019381,0 days 00:03:20.109040,83.6,82.6,53,38408246.0,0 days 00:00:00.067578,0 days 00:00:00.299375,0 days 00:00:00.009564
961,962,15,256,256,64,0.75,3,0 days 00:00:00.019381,0 days 00:03:52.774934,86.8,86.6,60,85540246.0,0 days 00:00:00.069547,0 days 00:00:00.480910,0 days 00:00:00.018804
962,963,15,256,256,64,0.75,5,0 days 00:00:00.019381,0 days 00:05:33.267321,85.6,83.8,51,236362646.0,0 days 00:00:00.067712,0 days 00:00:00.303315,0 days 00:00:00.046678
963,964,15,256,256,64,0.75,7,0 days 00:00:00.019381,0 days 00:08:58.928300,89.0,89.6,63,462596246.0,0 days 00:00:00.060131,0 days 00:00:00.319796,0 days 00:00:00.090024
964,965,15,256,256,128,0.5,2,0 days 00:00:00.011346,0 days 00:02:37.833472,85.8,86.4,72,19262334.0,0 days 00:00:00.051831,0 days 00:00:00.295286,0 days 00:00:00.004865
965,966,15,256,256,128,0.5,3,0 days 00:00:00.011346,0 days 00:02:10.317443,84.4,86.0,59,42900014.0,0 days 00:00:00.054507,0 days 00:00:00.300637,0 days 00:00:00.009411
966,967,15,256,256,128,0.5,5,0 days 00:00:00.011346,0 days 00:03:09.070720,86.8,86.4,53,118540590.0,0 days 00:00:00.058163,0 days 00:00:00.299617,0 days 00:00:00.023636
967,968,15,256,256,128,0.5,7,0 days 00:00:00.011346,0 days 00:04:55.193251,89.2,89.4,64,232001454.0,0 days 00:00:00.053183,0 days 00:00:00.308446,0 days 00:00:00.045151
968,969,15,256,256,192,0.25,2,0 days 00:00:00.010268,0 days 00:01:48.502120,83.0,83.0,63,12830126.0,0 days 00:00:00.051665,0 days 00:00:00.290650,0 days 00:00:00.003254
969,970,15,256,256,192,0.25,3,0 days 00:00:00.010268,0 days 00:01:44.609239,88.0,88.0,64,28574526.0,0 days 00:00:00.053082,0 days 00:00:00.305273,0 days 00:00:00.006322
970,971,15,256,256,192,0.25,5,0 days 00:00:00.010268,0 days 00:02:00.548250,82.6,83.4,47,78956606.0,0 days 00:00:00.046780,0 days 00:00:00.292573,0 days 00:00:00.015833
971,972,15,256,256,192,0.25,7,0 days 00:00:00.010268,0 days 00:03:33.064742,89.8,89.8,65,154529726.0,0 days 00:00:00.051711,0 days 00:00:00.298378,0 days 00:00:00.030121
972,973,15,256,256,256,0.0,2,0 days 00:00:00.013260,0 days 00:01:26.358289,83.6,83.6,63,9572678.0,0 days 00:00:00.051576,0 days 00:00:00.287742,0 days 00:00:00.002460
973,974,15,256,256,256,0.0,3,0 days 00:00:00.013260,0 days 00:01:23.919952,86.4,87.4,61,21319238.0,0 days 00:00:00.044613,0 days 00:00:00.290344,0 days 00:00:00.004738
974,975,15,256,256,256,0.0,5,0 days 00:00:00.013260,0 days 00:01:50.941980,86.4,85.2,54,58908230.0,0 days 00:00:00.053970,0 days 00:00:00.297623,0 days 00:00:00.012060
975,976,15,256,256,256,0.0,7,0 days 00:00:00.013260,0 days 00:02:05.307829,85.0,85.4,47,115291718.0,0 days 00:00:00.051728,0 days 00:00:00.299996,0 days 00:00:00.022763
976,977,15,512,256,64,0.75,2,0 days 00:00:00.024936,0 days 00:03:22.155721,80.4,83.2,53,38408246.0,0 days 00:00:00.083544,0 days 00:00:00.298315,0 days 00:00:00.009878
977,978,15,512,256,64,0.75,3,0 days 00:00:00.024936,0 days 00:04:29.811623,90.4,90.6,71,85540246.0,0 days 00:00:00.080430,0 days 00:00:00.303079,0 days 00:00:00.018824
978,979,15,512,256,64,0.75,5,0 days 00:00:00.024936,0 days 00:04:42.663283,81.6,83.6,44,236362646.0,0 days 00:00:00.075635,0 days 00:00:00.303482,0 days 00:00:00.046534
979,980,15,512,256,64,0.75,7,0 days 00:00:00.024936,0 days 00:09:24.117509,90.8,91.2,67,462596246.0,0 days 00:00:00.080381,0 days 00:00:00.330465,0 days 00:00:00.089126
980,981,15,512,256,128,0.5,2,0 days 00:00:00.017834,0 days 00:02:19.341692,80.0,83.6,64,19262334.0,0 days 00:00:00.068723,0 days 00:00:00.294542,0 days 00:00:00.004896
981,982,15,512,256,128,0.5,3,0 days 00:00:00.017834,0 days 00:02:23.650234,88.2,88.0,64,42900014.0,0 days 00:00:00.063753,0 days 00:00:00.291783,0 days 00:00:00.009353
982,983,15,512,256,128,0.5,5,0 days 00:00:00.017834,0 days 00:03:10.372035,89.6,89.4,54,118540590.0,0 days 00:00:00.060827,0 days 00:00:00.302007,0 days 00:00:00.023670
983,984,15,512,256,128,0.5,7,0 days 00:00:00.017834,0 days 00:03:40.510228,87.8,87.8,49,232001454.0,0 days 00:00:00.068232,0 days 00:00:00.307458,0 days 00:00:00.045098
984,985,15,512,256,192,0.25,2,0 days 00:00:00.019994,0 days 00:02:08.937167,87.0,87.8,78,12830126.0,0 days 00:00:00.056948,0 days 00:00:00.297427,0 days 00:00:00.003303
985,986,15,512,256,192,0.25,3,0 days 00:00:00.019994,0 days 00:01:49.575728,90.0,89.8,68,28574526.0,0 days 00:00:00.053323,0 days 00:00:00.291947,0 days 00:00:00.006336
986,987,15,512,256,192,0.25,5,0 days 00:00:00.019994,0 days 00:02:28.257685,88.8,89.2,58,78956606.0,0 days 00:00:00.058625,0 days 00:00:00.292073,0 days 00:00:00.015912
987,988,15,512,256,192,0.25,7,0 days 00:00:00.019994,0 days 00:02:38.413464,90.6,90.4,48,154529726.0,0 days 00:00:00.061987,0 days 00:00:00.294627,0 days 00:00:00.030549
988,989,15,512,256,256,0.0,2,0 days 00:00:00.014348,0 days 00:01:25.882545,85.0,85.8,61,9572678.0,0 days 00:00:00.059321,0 days 00:00:00.460223,0 days 00:00:00.002454
989,990,15,512,256,256,0.0,3,0 days 00:00:00.014348,0 days 00:01:16.540088,87.6,87.2,60,21319238.0,0 days 00:00:00.056404,0 days 00:00:00.286596,0 days 00:00:00.004741
990,991,15,512,256,256,0.0,5,0 days 00:00:00.014348,0 days 00:02:17.920383,91.2,91.2,70,58908230.0,0 days 00:00:00.052931,0 days 00:00:00.289824,0 days 00:00:00.011884
991,992,15,512,256,256,0.0,7,0 days 00:00:00.014348,0 days 00:02:29.548819,90.8,91.0,58,115291718.0,0 days 00:00:00.051450,0 days 00:00:00.292372,0 days 00:00:00.022867
992,993,15,512,512,128,0.75,2,0 days 00:00:00.013228,0 days 00:01:59.089289,82.6,84.0,55,19262334.0,0 days 00:00:00.061309,0 days 00:00:00.464213,0 days 00:00:00.005204
993,994,15,512,512,128,0.75,3,0 days 00:00:00.013228,0 days 00:02:02.628095,87.8,88.0,58,42900014.0,0 days 00:00:00.074016,0 days 00:00:00.295547,0 days 00:00:00.009285
994,995,15,512,512,128,0.75,5,0 days 00:00:00.013228,0 days 00:03:20.486262,90.4,90.0,56,118540590.0,0 days 00:00:00.059463,0 days 00:00:00.295057,0 days 00:00:00.023624
995,996,15,512,512,128,0.75,7,0 days 00:00:00.013228,0 days 00:03:49.040089,89.0,89.4,50,232001454.0,0 days 00:00:00.059300,0 days 00:00:00.295077,0 days 00:00:00.044932
996,997,15,512,512,256,0.5,2,0 days 00:00:00.014027,0 days 00:01:40.210838,87.0,88.2,72,9572678.0,0 days 00:00:00.058871,0 days 00:00:00.459485,0 days 00:00:00.002556
997,998,15,512,512,256,0.5,3,0 days 00:00:00.014027,0 days 00:01:31.712466,89.6,90.2,68,21319238.0,0 days 00:00:00.059903,0 days 00:00:00.289206,0 days 00:00:00.004767
998,999,15,512,512,256,0.5,5,0 days 00:00:00.014027,0 days 00:02:21.910650,90.2,90.6,69,58908230.0,0 days 00:00:00.058755,0 days 00:00:00.293235,0 days 00:00:00.011826
999,1000,15,512,512,256,0.5,7,0 days 00:00:00.014027,0 days 00:02:44.778301,91.2,91.6,63,115291718.0,0 days 00:00:00.055603,0 days 00:00:00.289648,0 days 00:00:00.022742
1000,1001,15,512,512,384,0.25,2,0 days 00:00:00.012572,0 days 00:01:26.847928,86.2,87.4,78,6431390.0,0 days 00:00:00.056079,0 days 00:00:00.468892,0 days 00:00:00.001701
1001,1002,15,512,512,384,0.25,3,0 days 00:00:00.012572,0 days 00:01:10.828886,90.4,90.4,68,14323470.0,0 days 00:00:00.051805,0 days 00:00:00.287444,0 days 00:00:00.003280
1002,1003,15,512,512,384,0.25,5,0 days 00:00:00.012572,0 days 00:01:41.868922,90.4,90.2,62,39578126.0,0 days 00:00:00.053468,0 days 00:00:00.293027,0 days 00:00:00.008160
1003,1004,15,512,512,384,0.25,7,0 days 00:00:00.012572,0 days 00:02:04.456897,92.0,92.2,62,77460110.0,0 days 00:00:00.049017,0 days 00:00:00.288740,0 days 00:00:00.015706
1004,1005,15,512,512,512,0.0,2,0 days 00:00:00.011943,0 days 00:01:08.651980,84.0,86.2,76,4786630.0,0 days 00:00:00.055097,0 days 00:00:00.462613,0 days 00:00:00.001313
1005,1006,15,512,512,512,0.0,3,0 days 00:00:00.011943,0 days 00:01:19.413574,90.0,90.4,76,10659910.0,0 days 00:00:00.066431,0 days 00:00:00.465554,0 days 00:00:00.002433
1006,1007,15,512,512,512,0.0,5,0 days 00:00:00.011943,0 days 00:01:24.008224,88.2,88.2,63,29454406.0,0 days 00:00:00.049758,0 days 00:00:00.291616,0 days 00:00:00.006045
1007,1008,15,512,512,512,0.0,7,0 days 00:00:00.011943,0 days 00:01:50.046948,92.8,92.8,70,57646150.0,0 days 00:00:00.050430,0 days 00:00:00.295598,0 days 00:00:00.012410
1008,1009,15,1024,256,64,0.75,2,0 days 00:00:00.027933,0 days 00:03:38.727986,82.8,83.0,58,38408246.0,0 days 00:00:00.120483,0 days 00:00:00.296560,0 days 00:00:00.009589
1009,1010,15,1024,256,64,0.75,3,0 days 00:00:00.027933,0 days 00:04:28.772470,88.4,88.6,71,85540246.0,0 days 00:00:00.105437,0 days 00:00:00.312880,0 days 00:00:00.019093
1010,1011,15,1024,256,64,0.75,5,0 days 00:00:00.027933,0 days 00:06:49.088515,89.8,90.4,64,236362646.0,0 days 00:00:00.104989,0 days 00:00:00.294888,0 days 00:00:00.046149
1011,1012,15,1024,256,64,0.75,7,0 days 00:00:00.027933,0 days 00:06:49.166529,90.4,90.8,49,462596246.0,0 days 00:00:00.105670,0 days 00:00:00.492915,0 days 00:00:00.090506
1012,1013,15,1024,256,128,0.5,2,0 days 00:00:00.024325,0 days 00:01:56.787143,82.8,84.0,55,19262334.0,0 days 00:00:00.072448,0 days 00:00:00.287417,0 days 00:00:00.004733
1013,1014,15,1024,256,128,0.5,3,0 days 00:00:00.024325,0 days 00:02:03.720397,87.8,87.6,57,42900014.0,0 days 00:00:00.077232,0 days 00:00:00.293569,0 days 00:00:00.009267
1014,1015,15,1024,256,128,0.5,5,0 days 00:00:00.024325,0 days 00:03:35.505357,89.4,90.0,61,118540590.0,0 days 00:00:00.080336,0 days 00:00:00.303519,0 days 00:00:00.023316
1015,1016,15,1024,256,128,0.5,7,0 days 00:00:00.024325,0 days 00:03:56.805375,89.2,88.6,52,232001454.0,0 days 00:00:00.076010,0 days 00:00:00.309854,0 days 00:00:00.044909
1016,1017,15,1024,256,192,0.25,2,0 days 00:00:00.015019,0 days 00:01:56.258619,87.0,87.6,73,12830126.0,0 days 00:00:00.069996,0 days 00:00:00.285309,0 days 00:00:00.003347
1017,1018,15,1024,256,192,0.25,3,0 days 00:00:00.015019,0 days 00:01:52.484518,89.0,89.4,69,28574526.0,0 days 00:00:00.066905,0 days 00:00:00.295163,0 days 00:00:00.006335
1018,1019,15,1024,256,192,0.25,5,0 days 00:00:00.015019,0 days 00:02:49.975251,90.0,90.4,68,78956606.0,0 days 00:00:00.074248,0 days 00:00:00.296124,0 days 00:00:00.015571
1019,1020,15,1024,256,192,0.25,7,0 days 00:00:00.015019,0 days 00:03:03.150075,92.0,92.0,56,154529726.0,0 days 00:00:00.067320,0 days 00:00:00.313882,0 days 00:00:00.030306
1020,1021,15,1024,256,256,0.0,2,0 days 00:00:00.013535,0 days 00:01:48.948747,88.4,88.8,79,9572678.0,0 days 00:00:00.062913,0 days 00:00:00.290117,0 days 00:00:00.002390
1021,1022,15,1024,256,256,0.0,3,0 days 00:00:00.013535,0 days 00:01:31.677007,87.8,88.0,70,21319238.0,0 days 00:00:00.067942,0 days 00:00:00.292644,0 days 00:00:00.004688
1022,1023,15,1024,256,256,0.0,5,0 days 00:00:00.013535,0 days 00:02:04.529974,88.6,88.2,61,58908230.0,0 days 00:00:00.071197,0 days 00:00:00.288380,0 days 00:00:00.011775
1023,1024,15,1024,256,256,0.0,7,0 days 00:00:00.013535,0 days 00:02:30.076275,92.0,92.4,57,115291718.0,0 days 00:00:00.076388,0 days 00:00:00.286231,0 days 00:00:00.022736
1024,1025,15,1024,512,128,0.75,2,0 days 00:00:00.018765,0 days 00:02:49.854567,87.8,88.0,74,19262334.0,0 days 00:00:00.084849,0 days 00:00:00.286448,0 days 00:00:00.004924
1025,1026,15,1024,512,128,0.75,3,0 days 00:00:00.018765,0 days 00:02:09.877964,87.8,86.6,59,42900014.0,0 days 00:00:00.079406,0 days 00:00:00.314991,0 days 00:00:00.009605
1026,1027,15,1024,512,128,0.75,5,0 days 00:00:00.018765,0 days 00:03:09.092528,88.4,88.4,53,118540590.0,0 days 00:00:00.080515,0 days 00:00:00.300208,0 days 00:00:00.023241
1027,1028,15,1024,512,128,0.75,7,0 days 00:00:00.018765,0 days 00:04:50.142554,92.0,92.0,64,232001454.0,0 days 00:00:00.080800,0 days 00:00:00.304274,0 days 00:00:00.044629
1028,1029,15,1024,512,256,0.5,2,0 days 00:00:00.013641,0 days 00:01:46.278702,86.2,87.8,78,9572678.0,0 days 00:00:00.068618,0 days 00:00:00.295224,0 days 00:00:00.002481
1029,1030,15,1024,512,256,0.5,3,0 days 00:00:00.013641,0 days 00:01:29.813769,89.8,89.8,68,21319238.0,0 days 00:00:00.064380,0 days 00:00:00.284716,0 days 00:00:00.004702
1030,1031,15,1024,512,256,0.5,5,0 days 00:00:00.013641,0 days 00:02:07.678659,90.0,90.2,62,58908230.0,0 days 00:00:00.065372,0 days 00:00:00.470143,0 days 00:00:00.012003
1031,1032,15,1024,512,256,0.5,7,0 days 00:00:00.013641,0 days 00:02:32.521261,92.6,92.8,59,115291718.0,0 days 00:00:00.067157,0 days 00:00:00.297841,0 days 00:00:00.023000
1032,1033,15,1024,512,384,0.25,2,0 days 00:00:00.015192,0 days 00:01:21.063139,85.0,87.2,71,6431390.0,0 days 00:00:00.061858,0 days 00:00:00.284161,0 days 00:00:00.001762
1033,1034,15,1024,512,384,0.25,3,0 days 00:00:00.015192,0 days 00:01:20.745756,89.6,90.0,77,14323470.0,0 days 00:00:00.063290,0 days 00:00:00.291234,0 days 00:00:00.003225
1034,1035,15,1024,512,384,0.25,5,0 days 00:00:00.015192,0 days 00:02:02.305556,91.8,92.0,76,39578126.0,0 days 00:00:00.058558,0 days 00:00:00.299569,0 days 00:00:00.008134
1035,1036,15,1024,512,384,0.25,7,0 days 00:00:00.015192,0 days 00:01:55.712517,91.6,91.4,59,77460110.0,0 days 00:00:00.065681,0 days 00:00:00.300974,0 days 00:00:00.015585
1036,1037,15,1024,512,512,0.0,2,0 days 00:00:00.013614,0 days 00:01:10.013762,87.2,88.6,73,4786630.0,0 days 00:00:00.059898,0 days 00:00:00.282400,0 days 00:00:00.001258
1037,1038,15,1024,512,512,0.0,3,0 days 00:00:00.013614,0 days 00:01:21.756686,90.8,91.2,80,10659910.0,0 days 00:00:00.055461,0 days 00:00:00.286830,0 days 00:00:00.002410
1038,1039,15,1024,512,512,0.0,5,0 days 00:00:00.013614,0 days 00:01:32.616327,90.8,91.0,71,29454406.0,0 days 00:00:00.058715,0 days 00:00:00.291104,0 days 00:00:00.006016
1039,1040,15,1024,512,512,0.0,7,0 days 00:00:00.013614,0 days 00:01:35.197865,93.2,93.6,60,57646150.0,0 days 00:00:00.056219,0 days 00:00:00.294473,0 days 00:00:00.011533
1040,1041,15,1024,1024,256,0.75,2,0 days 00:00:00.017122,0 days 00:01:36.166313,83.0,85.8,69,9572678.0,0 days 00:00:00.065770,0 days 00:00:00.286594,0 days 00:00:00.002453
1041,1042,15,1024,1024,256,0.75,3,0 days 00:00:00.017122,0 days 00:01:50.723988,92.2,92.6,79,21319238.0,0 days 00:00:00.073094,0 days 00:00:00.291038,0 days 00:00:00.004668
1042,1043,15,1024,1024,256,0.75,5,0 days 00:00:00.017122,0 days 00:02:03.530001,91.6,92.2,58,58908230.0,0 days 00:00:00.068157,0 days 00:00:00.298142,0 days 00:00:00.011934
1043,1044,15,1024,1024,256,0.75,7,0 days 00:00:00.017122,0 days 00:01:52.551916,89.8,90.0,43,115291718.0,0 days 00:00:00.062735,0 days 00:00:00.306350,0 days 00:00:00.022775
1044,1045,15,1024,1024,512,0.5,2,0 days 00:00:00.014431,0 days 00:01:21.929696,90.0,90.6,80,4786630.0,0 days 00:00:00.057796,0 days 00:00:00.284796,0 days 00:00:00.001273
1045,1046,15,1024,1024,512,0.5,3,0 days 00:00:00.014431,0 days 00:01:17.710129,90.0,90.6,76,10659910.0,0 days 00:00:00.062406,0 days 00:00:00.287373,0 days 00:00:00.002457
1046,1047,15,1024,1024,512,0.5,5,0 days 00:00:00.014431,0 days 00:01:34.645293,90.8,91.4,71,29454406.0,0 days 00:00:00.050859,0 days 00:00:00.294886,0 days 00:00:00.006097
1047,1048,15,1024,1024,512,0.5,7,0 days 00:00:00.014431,0 days 00:01:14.301274,91.0,91.2,46,57646150.0,0 days 00:00:00.054069,0 days 00:00:00.282810,0 days 00:00:00.011571
1048,1049,15,1024,1024,768,0.25,2,0 days 00:00:00.009749,0 days 00:01:08.829104,88.4,89.0,73,3239862.0,0 days 00:00:00.060394,0 days 00:00:00.288940,0 days 00:00:00.000927
1049,1050,15,1024,1024,768,0.25,3,0 days 00:00:00.009749,0 days 00:01:07.296466,90.2,90.6,77,7216022.0,0 days 00:00:00.052155,0 days 00:00:00.287622,0 days 00:00:00.001754
1050,1051,15,1024,1024,768,0.25,5,0 days 00:00:00.009749,0 days 00:01:15.864954,92.0,92.2,65,19939734.0,0 days 00:00:00.059898,0 days 00:00:00.289100,0 days 00:00:00.004297
1051,1052,15,1024,1024,768,0.25,7,0 days 00:00:00.009749,0 days 00:01:24.719457,93.4,93.4,63,39025302.0,0 days 00:00:00.052910,0 days 00:00:00.288720,0 days 00:00:00.008125
1052,1053,15,1024,1024,1024,0.0,2,0 days 00:00:00.009818,0 days 00:01:09.728238,88.8,89.8,80,2426406.0,0 days 00:00:00.055347,0 days 00:00:00.285762,0 days 00:00:00.000689
1053,1054,15,1024,1024,1024,0.0,3,0 days 00:00:00.009818,0 days 00:01:07.051477,91.8,92.4,78,5404006.0,0 days 00:00:00.052758,0 days 00:00:00.287962,0 days 00:00:00.001278
1054,1055,15,1024,1024,1024,0.0,5,0 days 00:00:00.009818,0 days 00:01:04.229393,91.4,91.8,64,14932326.0,0 days 00:00:00.058667,0 days 00:00:00.292501,0 days 00:00:00.003216
1055,1056,15,1024,1024,1024,0.0,7,0 days 00:00:00.009818,0 days 00:01:11.055883,92.2,92.4,64,29224806.0,0 days 00:00:00.054934,0 days 00:00:00.288605,0 days 00:00:00.005873
1056,1057,15,2048,256,64,0.75,2,0 days 00:00:00.051495,0 days 00:03:56.004750,83.8,84.2,62,38408246.0,0 days 00:00:00.172688,0 days 00:00:00.290401,0 days 00:00:00.010083
1057,1058,15,2048,256,64,0.75,3,0 days 00:00:00.051495,0 days 00:04:06.863621,87.2,86.4,66,85540246.0,0 days 00:00:00.166704,0 days 00:00:00.293787,0 days 00:00:00.019007
1058,1059,15,2048,256,64,0.75,5,0 days 00:00:00.051495,0 days 00:06:03.757358,89.0,89.6,57,236362646.0,0 days 00:00:00.162700,0 days 00:00:00.312257,0 days 00:00:00.046868
1059,1060,15,2048,256,64,0.75,7,0 days 00:00:00.051495,0 days 00:06:54.519499,89.8,90.0,49,462596246.0,0 days 00:00:00.167767,0 days 00:00:00.324757,0 days 00:00:00.089849
1060,1061,15,2048,256,128,0.5,2,0 days 00:00:00.028922,0 days 00:01:41.998779,83.4,83.2,48,19262334.0,0 days 00:00:00.111454,0 days 00:00:00.291630,0 days 00:00:00.004813
1061,1062,15,2048,256,128,0.5,3,0 days 00:00:00.028922,0 days 00:02:12.860869,87.8,87.8,63,42900014.0,0 days 00:00:00.113237,0 days 00:00:00.293730,0 days 00:00:00.009471
1062,1063,15,2048,256,128,0.5,5,0 days 00:00:00.028922,0 days 00:03:10.679079,89.0,89.2,54,118540590.0,0 days 00:00:00.111871,0 days 00:00:00.303386,0 days 00:00:00.023456
1063,1064,15,2048,256,128,0.5,7,0 days 00:00:00.028922,0 days 00:03:56.980639,91.6,92.0,51,232001454.0,0 days 00:00:00.110559,0 days 00:00:00.313539,0 days 00:00:00.044674
1064,1065,15,2048,256,192,0.25,2,0 days 00:00:00.023575,0 days 00:02:10.060107,87.2,88.0,79,12830126.0,0 days 00:00:00.092421,0 days 00:00:00.276762,0 days 00:00:00.003277
1065,1066,15,2048,256,192,0.25,3,0 days 00:00:00.023575,0 days 00:01:28.867107,86.6,87.0,55,28574526.0,0 days 00:00:00.088615,0 days 00:00:00.467092,0 days 00:00:00.006293
1066,1067,15,2048,256,192,0.25,5,0 days 00:00:00.023575,0 days 00:02:44.396120,90.4,90.8,65,78956606.0,0 days 00:00:00.097835,0 days 00:00:00.298379,0 days 00:00:00.015805
1067,1068,15,2048,256,192,0.25,7,0 days 00:00:00.023575,0 days 00:02:37.117629,87.8,87.0,48,154529726.0,0 days 00:00:00.088589,0 days 00:00:00.295489,0 days 00:00:00.030391
1068,1069,15,2048,256,256,0.0,2,0 days 00:00:00.025678,0 days 00:01:22.921449,85.2,86.4,59,9572678.0,0 days 00:00:00.086592,0 days 00:00:00.287375,0 days 00:00:00.002486
1069,1070,15,2048,256,256,0.0,3,0 days 00:00:00.025678,0 days 00:01:16.627731,86.6,87.0,55,21319238.0,0 days 00:00:00.078083,0 days 00:00:00.294778,0 days 00:00:00.004738
1070,1071,15,2048,256,256,0.0,5,0 days 00:00:00.025678,0 days 00:01:54.033531,90.2,90.6,54,58908230.0,0 days 00:00:00.078265,0 days 00:00:00.298884,0 days 00:00:00.012038
1071,1072,15,2048,256,256,0.0,7,0 days 00:00:00.025678,0 days 00:02:24.502053,89.8,89.8,57,115291718.0,0 days 00:00:00.077170,0 days 00:00:00.298717,0 days 00:00:00.022755
1072,1073,15,2048,512,128,0.75,2,0 days 00:00:00.031651,0 days 00:02:40.991849,86.4,87.0,72,19262334.0,0 days 00:00:00.115644,0 days 00:00:00.282388,0 days 00:00:00.005042
1073,1074,15,2048,512,128,0.75,3,0 days 00:00:00.031651,0 days 00:02:37.251413,89.6,89.8,70,42900014.0,0 days 00:00:00.112972,0 days 00:00:00.298187,0 days 00:00:00.009574
1074,1075,15,2048,512,128,0.75,5,0 days 00:00:00.031651,0 days 00:02:26.575928,86.8,86.6,41,118540590.0,0 days 00:00:00.113119,0 days 00:00:00.305557,0 days 00:00:00.023663
1075,1076,15,2048,512,128,0.75,7,0 days 00:00:00.031651,0 days 00:03:12.310922,90.2,90.6,42,232001454.0,0 days 00:00:00.108100,0 days 00:00:00.307238,0 days 00:00:00.045151
1076,1077,15,2048,512,256,0.5,2,0 days 00:00:00.033354,0 days 00:01:07.963831,85.6,85.2,51,9572678.0,0 days 00:00:00.080511,0 days 00:00:00.283445,0 days 00:00:00.002487
1077,1078,15,2048,512,256,0.5,3,0 days 00:00:00.033354,0 days 00:01:22.817117,88.6,89.0,61,21319238.0,0 days 00:00:00.082157,0 days 00:00:00.291570,0 days 00:00:00.004761
