,NExp,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,NRep,AVGPreprocesTime,TrainTime,F1Score,TestAcc,EpochsRan,VimPreprocessTime,VimPredictTime,VimTFLitePredictTime
3226,646,9,4096,256,128,0.5,3,2,0 days 00:00:00.039155,0 days 00:00:48.772196,94.0,95.0,75,0 days 00:00:00.166173,0 days 00:00:00.288863,0 days 00:00:00.007042
3227,646,9,4096,256,128,0.5,3,3,0 days 00:00:00.039155,0 days 00:00:37.875281,91.0,91.0,55,0 days 00:00:00.163200,0 days 00:00:00.282735,0 days 00:00:00.007024
3228,646,9,4096,256,128,0.5,3,4,0 days 00:00:00.039155,0 days 00:00:40.647468,91.0,91.0,60,0 days 00:00:00.165071,0 days 00:00:00.274915,0 days 00:00:00.006836
3229,646,9,4096,256,128,0.5,3,5,0 days 00:00:00.039155,0 days 00:00:43.665329,93.0,93.0,80,0 days 00:00:00.152212,0 days 00:00:00.319222,0 days 00:00:00.006994
3230,647,9,4096,256,128,0.5,5,1,0 days 00:00:00.039155,0 days 00:00:43.087691,95.0,95.0,77,0 days 00:00:00.171948,0 days 00:00:00.296971,0 days 00:00:00.017464
3231,647,9,4096,256,128,0.5,5,2,0 days 00:00:00.039155,0 days 00:00:34.831235,95.0,95.0,80,0 days 00:00:00.166806,0 days 00:00:00.286323,0 days 00:00:00.017658
3232,647,9,4096,256,128,0.5,5,3,0 days 00:00:00.039155,0 days 00:00:32.705444,90.0,91.0,55,0 days 00:00:00.145140,0 days 00:00:00.294165,0 days 00:00:00.017633
3233,647,9,4096,256,128,0.5,5,4,0 days 00:00:00.039155,0 days 00:00:30.975798,92.0,92.0,55,0 days 00:00:00.148402,0 days 00:00:00.324904,0 days 00:00:00.017859
3234,647,9,4096,256,128,0.5,5,5,0 days 00:00:00.039155,0 days 00:00:24.135925,83.0,85.0,36,0 days 00:00:00.153672,0 days 00:00:00.294221,0 days 00:00:00.017866
3235,648,9,4096,256,128,0.5,7,1,0 days 00:00:00.039155,0 days 00:00:42.341438,94.0,94.0,80,0 days 00:00:00.161181,0 days 00:00:00.288758,0 days 00:00:00.034345
3236,648,9,4096,256,128,0.5,7,2,0 days 00:00:00.039155,0 days 00:00:41.328277,95.0,95.0,70,0 days 00:00:00.161145,0 days 00:00:00.282456,0 days 00:00:00.034612
3237,648,9,4096,256,128,0.5,7,3,0 days 00:00:00.039155,0 days 00:00:47.179788,93.0,93.0,79,0 days 00:00:00.168572,0 days 00:00:00.305851,0 days 00:00:00.034409
3238,648,9,4096,256,128,0.5,7,4,0 days 00:00:00.039155,0 days 00:00:37.424221,91.0,91.0,75,0 days 00:00:00.165747,0 days 00:00:00.293755,0 days 00:00:00.034330
3239,648,9,4096,256,128,0.5,7,5,0 days 00:00:00.039155,0 days 00:00:46.721382,94.0,95.0,62,0 days 00:00:00.155802,0 days 00:00:00.291983,0 days 00:00:00.034537
3240,649,9,4096,256,192,0.25,2,1,0 days 00:00:00.028676,0 days 00:00:41.496492,89.0,89.0,55,0 days 00:00:00.120439,0 days 00:00:00.266428,0 days 00:00:00.002394
3241,649,9,4096,256,192,0.25,2,2,0 days 00:00:00.028676,0 days 00:00:54.367387,91.0,91.0,77,0 days 00:00:00.114835,0 days 00:00:00.286063,0 days 00:00:00.002345
3242,649,9,4096,256,192,0.25,2,3,0 days 00:00:00.028676,0 days 00:00:40.650469,90.0,90.0,58,0 days 00:00:00.138819,0 days 00:00:00.277349,0 days 00:00:00.002393
3243,649,9,4096,256,192,0.25,2,4,0 days 00:00:00.028676,0 days 00:00:49.062671,92.0,92.0,80,0 days 00:00:00.138504,0 days 00:00:00.282555,0 days 00:00:00.002421
3244,649,9,4096,256,192,0.25,2,5,0 days 00:00:00.028676,0 days 00:00:42.616786,92.0,92.0,61,0 days 00:00:00.147639,0 days 00:00:00.269051,0 days 00:00:00.002423
3245,650,9,4096,256,192,0.25,3,1,0 days 00:00:00.028676,0 days 00:00:57.204779,95.0,95.0,80,0 days 00:00:00.122409,0 days 00:00:00.290220,0 days 00:00:00.004687
3246,650,9,4096,256,192,0.25,3,2,0 days 00:00:00.028676,0 days 00:00:55.704414,94.0,94.0,80,0 days 00:00:00.147183,0 days 00:00:00.288235,0 days 00:00:00.004788
3247,650,9,4096,256,192,0.25,3,3,0 days 00:00:00.028676,0 days 00:00:50.238643,95.0,95.0,80,0 days 00:00:00.127127,0 days 00:00:00.277780,0 days 00:00:00.004848
3248,650,9,4096,256,192,0.25,3,4,0 days 00:00:00.028676,0 days 00:00:53.396055,95.0,95.0,80,0 days 00:00:00.135045,0 days 00:00:00.280659,0 days 00:00:00.004630
3249,650,9,4096,256,192,0.25,3,5,0 days 00:00:00.028676,0 days 00:00:47.308892,94.0,94.0,79,0 days 00:00:00.127367,0 days 00:00:00.335589,0 days 00:00:00.004725
3250,651,9,4096,256,192,0.25,5,1,0 days 00:00:00.028676,0 days 00:00:52.526851,93.0,93.0,80,0 days 00:00:00.128356,0 days 00:00:00.297786,0 days 00:00:00.011934
3251,651,9,4096,256,192,0.25,5,2,0 days 00:00:00.028676,0 days 00:00:31.251705,94.0,94.0,66,0 days 00:00:00.141398,0 days 00:00:00.279552,0 days 00:00:00.012004
3252,651,9,4096,256,192,0.25,5,3,0 days 00:00:00.028676,0 days 00:00:45.723628,96.0,96.0,80,0 days 00:00:00.127635,0 days 00:00:00.282329,0 days 00:00:00.012079
3253,651,9,4096,256,192,0.25,5,4,0 days 00:00:00.028676,0 days 00:00:37.241311,95.0,95.0,70,0 days 00:00:00.129753,0 days 00:00:00.307909,0 days 00:00:00.011852
3254,651,9,4096,256,192,0.25,5,5,0 days 00:00:00.028676,0 days 00:00:34.313144,90.0,91.0,57,0 days 00:00:00.147234,0 days 00:00:00.291442,0 days 00:00:00.012073
3255,652,9,4096,256,192,0.25,7,1,0 days 00:00:00.028676,0 days 00:00:41.464585,96.0,96.0,59,0 days 00:00:00.141945,0 days 00:00:00.282148,0 days 00:00:00.022564
3256,652,9,4096,256,192,0.25,7,2,0 days 00:00:00.028676,0 days 00:00:50.300906,96.0,96.0,80,0 days 00:00:00.131547,0 days 00:00:00.282589,0 days 00:00:00.022937
3257,652,9,4096,256,192,0.25,7,3,0 days 00:00:00.028676,0 days 00:00:35.162869,94.0,94.0,62,0 days 00:00:00.118596,0 days 00:00:00.309693,0 days 00:00:00.022771
3258,652,9,4096,256,192,0.25,7,4,0 days 00:00:00.028676,0 days 00:01:04.978828,95.0,95.0,80,0 days 00:00:00.138517,0 days 00:00:00.287277,0 days 00:00:00.022844
3259,652,9,4096,256,192,0.25,7,5,0 days 00:00:00.028676,0 days 00:00:39.736170,93.0,93.0,68,0 days 00:00:00.130952,0 days 00:00:00.296237,0 days 00:00:00.022949
3260,653,9,4096,256,256,0.0,2,1,0 days 00:00:00.025443,0 days 00:00:48.366484,93.0,93.0,76,0 days 00:00:00.123628,0 days 00:00:00.274018,0 days 00:00:00.001660
3261,653,9,4096,256,256,0.0,2,2,0 days 00:00:00.025443,0 days 00:00:51.047661,91.0,91.0,80,0 days 00:00:00.105534,0 days 00:00:00.287230,0 days 00:00:00.001889
3262,653,9,4096,256,256,0.0,2,3,0 days 00:00:00.025443,0 days 00:00:39.858167,92.0,92.0,64,0 days 00:00:00.117793,0 days 00:00:00.277874,0 days 00:00:00.001825
3263,653,9,4096,256,256,0.0,2,4,0 days 00:00:00.025443,0 days 00:00:38.157476,92.0,92.0,57,0 days 00:00:00.113684,0 days 00:00:00.277109,0 days 00:00:00.001848
3264,653,9,4096,256,256,0.0,2,5,0 days 00:00:00.025443,0 days 00:00:46.415478,92.0,92.0,80,0 days 00:00:00.109538,0 days 00:00:00.267958,0 days 00:00:00.001794
3265,654,9,4096,256,256,0.0,3,1,0 days 00:00:00.025443,0 days 00:00:48.011439,93.0,93.0,80,0 days 00:00:00.120596,0 days 00:00:00.288854,0 days 00:00:00.003501
3266,654,9,4096,256,256,0.0,3,2,0 days 00:00:00.025443,0 days 00:00:47.235790,94.0,94.0,80,0 days 00:00:00.131787,0 days 00:00:00.281260,0 days 00:00:00.003528
3267,654,9,4096,256,256,0.0,3,3,0 days 00:00:00.025443,0 days 00:00:43.691567,93.0,93.0,68,0 days 00:00:00.107864,0 days 00:00:00.280405,0 days 00:00:00.003608
3268,654,9,4096,256,256,0.0,3,4,0 days 00:00:00.025443,0 days 00:00:48.510329,92.0,92.0,80,0 days 00:00:00.121851,0 days 00:00:00.272198,0 days 00:00:00.003587
3269,654,9,4096,256,256,0.0,3,5,0 days 00:00:00.025443,0 days 00:00:53.805584,93.0,93.0,80,0 days 00:00:00.125446,0 days 00:00:00.314657,0 days 00:00:00.003545
3270,655,9,4096,256,256,0.0,5,1,0 days 00:00:00.025443,0 days 00:00:38.233317,96.0,96.0,80,0 days 00:00:00.111092,0 days 00:00:00.290176,0 days 00:00:00.009097
3271,655,9,4096,256,256,0.0,5,2,0 days 00:00:00.025443,0 days 00:00:17.679994,87.0,87.0,36,0 days 00:00:00.093779,0 days 00:00:00.283127,0 days 00:00:00.009200
3272,655,9,4096,256,256,0.0,5,3,0 days 00:00:00.025443,0 days 00:00:45.861576,95.0,95.0,80,0 days 00:00:00.105747,0 days 00:00:00.277785,0 days 00:00:00.009025
3273,655,9,4096,256,256,0.0,5,4,0 days 00:00:00.025443,0 days 00:00:33.662476,95.0,95.0,74,0 days 00:00:00.123819,0 days 00:00:00.319643,0 days 00:00:00.009041
3274,655,9,4096,256,256,0.0,5,5,0 days 00:00:00.025443,0 days 00:00:30.441148,94.0,94.0,69,0 days 00:00:00.119099,0 days 00:00:00.294833,0 days 00:00:00.008989
3275,656,9,4096,256,256,0.0,7,1,0 days 00:00:00.025443,0 days 00:00:15.054065,92.0,91.0,24,0 days 00:00:00.106178,0 days 00:00:00.291057,0 days 00:00:00.017359
3276,656,9,4096,256,256,0.0,7,2,0 days 00:00:00.025443,0 days 00:00:40.005288,95.0,95.0,66,0 days 00:00:00.094757,0 days 00:00:00.274177,0 days 00:00:00.017699
3277,656,9,4096,256,256,0.0,7,3,0 days 00:00:00.025443,0 days 00:00:33.402262,97.0,97.0,80,0 days 00:00:00.126314,0 days 00:00:00.310832,0 days 00:00:00.017574
3278,656,9,4096,256,256,0.0,7,4,0 days 00:00:00.025443,0 days 00:00:41.418608,94.0,94.0,80,0 days 00:00:00.116480,0 days 00:00:00.295166,0 days 00:00:00.017781
3279,656,9,4096,256,256,0.0,7,5,0 days 00:00:00.025443,0 days 00:00:51.549700,95.0,95.0,80,0 days 00:00:00.091734,0 days 00:00:00.280569,0 days 00:00:00.017698
3280,657,9,4096,512,128,0.75,2,1,0 days 00:00:00.030656,0 days 00:00:36.881941,93.0,93.0,68,0 days 00:00:00.160508,0 days 00:00:00.269807,0 days 00:00:00.003219
3281,657,9,4096,512,128,0.75,2,2,0 days 00:00:00.030656,0 days 00:00:27.908973,91.0,91.0,44,0 days 00:00:00.149892,0 days 00:00:00.296812,0 days 00:00:00.003467
3282,657,9,4096,512,128,0.75,2,3,0 days 00:00:00.030656,0 days 00:00:35.563246,89.0,89.0,58,0 days 00:00:00.145478,0 days 00:00:00.281294,0 days 00:00:00.003598
3283,657,9,4096,512,128,0.75,2,4,0 days 00:00:00.030656,0 days 00:00:25.928454,90.0,91.0,38,0 days 00:00:00.172555,0 days 00:00:00.277719,0 days 00:00:00.003460
3284,657,9,4096,512,128,0.75,2,5,0 days 00:00:00.030656,0 days 00:00:24.355313,87.0,87.0,37,0 days 00:00:00.154373,0 days 00:00:00.273900,0 days 00:00:00.003556
3285,658,9,4096,512,128,0.75,3,1,0 days 00:00:00.030656,0 days 00:00:40.270049,93.0,93.0,80,0 days 00:00:00.168217,0 days 00:00:00.298863,0 days 00:00:00.006732
3286,658,9,4096,512,128,0.75,3,2,0 days 00:00:00.030656,0 days 00:00:51.478197,92.0,92.0,80,0 days 00:00:00.166772,0 days 00:00:00.281698,0 days 00:00:00.006910
3287,658,9,4096,512,128,0.75,3,3,0 days 00:00:00.030656,0 days 00:00:59.753489,95.0,95.0,80,0 days 00:00:00.141892,0 days 00:00:00.291509,0 days 00:00:00.006734
3288,658,9,4096,512,128,0.75,3,4,0 days 00:00:00.030656,0 days 00:00:34.629798,92.0,92.0,51,0 days 00:00:00.148234,0 days 00:00:00.277630,0 days 00:00:00.006948
3289,658,9,4096,512,128,0.75,3,5,0 days 00:00:00.030656,0 days 00:00:47.031576,93.0,93.0,72,0 days 00:00:00.166218,0 days 00:00:00.334651,0 days 00:00:00.006918
3290,659,9,4096,512,128,0.75,5,1,0 days 00:00:00.030656,0 days 00:00:24.394571,90.0,90.0,57,0 days 00:00:00.168877,0 days 00:00:00.305457,0 days 00:00:00.017607
3291,659,9,4096,512,128,0.75,5,2,0 days 00:00:00.030656,0 days 00:00:30.313209,90.0,91.0,62,0 days 00:00:00.160854,0 days 00:00:00.286335,0 days 00:00:00.017581
3292,659,9,4096,512,128,0.75,5,3,0 days 00:00:00.030656,0 days 00:00:37.414207,93.0,93.0,76,0 days 00:00:00.155971,0 days 00:00:00.282352,0 days 00:00:00.017811
3293,659,9,4096,512,128,0.75,5,4,0 days 00:00:00.030656,0 days 00:00:29.117774,89.0,90.0,56,0 days 00:00:00.148438,0 days 00:00:00.325684,0 days 00:00:00.017754
3294,659,9,4096,512,128,0.75,5,5,0 days 00:00:00.030656,0 days 00:00:49.279509,95.0,95.0,78,0 days 00:00:00.164873,0 days 00:00:00.289501,0 days 00:00:00.017968
3295,660,9,4096,512,128,0.75,7,1,0 days 00:00:00.030656,0 days 00:00:39.313672,94.0,94.0,80,0 days 00:00:00.155391,0 days 00:00:00.287006,0 days 00:00:00.033802
3296,660,9,4096,512,128,0.75,7,2,0 days 00:00:00.030656,0 days 00:00:30.610303,95.0,95.0,61,0 days 00:00:00.152449,0 days 00:00:00.282234,0 days 00:00:00.033845
3297,660,9,4096,512,128,0.75,7,3,0 days 00:00:00.030656,0 days 00:00:26.255591,95.0,95.0,50,0 days 00:00:00.168470,0 days 00:00:00.312394,0 days 00:00:00.034335
3298,660,9,4096,512,128,0.75,7,4,0 days 00:00:00.030656,0 days 00:00:37.247033,95.0,95.0,79,0 days 00:00:00.157410,0 days 00:00:00.296441,0 days 00:00:00.034409
3299,660,9,4096,512,128,0.75,7,5,0 days 00:00:00.030656,0 days 00:00:46.047760,97.0,97.0,80,0 days 00:00:00.167330,0 days 00:00:00.290939,0 days 00:00:00.034355
3300,661,9,4096,512,256,0.5,2,1,0 days 00:00:00.021893,0 days 00:00:22.905709,91.0,91.0,37,0 days 00:00:00.125274,0 days 00:00:00.266451,0 days 00:00:00.001656
3301,661,9,4096,512,256,0.5,2,2,0 days 00:00:00.021893,0 days 00:00:36.009905,92.0,92.0,80,0 days 00:00:00.118001,0 days 00:00:00.284381,0 days 00:00:00.001771
3302,661,9,4096,512,256,0.5,2,3,0 days 00:00:00.021893,0 days 00:00:38.022063,93.0,93.0,67,0 days 00:00:00.128675,0 days 00:00:00.276370,0 days 00:00:00.001826
3303,661,9,4096,512,256,0.5,2,4,0 days 00:00:00.021893,0 days 00:00:28.407720,92.0,91.0,55,0 days 00:00:00.126053,0 days 00:00:00.276327,0 days 00:00:00.001802
3304,661,9,4096,512,256,0.5,2,5,0 days 00:00:00.021893,0 days 00:00:47.154982,93.0,93.0,80,0 days 00:00:00.107264,0 days 00:00:00.269077,0 days 00:00:00.001809
3305,662,9,4096,512,256,0.5,3,1,0 days 00:00:00.021893,0 days 00:00:46.373169,95.0,95.0,80,0 days 00:00:00.123283,0 days 00:00:00.293991,0 days 00:00:00.003533
3306,662,9,4096,512,256,0.5,3,2,0 days 00:00:00.021893,0 days 00:00:40.119185,95.0,95.0,80,0 days 00:00:00.094080,0 days 00:00:00.279188,0 days 00:00:00.003541
3307,662,9,4096,512,256,0.5,3,3,0 days 00:00:00.021893,0 days 00:00:45.704582,95.0,95.0,80,0 days 00:00:00.127150,0 days 00:00:00.280328,0 days 00:00:00.003596
3308,662,9,4096,512,256,0.5,3,4,0 days 00:00:00.021893,0 days 00:00:41.487736,92.0,91.0,75,0 days 00:00:00.113175,0 days 00:00:00.278210,0 days 00:00:00.003622
3309,662,9,4096,512,256,0.5,3,5,0 days 00:00:00.021893,0 days 00:00:45.245289,95.0,95.0,73,0 days 00:00:00.116453,0 days 00:00:00.317204,0 days 00:00:00.003618
3310,663,9,4096,512,256,0.5,5,1,0 days 00:00:00.021893,0 days 00:00:23.557901,92.0,93.0,43,0 days 00:00:00.120098,0 days 00:00:00.290875,0 days 00:00:00.008893
3311,663,9,4096,512,256,0.5,5,2,0 days 00:00:00.021893,0 days 00:00:28.311037,94.0,94.0,60,0 days 00:00:00.105428,0 days 00:00:00.281937,0 days 00:00:00.009041
3312,663,9,4096,512,256,0.5,5,3,0 days 00:00:00.021893,0 days 00:00:28.905319,93.0,93.0,47,0 days 00:00:00.120475,0 days 00:00:00.288586,0 days 00:00:00.009092
3313,663,9,4096,512,256,0.5,5,4,0 days 00:00:00.021893,0 days 00:00:26.102446,88.0,89.0,37,0 days 00:00:00.109397,0 days 00:00:00.314207,0 days 00:00:00.009037
3314,663,9,4096,512,256,0.5,5,5,0 days 00:00:00.021893,0 days 00:00:22.535043,92.0,92.0,34,0 days 00:00:00.122640,0 days 00:00:00.282971,0 days 00:00:00.008870
3315,664,9,4096,512,256,0.5,7,1,0 days 00:00:00.021893,0 days 00:00:54.402826,94.0,94.0,80,0 days 00:00:00.111681,0 days 00:00:00.281594,0 days 00:00:00.017206
3316,664,9,4096,512,256,0.5,7,2,0 days 00:00:00.021893,0 days 00:00:41.169863,96.0,96.0,79,0 days 00:00:00.109952,0 days 00:00:00.286171,0 days 00:00:00.017384
3317,664,9,4096,512,256,0.5,7,3,0 days 00:00:00.021893,0 days 00:00:38.563249,97.0,97.0,80,0 days 00:00:00.100012,0 days 00:00:00.316815,0 days 00:00:00.017225
3318,664,9,4096,512,256,0.5,7,4,0 days 00:00:00.021893,0 days 00:00:42.635087,95.0,95.0,80,0 days 00:00:00.126195,0 days 00:00:00.289344,0 days 00:00:00.017131
3319,664,9,4096,512,256,0.5,7,5,0 days 00:00:00.021893,0 days 00:00:28.720941,95.0,95.0,54,0 days 00:00:00.113003,0 days 00:00:00.286440,0 days 00:00:00.017470
3320,665,9,4096,512,384,0.25,2,1,0 days 00:00:00.018764,0 days 00:00:30.060471,91.0,91.0,62,0 days 00:00:00.105479,0 days 00:00:00.266514,0 days 00:00:00.001092
3321,665,9,4096,512,384,0.25,2,2,0 days 00:00:00.018764,0 days 00:00:26.186577,92.0,91.0,44,0 days 00:00:00.084649,0 days 00:00:00.282903,0 days 00:00:00.001205
3322,665,9,4096,512,384,0.25,2,3,0 days 00:00:00.018764,0 days 00:00:22.656644,88.0,88.0,38,0 days 00:00:00.086476,0 days 00:00:00.277166,0 days 00:00:00.001287
3323,665,9,4096,512,384,0.25,2,4,0 days 00:00:00.018764,0 days 00:00:38.036930,91.0,91.0,80,0 days 00:00:00.099484,0 days 00:00:00.274854,0 days 00:00:00.001221
3324,665,9,4096,512,384,0.25,2,5,0 days 00:00:00.018764,0 days 00:00:43.940991,92.0,92.0,59,0 days 00:00:00.096271,0 days 00:00:00.266085,0 days 00:00:00.001217
3325,666,9,4096,512,384,0.25,3,1,0 days 00:00:00.018764,0 days 00:00:48.885718,92.0,92.0,72,0 days 00:00:00.089533,0 days 00:00:00.292741,0 days 00:00:00.002398
3326,666,9,4096,512,384,0.25,3,2,0 days 00:00:00.018764,0 days 00:00:46.898326,93.0,93.0,80,0 days 00:00:00.109384,0 days 00:00:00.292546,0 days 00:00:00.002409
3327,666,9,4096,512,384,0.25,3,3,0 days 00:00:00.018764,0 days 00:00:55.136009,97.0,97.0,80,0 days 00:00:00.115338,0 days 00:00:00.275703,0 days 00:00:00.002332
3328,666,9,4096,512,384,0.25,3,4,0 days 00:00:00.018764,0 days 00:00:57.106394,96.0,96.0,80,0 days 00:00:00.086728,0 days 00:00:00.273770,0 days 00:00:00.002307
3329,666,9,4096,512,384,0.25,3,5,0 days 00:00:00.018764,0 days 00:00:52.838360,93.0,93.0,80,0 days 00:00:00.090107,0 days 00:00:00.340760,0 days 00:00:00.002317
3330,667,9,4096,512,384,0.25,5,1,0 days 00:00:00.018764,0 days 00:00:39.552091,96.0,96.0,80,0 days 00:00:00.106481,0 days 00:00:00.286838,0 days 00:00:00.005854
3331,667,9,4096,512,384,0.25,5,2,0 days 00:00:00.018764,0 days 00:00:18.950881,92.0,92.0,35,0 days 00:00:00.092048,0 days 00:00:00.281567,0 days 00:00:00.005926
3332,667,9,4096,512,384,0.25,5,3,0 days 00:00:00.018764,0 days 00:00:34.371901,97.0,97.0,80,0 days 00:00:00.095584,0 days 00:00:00.278170,0 days 00:00:00.005929
3333,667,9,4096,512,384,0.25,5,4,0 days 00:00:00.018764,0 days 00:00:49.657193,95.0,95.0,80,0 days 00:00:00.093345,0 days 00:00:00.326915,0 days 00:00:00.005938
3334,667,9,4096,512,384,0.25,5,5,0 days 00:00:00.018764,0 days 00:00:33.158786,94.0,95.0,66,0 days 00:00:00.083327,0 days 00:00:00.286421,0 days 00:00:00.006129
3335,668,9,4096,512,384,0.25,7,1,0 days 00:00:00.018764,0 days 00:00:31.549602,96.0,96.0,54,0 days 00:00:00.080551,0 days 00:00:00.276197,0 days 00:00:00.011384
3336,668,9,4096,512,384,0.25,7,2,0 days 00:00:00.018764,0 days 00:00:41.298024,97.0,97.0,80,0 days 00:00:00.084019,0 days 00:00:00.284876,0 days 00:00:00.011315
3337,668,9,4096,512,384,0.25,7,3,0 days 00:00:00.018764,0 days 00:00:32.548474,97.0,97.0,66,0 days 00:00:00.092270,0 days 00:00:00.308055,0 days 00:00:00.011363
3338,668,9,4096,512,384,0.25,7,4,0 days 00:00:00.018764,0 days 00:00:33.417171,97.0,97.0,70,0 days 00:00:00.102307,0 days 00:00:00.284980,0 days 00:00:00.011378
3339,668,9,4096,512,384,0.25,7,5,0 days 00:00:00.018764,0 days 00:00:30.770034,95.0,95.0,58,0 days 00:00:00.106716,0 days 00:00:00.293543,0 days 00:00:00.011358
3340,669,9,4096,512,512,0.0,2,1,0 days 00:00:00.015927,0 days 00:00:20.934877,91.0,91.0,36,0 days 00:00:00.071785,0 days 00:00:00.263695,0 days 00:00:00.000977
3341,669,9,4096,512,512,0.0,2,2,0 days 00:00:00.015927,0 days 00:00:22.847965,91.0,91.0,48,0 days 00:00:00.080196,0 days 00:00:00.288338,0 days 00:00:00.000953
3342,669,9,4096,512,512,0.0,2,3,0 days 00:00:00.015927,0 days 00:00:34.962734,91.0,91.0,67,0 days 00:00:00.083995,0 days 00:00:00.283553,0 days 00:00:00.000990
3343,669,9,4096,512,512,0.0,2,4,0 days 00:00:00.015927,0 days 00:00:17.194491,91.0,91.0,38,0 days 00:00:00.094118,0 days 00:00:00.273031,0 days 00:00:00.000971
3344,669,9,4096,512,512,0.0,2,5,0 days 00:00:00.015927,0 days 00:00:40.810216,93.0,93.0,80,0 days 00:00:00.094686,0 days 00:00:00.263418,0 days 00:00:00.000909
3345,670,9,4096,512,512,0.0,3,1,0 days 00:00:00.015927,0 days 00:00:54.377214,98.0,98.0,80,0 days 00:00:00.079591,0 days 00:00:00.287197,0 days 00:00:00.001833
3346,670,9,4096,512,512,0.0,3,2,0 days 00:00:00.015927,0 days 00:00:42.269769,96.0,96.0,80,0 days 00:00:00.079233,0 days 00:00:00.276598,0 days 00:00:00.001916
3347,670,9,4096,512,512,0.0,3,3,0 days 00:00:00.015927,0 days 00:00:50.264658,93.0,93.0,80,0 days 00:00:00.098876,0 days 00:00:00.272586,0 days 00:00:00.001873
3348,670,9,4096,512,512,0.0,3,4,0 days 00:00:00.015927,0 days 00:00:54.819645,98.0,98.0,80,0 days 00:00:00.079034,0 days 00:00:00.269159,0 days 00:00:00.001852
3349,670,9,4096,512,512,0.0,3,5,0 days 00:00:00.015927,0 days 00:00:49.699202,97.0,97.0,80,0 days 00:00:00.091367,0 days 00:00:00.313504,0 days 00:00:00.001785
3350,671,9,4096,512,512,0.0,5,1,0 days 00:00:00.015927,0 days 00:00:52.207898,96.0,96.0,80,0 days 00:00:00.091868,0 days 00:00:00.282143,0 days 00:00:00.004494
3351,671,9,4096,512,512,0.0,5,2,0 days 00:00:00.015927,0 days 00:00:39.716227,97.0,97.0,79,0 days 00:00:00.098766,0 days 00:00:00.276185,0 days 00:00:00.004546
3352,671,9,4096,512,512,0.0,5,3,0 days 00:00:00.015927,0 days 00:00:51.065893,97.0,97.0,80,0 days 00:00:00.090887,0 days 00:00:00.284301,0 days 00:00:00.004528
3353,671,9,4096,512,512,0.0,5,4,0 days 00:00:00.015927,0 days 00:00:46.540902,95.0,95.0,80,0 days 00:00:00.071198,0 days 00:00:00.320759,0 days 00:00:00.004500
3354,671,9,4096,512,512,0.0,5,5,0 days 00:00:00.015927,0 days 00:00:42.093113,94.0,94.0,80,0 days 00:00:00.069297,0 days 00:00:00.284805,0 days 00:00:00.004537
3355,672,9,4096,512,512,0.0,7,1,0 days 00:00:00.015927,0 days 00:00:40.000131,97.0,97.0,66,0 days 00:00:00.078927,0 days 00:00:00.277338,0 days 00:00:00.008819
3356,672,9,4096,512,512,0.0,7,2,0 days 00:00:00.015927,0 days 00:00:47.667176,96.0,96.0,72,0 days 00:00:00.084836,0 days 00:00:00.271425,0 days 00:00:00.008707
3357,672,9,4096,512,512,0.0,7,3,0 days 00:00:00.015927,0 days 00:00:41.017748,94.0,94.0,80,0 days 00:00:00.091661,0 days 00:00:00.311430,0 days 00:00:00.008990
3358,672,9,4096,512,512,0.0,7,4,0 days 00:00:00.015927,0 days 00:00:44.433417,94.0,94.0,80,0 days 00:00:00.076553,0 days 00:00:00.287069,0 days 00:00:00.008818
3359,672,9,4096,512,512,0.0,7,5,0 days 00:00:00.015927,0 days 00:00:44.934334,97.0,97.0,80,0 days 00:00:00.069914,0 days 00:00:00.281178,0 days 00:00:00.008853
3360,673,9,4096,1024,256,0.75,2,1,0 days 00:00:00.021339,0 days 00:00:33.823364,92.0,92.0,47,0 days 00:00:00.115672,0 days 00:00:00.267562,0 days 00:00:00.001609
3361,673,9,4096,1024,256,0.75,2,2,0 days 00:00:00.021339,0 days 00:00:35.483137,93.0,93.0,80,0 days 00:00:00.105630,0 days 00:00:00.292268,0 days 00:00:00.001779
3362,673,9,4096,1024,256,0.75,2,3,0 days 00:00:00.021339,0 days 00:00:26.039310,90.0,89.0,47,0 days 00:00:00.107862,0 days 00:00:00.277718,0 days 00:00:00.001820
3363,673,9,4096,1024,256,0.75,2,4,0 days 00:00:00.021339,0 days 00:00:46.538389,92.0,91.0,80,0 days 00:00:00.115737,0 days 00:00:00.276769,0 days 00:00:00.001794
3364,673,9,4096,1024,256,0.75,2,5,0 days 00:00:00.021339,0 days 00:00:34.223296,92.0,91.0,62,0 days 00:00:00.115146,0 days 00:00:00.266922,0 days 00:00:00.001777
3365,674,9,4096,1024,256,0.75,3,1,0 days 00:00:00.021339,0 days 00:00:39.906393,93.0,93.0,73,0 days 00:00:00.106029,0 days 00:00:00.288001,0 days 00:00:00.003523
3366,674,9,4096,1024,256,0.75,3,2,0 days 00:00:00.021339,0 days 00:00:30.528510,93.0,93.0,53,0 days 00:00:00.102418,0 days 00:00:00.284819,0 days 00:00:00.003578
3367,674,9,4096,1024,256,0.75,3,3,0 days 00:00:00.021339,0 days 00:00:42.113328,96.0,96.0,80,0 days 00:00:00.119926,0 days 00:00:00.279919,0 days 00:00:00.003590
3368,674,9,4096,1024,256,0.75,3,4,0 days 00:00:00.021339,0 days 00:00:55.895584,95.0,95.0,80,0 days 00:00:00.109579,0 days 00:00:00.270213,0 days 00:00:00.003638
