,NExp,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,NRep,AVGPreprocesTime,TrainTime,F1Score,TestAcc,EpochsRan,VimPreprocessTime,VimPredictTime,VimTFLitePredictTime
915,184,3,4096,512,256,0.5,7,1,0 days 00:00:00.024869,0 days 00:01:19.212553,94.0,94.0,80,0 days 00:00:00.114078,0 days 00:00:00.272904,0 days 00:00:00.007116
916,184,3,4096,512,256,0.5,7,2,0 days 00:00:00.024869,0 days 00:01:08.026395,94.0,94.0,68,0 days 00:00:00.124817,0 days 00:00:00.305238,0 days 00:00:00.007192
917,184,3,4096,512,256,0.5,7,3,0 days 00:00:00.024869,0 days 00:01:15.397796,92.0,92.0,80,0 days 00:00:00.116239,0 days 00:00:00.279599,0 days 00:00:00.007414
918,184,3,4096,512,256,0.5,7,4,0 days 00:00:00.024869,0 days 00:01:14.826765,92.0,92.0,80,0 days 00:00:00.126602,0 days 00:00:00.281736,0 days 00:00:00.007169
919,184,3,4096,512,256,0.5,7,5,0 days 00:00:00.024869,0 days 00:01:03.490872,93.0,93.0,71,0 days 00:00:00.090696,0 days 00:00:00.274703,0 days 00:00:00.007370
920,185,3,4096,512,384,0.25,2,1,0 days 00:00:00.020781,0 days 00:01:13.017419,90.0,90.0,80,0 days 00:00:00.087939,0 days 00:00:00.289008,0 days 00:00:00.000495
921,185,3,4096,512,384,0.25,2,2,0 days 00:00:00.020781,0 days 00:01:04.716236,81.0,83.0,80,0 days 00:00:00.112549,0 days 00:00:00.273879,0 days 00:00:00.000582
922,185,3,4096,512,384,0.25,2,3,0 days 00:00:00.020781,0 days 00:00:07.741359,73.0,68.0,19,0 days 00:00:00.088379,0 days 00:00:00.268763,0 days 00:00:00.000522
923,185,3,4096,512,384,0.25,2,4,0 days 00:00:00.020781,0 days 00:00:57.659092,85.0,86.0,80,0 days 00:00:00.076355,0 days 00:00:00.267569,0 days 00:00:00.000522
924,185,3,4096,512,384,0.25,2,5,0 days 00:00:00.020781,0 days 00:00:08.971852,79.0,80.0,18,0 days 00:00:00.102107,0 days 00:00:00.313179,0 days 00:00:00.000528
925,186,3,4096,512,384,0.25,3,1,0 days 00:00:00.020781,0 days 00:01:13.264945,93.0,94.0,80,0 days 00:00:00.086636,0 days 00:00:00.288516,0 days 00:00:00.001075
926,186,3,4096,512,384,0.25,3,2,0 days 00:00:00.020781,0 days 00:00:05.193371,77.0,79.0,12,0 days 00:00:00.079342,0 days 00:00:00.273898,0 days 00:00:00.001014
927,186,3,4096,512,384,0.25,3,3,0 days 00:00:00.020781,0 days 00:00:08.058488,74.0,68.0,17,0 days 00:00:00.071325,0 days 00:00:00.267994,0 days 00:00:00.000987
928,186,3,4096,512,384,0.25,3,4,0 days 00:00:00.020781,0 days 00:00:51.900813,92.0,92.0,80,0 days 00:00:00.096674,0 days 00:00:00.314858,0 days 00:00:00.000985
929,186,3,4096,512,384,0.25,3,5,0 days 00:00:00.020781,0 days 00:01:01.214447,92.0,92.0,80,0 days 00:00:00.103906,0 days 00:00:00.290836,0 days 00:00:00.001001
930,187,3,4096,512,384,0.25,5,1,0 days 00:00:00.020781,0 days 00:00:58.978351,95.0,95.0,80,0 days 00:00:00.088950,0 days 00:00:00.273513,0 days 00:00:00.002513
931,187,3,4096,512,384,0.25,5,2,0 days 00:00:00.020781,0 days 00:01:16.792200,97.0,97.0,80,0 days 00:00:00.077384,0 days 00:00:00.270761,0 days 00:00:00.002509
932,187,3,4096,512,384,0.25,5,3,0 days 00:00:00.020781,0 days 00:01:07.812235,95.0,96.0,80,0 days 00:00:00.091272,0 days 00:00:00.273156,0 days 00:00:00.002510
933,187,3,4096,512,384,0.25,5,4,0 days 00:00:00.020781,0 days 00:01:15.282741,97.0,97.0,80,0 days 00:00:00.107132,0 days 00:00:00.284233,0 days 00:00:00.002445
934,187,3,4096,512,384,0.25,5,5,0 days 00:00:00.020781,0 days 00:01:04.920582,94.0,94.0,80,0 days 00:00:00.092128,0 days 00:00:00.274233,0 days 00:00:00.002518
935,188,3,4096,512,384,0.25,7,1,0 days 00:00:00.020781,0 days 00:01:09.718130,95.0,96.0,75,0 days 00:00:00.100941,0 days 00:00:00.271143,0 days 00:00:00.004762
936,188,3,4096,512,384,0.25,7,2,0 days 00:00:00.020781,0 days 00:01:10.426248,94.0,95.0,74,0 days 00:00:00.092009,0 days 00:00:00.314246,0 days 00:00:00.004751
937,188,3,4096,512,384,0.25,7,3,0 days 00:00:00.020781,0 days 00:01:19.109698,94.0,94.0,80,0 days 00:00:00.097091,0 days 00:00:00.285444,0 days 00:00:00.004702
938,188,3,4096,512,384,0.25,7,4,0 days 00:00:00.020781,0 days 00:00:59.440231,94.0,95.0,69,0 days 00:00:00.090732,0 days 00:00:00.269675,0 days 00:00:00.004654
939,188,3,4096,512,384,0.25,7,5,0 days 00:00:00.020781,0 days 00:01:13.481632,94.0,94.0,80,0 days 00:00:00.104723,0 days 00:00:00.276025,0 days 00:00:00.004793
940,189,3,4096,512,512,0.0,2,1,0 days 00:00:00.019507,0 days 00:00:07.569418,81.0,83.0,17,0 days 00:00:00.093301,0 days 00:00:00.263846,0 days 00:00:00.000429
941,189,3,4096,512,512,0.0,2,2,0 days 00:00:00.019507,0 days 00:00:53.376846,86.0,86.0,74,0 days 00:00:00.093046,0 days 00:00:00.284691,0 days 00:00:00.000448
942,189,3,4096,512,512,0.0,2,3,0 days 00:00:00.019507,0 days 00:00:08.914395,71.0,66.0,17,0 days 00:00:00.097415,0 days 00:00:00.279392,0 days 00:00:00.000440
943,189,3,4096,512,512,0.0,2,4,0 days 00:00:00.019507,0 days 00:00:13.206099,81.0,82.0,21,0 days 00:00:00.090828,0 days 00:00:00.268364,0 days 00:00:00.000443
944,189,3,4096,512,512,0.0,2,5,0 days 00:00:00.019507,0 days 00:00:10.884905,75.0,71.0,18,0 days 00:00:00.089036,0 days 00:00:00.266900,0 days 00:00:00.000430
945,190,3,4096,512,512,0.0,3,1,0 days 00:00:00.019507,0 days 00:00:59.996923,92.0,92.0,80,0 days 00:00:00.105175,0 days 00:00:00.285531,0 days 00:00:00.000802
946,190,3,4096,512,512,0.0,3,2,0 days 00:00:00.019507,0 days 00:01:16.406161,94.0,94.0,80,0 days 00:00:00.088353,0 days 00:00:00.278210,0 days 00:00:00.000795
947,190,3,4096,512,512,0.0,3,3,0 days 00:00:00.019507,0 days 00:01:08.733369,91.0,92.0,80,0 days 00:00:00.069275,0 days 00:00:00.269867,0 days 00:00:00.000821
948,190,3,4096,512,512,0.0,3,4,0 days 00:00:00.019507,0 days 00:01:12.687574,93.0,94.0,80,0 days 00:00:00.102292,0 days 00:00:00.277097,0 days 00:00:00.000804
949,190,3,4096,512,512,0.0,3,5,0 days 00:00:00.019507,0 days 00:00:10.285315,82.0,81.0,14,0 days 00:00:00.101949,0 days 00:00:00.289091,0 days 00:00:00.000883
950,191,3,4096,512,512,0.0,5,1,0 days 00:00:00.019507,0 days 00:01:15.540633,90.0,90.0,80,0 days 00:00:00.099762,0 days 00:00:00.277661,0 days 00:00:00.001921
951,191,3,4096,512,512,0.0,5,2,0 days 00:00:00.019507,0 days 00:00:46.924811,91.0,91.0,58,0 days 00:00:00.092252,0 days 00:00:00.272354,0 days 00:00:00.002051
952,191,3,4096,512,512,0.0,5,3,0 days 00:00:00.019507,0 days 00:00:56.857393,91.0,92.0,80,0 days 00:00:00.073754,0 days 00:00:00.273734,0 days 00:00:00.002002
953,191,3,4096,512,512,0.0,5,4,0 days 00:00:00.019507,0 days 00:00:53.858480,94.0,94.0,80,0 days 00:00:00.051455,0 days 00:00:00.298808,0 days 00:00:00.001995
954,191,3,4096,512,512,0.0,5,5,0 days 00:00:00.019507,0 days 00:01:01.089552,92.0,92.0,80,0 days 00:00:00.067924,0 days 00:00:00.279193,0 days 00:00:00.001995
955,192,3,4096,512,512,0.0,7,1,0 days 00:00:00.019507,0 days 00:01:00.938214,95.0,96.0,80,0 days 00:00:00.066549,0 days 00:00:00.273619,0 days 00:00:00.003744
956,192,3,4096,512,512,0.0,7,2,0 days 00:00:00.019507,0 days 00:00:54.745265,95.0,96.0,80,0 days 00:00:00.088279,0 days 00:00:00.273542,0 days 00:00:00.003730
957,192,3,4096,512,512,0.0,7,3,0 days 00:00:00.019507,0 days 00:01:04.306305,95.0,95.0,80,0 days 00:00:00.094270,0 days 00:00:00.296328,0 days 00:00:00.003719
958,192,3,4096,512,512,0.0,7,4,0 days 00:00:00.019507,0 days 00:00:58.914152,93.0,93.0,75,0 days 00:00:00.084505,0 days 00:00:00.284901,0 days 00:00:00.003745
959,192,3,4096,512,512,0.0,7,5,0 days 00:00:00.019507,0 days 00:01:02.789022,93.0,94.0,80,0 days 00:00:00.101442,0 days 00:00:00.277146,0 days 00:00:00.003786
960,193,3,4096,1024,256,0.75,2,1,0 days 00:00:00.022002,0 days 00:00:10.287186,82.0,82.0,20,0 days 00:00:00.109944,0 days 00:00:00.270525,0 days 00:00:00.000741
961,193,3,4096,1024,256,0.75,2,2,0 days 00:00:00.022002,0 days 00:00:10.856350,80.0,79.0,19,0 days 00:00:00.125641,0 days 00:00:00.298367,0 days 00:00:00.000824
962,193,3,4096,1024,256,0.75,2,3,0 days 00:00:00.022002,0 days 00:00:04.399740,77.0,78.0,11,0 days 00:00:00.095765,0 days 00:00:00.290633,0 days 00:00:00.000820
963,193,3,4096,1024,256,0.75,2,4,0 days 00:00:00.022002,0 days 00:00:10.109224,79.0,80.0,20,0 days 00:00:00.111823,0 days 00:00:00.267766,0 days 00:00:00.000773
964,193,3,4096,1024,256,0.75,2,5,0 days 00:00:00.022002,0 days 00:00:34.653041,77.0,81.0,67,0 days 00:00:00.123744,0 days 00:00:00.268145,0 days 00:00:00.000784
965,194,3,4096,1024,256,0.75,3,1,0 days 00:00:00.022002,0 days 00:01:07.360692,88.0,89.0,80,0 days 00:00:00.114991,0 days 00:00:00.325909,0 days 00:00:00.001549
966,194,3,4096,1024,256,0.75,3,2,0 days 00:00:00.022002,0 days 00:00:57.886587,87.0,87.0,80,0 days 00:00:00.115703,0 days 00:00:00.282080,0 days 00:00:00.001566
967,194,3,4096,1024,256,0.75,3,3,0 days 00:00:00.022002,0 days 00:01:04.376570,85.0,85.0,80,0 days 00:00:00.107878,0 days 00:00:00.272363,0 days 00:00:00.001573
968,194,3,4096,1024,256,0.75,3,4,0 days 00:00:00.022002,0 days 00:00:22.749660,80.0,82.0,36,0 days 00:00:00.129800,0 days 00:00:00.269762,0 days 00:00:00.001520
969,194,3,4096,1024,256,0.75,3,5,0 days 00:00:00.022002,0 days 00:01:09.643825,87.0,87.0,80,0 days 00:00:00.104233,0 days 00:00:00.328890,0 days 00:00:00.001669
970,195,3,4096,1024,256,0.75,5,1,0 days 00:00:00.022002,0 days 00:01:17.021827,92.0,92.0,80,0 days 00:00:00.125436,0 days 00:00:00.289718,0 days 00:00:00.003797
971,195,3,4096,1024,256,0.75,5,2,0 days 00:00:00.022002,0 days 00:01:27.330093,92.0,92.0,80,0 days 00:00:00.110295,0 days 00:00:00.280954,0 days 00:00:00.003906
972,195,3,4096,1024,256,0.75,5,3,0 days 00:00:00.022002,0 days 00:01:05.566545,93.0,94.0,80,0 days 00:00:00.109152,0 days 00:00:00.270222,0 days 00:00:00.003900
973,195,3,4096,1024,256,0.75,5,4,0 days 00:00:00.022002,0 days 00:00:42.977661,90.0,90.0,64,0 days 00:00:00.120475,0 days 00:00:00.317673,0 days 00:00:00.003802
974,195,3,4096,1024,256,0.75,5,5,0 days 00:00:00.022002,0 days 00:01:10.534581,93.0,94.0,80,0 days 00:00:00.121302,0 days 00:00:00.287000,0 days 00:00:00.003843
975,196,3,4096,1024,256,0.75,7,1,0 days 00:00:00.022002,0 days 00:01:12.101956,93.0,93.0,80,0 days 00:00:00.112138,0 days 00:00:00.284864,0 days 00:00:00.007269
976,196,3,4096,1024,256,0.75,7,2,0 days 00:00:00.022002,0 days 00:01:21.055105,92.0,92.0,80,0 days 00:00:00.099938,0 days 00:00:00.275192,0 days 00:00:00.007254
977,196,3,4096,1024,256,0.75,7,3,0 days 00:00:00.022002,0 days 00:01:12.449572,93.0,94.0,80,0 days 00:00:00.132323,0 days 00:00:00.330910,0 days 00:00:00.007271
978,196,3,4096,1024,256,0.75,7,4,0 days 00:00:00.022002,0 days 00:01:12.670258,93.0,94.0,80,0 days 00:00:00.125886,0 days 00:00:00.288271,0 days 00:00:00.007385
979,196,3,4096,1024,256,0.75,7,5,0 days 00:00:00.022002,0 days 00:01:24.295680,95.0,95.0,80,0 days 00:00:00.123169,0 days 00:00:00.272912,0 days 00:00:00.007254
980,197,3,4096,1024,512,0.5,2,1,0 days 00:00:00.015944,0 days 00:00:07.070299,79.0,83.0,15,0 days 00:00:00.093781,0 days 00:00:00.267241,0 days 00:00:00.000432
981,197,3,4096,1024,512,0.5,2,2,0 days 00:00:00.015944,0 days 00:00:07.935551,80.0,78.0,16,0 days 00:00:00.094861,0 days 00:00:00.264452,0 days 00:00:00.000424
982,197,3,4096,1024,512,0.5,2,3,0 days 00:00:00.015944,0 days 00:00:55.097499,86.0,87.0,79,0 days 00:00:00.071141,0 days 00:00:00.289685,0 days 00:00:00.000480
983,197,3,4096,1024,512,0.5,2,4,0 days 00:00:00.015944,0 days 00:00:06.604597,83.0,83.0,18,0 days 00:00:00.099929,0 days 00:00:00.276033,0 days 00:00:00.000451
984,197,3,4096,1024,512,0.5,2,5,0 days 00:00:00.015944,0 days 00:00:11.240855,80.0,82.0,22,0 days 00:00:00.077797,0 days 00:00:00.276172,0 days 00:00:00.000433
985,198,3,4096,1024,512,0.5,3,1,0 days 00:00:00.015944,0 days 00:01:15.510768,92.0,92.0,80,0 days 00:00:00.075330,0 days 00:00:00.271460,0 days 00:00:00.000763
986,198,3,4096,1024,512,0.5,3,2,0 days 00:00:00.015944,0 days 00:01:09.253341,93.0,94.0,80,0 days 00:00:00.101890,0 days 00:00:00.285816,0 days 00:00:00.000789
987,198,3,4096,1024,512,0.5,3,3,0 days 00:00:00.015944,0 days 00:01:07.721579,93.0,93.0,80,0 days 00:00:00.096719,0 days 00:00:00.274500,0 days 00:00:00.000837
988,198,3,4096,1024,512,0.5,3,4,0 days 00:00:00.015944,0 days 00:01:32.909043,92.0,92.0,80,0 days 00:00:00.093848,0 days 00:00:00.269854,0 days 00:00:00.000783
989,198,3,4096,1024,512,0.5,3,5,0 days 00:00:00.015944,0 days 00:00:57.595993,92.0,92.0,80,0 days 00:00:00.097726,0 days 00:00:00.266812,0 days 00:00:00.000791
990,199,3,4096,1024,512,0.5,5,1,0 days 00:00:00.015944,0 days 00:01:04.718740,93.0,94.0,80,0 days 00:00:00.078729,0 days 00:00:00.295101,0 days 00:00:00.001893
991,199,3,4096,1024,512,0.5,5,2,0 days 00:00:00.015944,0 days 00:00:54.321068,92.0,93.0,80,0 days 00:00:00.114301,0 days 00:00:00.276038,0 days 00:00:00.001982
992,199,3,4096,1024,512,0.5,5,3,0 days 00:00:00.015944,0 days 00:00:52.897798,92.0,92.0,80,0 days 00:00:00.067044,0 days 00:00:00.277631,0 days 00:00:00.002000
993,199,3,4096,1024,512,0.5,5,4,0 days 00:00:00.015944,0 days 00:00:56.532644,93.0,94.0,80,0 days 00:00:00.069155,0 days 00:00:00.272974,0 days 00:00:00.001962
994,199,3,4096,1024,512,0.5,5,5,0 days 00:00:00.015944,0 days 00:01:07.690267,93.0,94.0,80,0 days 00:00:00.102000,0 days 00:00:00.300247,0 days 00:00:00.002013
995,200,3,4096,1024,512,0.5,7,1,0 days 00:00:00.015944,0 days 00:01:06.457672,95.0,95.0,80,0 days 00:00:00.073269,0 days 00:00:00.286556,0 days 00:00:00.003651
996,200,3,4096,1024,512,0.5,7,2,0 days 00:00:00.015944,0 days 00:01:08.631977,94.0,94.0,80,0 days 00:00:00.084737,0 days 00:00:00.272010,0 days 00:00:00.003722
997,200,3,4096,1024,512,0.5,7,3,0 days 00:00:00.015944,0 days 00:01:09.686952,93.0,93.0,80,0 days 00:00:00.078937,0 days 00:00:00.276141,0 days 00:00:00.003845
998,200,3,4096,1024,512,0.5,7,4,0 days 00:00:00.015944,0 days 00:01:01.947930,93.0,93.0,77,0 days 00:00:00.075492,0 days 00:00:00.307105,0 days 00:00:00.003808
999,200,3,4096,1024,512,0.5,7,5,0 days 00:00:00.015944,0 days 00:00:37.179100,91.0,91.0,53,0 days 00:00:00.074039,0 days 00:00:00.287691,0 days 00:00:00.003712
1000,201,3,4096,1024,768,0.25,2,1,0 days 00:00:00.015680,0 days 00:00:08.962834,85.0,86.0,20,0 days 00:00:00.075234,0 days 00:00:00.267894,0 days 00:00:00.000338
1001,201,3,4096,1024,768,0.25,2,2,0 days 00:00:00.015680,0 days 00:01:06.676457,90.0,90.0,80,0 days 00:00:00.066115,0 days 00:00:00.266546,0 days 00:00:00.000331
1002,201,3,4096,1024,768,0.25,2,3,0 days 00:00:00.015680,0 days 00:00:10.251376,81.0,81.0,21,0 days 00:00:00.078060,0 days 00:00:00.321701,0 days 00:00:00.000340
1003,201,3,4096,1024,768,0.25,2,4,0 days 00:00:00.015680,0 days 00:00:37.245829,88.0,89.0,68,0 days 00:00:00.084909,0 days 00:00:00.276632,0 days 00:00:00.000348
1004,201,3,4096,1024,768,0.25,2,5,0 days 00:00:00.015680,0 days 00:01:05.749293,87.0,88.0,80,0 days 00:00:00.081654,0 days 00:00:00.275951,0 days 00:00:00.000335
1005,202,3,4096,1024,768,0.25,3,1,0 days 00:00:00.015680,0 days 00:01:00.475606,96.0,96.0,80,0 days 00:00:00.069745,0 days 00:00:00.267658,0 days 00:00:00.000586
1006,202,3,4096,1024,768,0.25,3,2,0 days 00:00:00.015680,0 days 00:00:53.845516,95.0,95.0,80,0 days 00:00:00.070497,0 days 00:00:00.319120,0 days 00:00:00.000592
1007,202,3,4096,1024,768,0.25,3,3,0 days 00:00:00.015680,0 days 00:01:31.420285,95.0,96.0,80,0 days 00:00:00.070372,0 days 00:00:00.283198,0 days 00:00:00.000588
1008,202,3,4096,1024,768,0.25,3,4,0 days 00:00:00.015680,0 days 00:01:07.044570,96.0,96.0,80,0 days 00:00:00.080719,0 days 00:00:00.270195,0 days 00:00:00.000585
1009,202,3,4096,1024,768,0.25,3,5,0 days 00:00:00.015680,0 days 00:00:50.885861,96.0,96.0,80,0 days 00:00:00.075346,0 days 00:00:00.271094,0 days 00:00:00.000620
1010,203,3,4096,1024,768,0.25,5,1,0 days 00:00:00.015680,0 days 00:00:42.979514,95.0,95.0,66,0 days 00:00:00.054905,0 days 00:00:00.313909,0 days 00:00:00.001443
1011,203,3,4096,1024,768,0.25,5,2,0 days 00:00:00.015680,0 days 00:01:00.840773,95.0,95.0,71,0 days 00:00:00.082812,0 days 00:00:00.283514,0 days 00:00:00.001410
1012,203,3,4096,1024,768,0.25,5,3,0 days 00:00:00.015680,0 days 00:00:51.965042,95.0,95.0,63,0 days 00:00:00.067030,0 days 00:00:00.274299,0 days 00:00:00.001407
1013,203,3,4096,1024,768,0.25,5,4,0 days 00:00:00.015680,0 days 00:00:44.599593,95.0,96.0,64,0 days 00:00:00.083123,0 days 00:00:00.271736,0 days 00:00:00.001473
1014,203,3,4096,1024,768,0.25,5,5,0 days 00:00:00.015680,0 days 00:00:55.967782,96.0,96.0,80,0 days 00:00:00.075214,0 days 00:00:00.322350,0 days 00:00:00.001415
1015,204,3,4096,1024,768,0.25,7,1,0 days 00:00:00.015680,0 days 00:00:45.296278,95.0,95.0,56,0 days 00:00:00.078987,0 days 00:00:00.289549,0 days 00:00:00.002670
1016,204,3,4096,1024,768,0.25,7,2,0 days 00:00:00.015680,0 days 00:00:58.705125,99.0,99.0,80,0 days 00:00:00.082833,0 days 00:00:00.285046,0 days 00:00:00.002679
1017,204,3,4096,1024,768,0.25,7,3,0 days 00:00:00.015680,0 days 00:00:58.919195,96.0,96.0,76,0 days 00:00:00.064627,0 days 00:00:00.267104,0 days 00:00:00.002633
1018,204,3,4096,1024,768,0.25,7,4,0 days 00:00:00.015680,0 days 00:01:06.030494,96.0,96.0,80,0 days 00:00:00.071635,0 days 00:00:00.268071,0 days 00:00:00.002708
1019,204,3,4096,1024,768,0.25,7,5,0 days 00:00:00.015680,0 days 00:01:02.834756,97.0,97.0,80,0 days 00:00:00.065088,0 days 00:00:00.283717,0 days 00:00:00.002620
1020,205,3,4096,1024,1024,0.0,2,1,0 days 00:00:00.013718,0 days 00:00:41.677419,88.0,88.0,59,0 days 00:00:00.046272,0 days 00:00:00.274189,0 days 00:00:00.000271
1021,205,3,4096,1024,1024,0.0,2,2,0 days 00:00:00.013718,0 days 00:00:52.545891,90.0,90.0,80,0 days 00:00:00.064583,0 days 00:00:00.265183,0 days 00:00:00.000266
1022,205,3,4096,1024,1024,0.0,2,3,0 days 00:00:00.013718,0 days 00:00:42.173809,90.0,90.0,80,0 days 00:00:00.082182,0 days 00:00:00.266008,0 days 00:00:00.000260
1023,205,3,4096,1024,1024,0.0,2,4,0 days 00:00:00.013718,0 days 00:01:00.693272,89.0,89.0,80,0 days 00:00:00.069164,0 days 00:00:00.283915,0 days 00:00:00.000264
1024,205,3,4096,1024,1024,0.0,2,5,0 days 00:00:00.013718,0 days 00:01:18.677054,89.0,89.0,80,0 days 00:00:00.073873,0 days 00:00:00.270188,0 days 00:00:00.000268
1025,206,3,4096,1024,1024,0.0,3,1,0 days 00:00:00.013718,0 days 00:01:02.707442,93.0,94.0,80,0 days 00:00:00.064089,0 days 00:00:00.269053,0 days 00:00:00.000446
1026,206,3,4096,1024,1024,0.0,3,2,0 days 00:00:00.013718,0 days 00:00:58.723911,94.0,95.0,80,0 days 00:00:00.069150,0 days 00:00:00.266668,0 days 00:00:00.000502
1027,206,3,4096,1024,1024,0.0,3,3,0 days 00:00:00.013718,0 days 00:01:05.667975,95.0,96.0,80,0 days 00:00:00.058238,0 days 00:00:00.294719,0 days 00:00:00.000486
1028,206,3,4096,1024,1024,0.0,3,4,0 days 00:00:00.013718,0 days 00:01:02.652553,92.0,92.0,80,0 days 00:00:00.075095,0 days 00:00:00.276734,0 days 00:00:00.000459
1029,206,3,4096,1024,1024,0.0,3,5,0 days 00:00:00.013718,0 days 00:01:00.057583,91.0,92.0,80,0 days 00:00:00.072259,0 days 00:00:00.273696,0 days 00:00:00.000444
1030,207,3,4096,1024,1024,0.0,5,1,0 days 00:00:00.013718,0 days 00:00:54.705167,93.0,94.0,80,0 days 00:00:00.064171,0 days 00:00:00.269711,0 days 00:00:00.001089
1031,207,3,4096,1024,1024,0.0,5,2,0 days 00:00:00.013718,0 days 00:00:52.159173,95.0,95.0,68,0 days 00:00:00.050208,0 days 00:00:00.293278,0 days 00:00:00.001101
1032,207,3,4096,1024,1024,0.0,5,3,0 days 00:00:00.013718,0 days 00:00:49.018392,95.0,96.0,69,0 days 00:00:00.080666,0 days 00:00:00.281012,0 days 00:00:00.001119
1033,207,3,4096,1024,1024,0.0,5,4,0 days 00:00:00.013718,0 days 00:00:56.894918,95.0,96.0,79,0 days 00:00:00.049726,0 days 00:00:00.269785,0 days 00:00:00.001110
1034,207,3,4096,1024,1024,0.0,5,5,0 days 00:00:00.013718,0 days 00:00:57.621988,94.0,95.0,78,0 days 00:00:00.068019,0 days 00:00:00.267846,0 days 00:00:00.001081
1035,208,3,4096,1024,1024,0.0,7,1,0 days 00:00:00.013718,0 days 00:00:56.826689,92.0,92.0,65,0 days 00:00:00.055315,0 days 00:00:00.300632,0 days 00:00:00.001986
1036,208,3,4096,1024,1024,0.0,7,2,0 days 00:00:00.013718,0 days 00:00:47.514846,96.0,96.0,72,0 days 00:00:00.067947,0 days 00:00:00.279622,0 days 00:00:00.001916
1037,208,3,4096,1024,1024,0.0,7,3,0 days 00:00:00.013718,0 days 00:00:42.078441,96.0,96.0,66,0 days 00:00:00.051513,0 days 00:00:00.269269,0 days 00:00:00.001907
1038,208,3,4096,1024,1024,0.0,7,4,0 days 00:00:00.013718,0 days 00:00:56.952046,95.0,96.0,74,0 days 00:00:00.070295,0 days 00:00:00.266854,0 days 00:00:00.001889
1039,208,3,4096,1024,1024,0.0,7,5,0 days 00:00:00.013718,0 days 00:00:35.628007,92.0,92.0,53,0 days 00:00:00.090732,0 days 00:00:00.319639,0 days 00:00:00.001934
1040,209,3,4096,2048,512,0.75,2,1,0 days 00:00:00.019323,0 days 00:00:51.498839,86.0,86.0,80,0 days 00:00:00.068244,0 days 00:00:00.276506,0 days 00:00:00.000457
1041,209,3,4096,2048,512,0.75,2,2,0 days 00:00:00.019323,0 days 00:00:06.347402,79.0,80.0,17,0 days 00:00:00.079493,0 days 00:00:00.270806,0 days 00:00:00.000426
1042,209,3,4096,2048,512,0.75,2,3,0 days 00:00:00.019323,0 days 00:00:09.604813,81.0,82.0,17,0 days 00:00:00.067888,0 days 00:00:00.263669,0 days 00:00:00.000429
1043,209,3,4096,2048,512,0.75,2,4,0 days 00:00:00.019323,0 days 00:00:10.461327,77.0,78.0,19,0 days 00:00:00.075000,0 days 00:00:00.314177,0 days 00:00:00.000437
1044,209,3,4096,2048,512,0.75,2,5,0 days 00:00:00.019323,0 days 00:00:49.140810,86.0,87.0,74,0 days 00:00:00.068076,0 days 00:00:00.279122,0 days 00:00:00.000444
1045,210,3,4096,2048,512,0.75,3,1,0 days 00:00:00.019323,0 days 00:01:22.386420,92.0,92.0,80,0 days 00:00:00.093932,0 days 00:00:00.276140,0 days 00:00:00.000827
1046,210,3,4096,2048,512,0.75,3,2,0 days 00:00:00.019323,0 days 00:01:04.298558,94.0,94.0,80,0 days 00:00:00.080221,0 days 00:00:00.269544,0 days 00:00:00.000839
1047,210,3,4096,2048,512,0.75,3,3,0 days 00:00:00.019323,0 days 00:01:06.013810,93.0,93.0,80,0 days 00:00:00.101491,0 days 00:00:00.314684,0 days 00:00:00.000830
1048,210,3,4096,2048,512,0.75,3,4,0 days 00:00:00.019323,0 days 00:01:07.474144,95.0,95.0,80,0 days 00:00:00.093621,0 days 00:00:00.284336,0 days 00:00:00.000788
1049,210,3,4096,2048,512,0.75,3,5,0 days 00:00:00.019323,0 days 00:01:03.492095,92.0,92.0,80,0 days 00:00:00.096704,0 days 00:00:00.276164,0 days 00:00:00.000800
1050,211,3,4096,2048,512,0.75,5,1,0 days 00:00:00.019323,0 days 00:01:00.902618,94.0,94.0,80,0 days 00:00:00.093394,0 days 00:00:00.271363,0 days 00:00:00.002107
1051,211,3,4096,2048,512,0.75,5,2,0 days 00:00:00.019323,0 days 00:01:00.188443,94.0,94.0,80,0 days 00:00:00.089332,0 days 00:00:00.315304,0 days 00:00:00.001983
1052,211,3,4096,2048,512,0.75,5,3,0 days 00:00:00.019323,0 days 00:00:55.166318,92.0,92.0,80,0 days 00:00:00.080466,0 days 00:00:00.283449,0 days 00:00:00.001958
1053,211,3,4096,2048,512,0.75,5,4,0 days 00:00:00.019323,0 days 00:01:08.789708,95.0,95.0,80,0 days 00:00:00.072283,0 days 00:00:00.276254,0 days 00:00:00.001956
1054,211,3,4096,2048,512,0.75,5,5,0 days 00:00:00.019323,0 days 00:01:04.642781,92.0,92.0,80,0 days 00:00:00.050070,0 days 00:00:00.268477,0 days 00:00:00.002000
1055,212,3,4096,2048,512,0.75,7,1,0 days 00:00:00.019323,0 days 00:01:01.066771,94.0,94.0,79,0 days 00:00:00.081234,0 days 00:00:00.269937,0 days 00:00:00.003690
1056,212,3,4096,2048,512,0.75,7,2,0 days 00:00:00.019323,0 days 00:01:02.850767,93.0,94.0,80,0 days 00:00:00.072912,0 days 00:00:00.288707,0 days 00:00:00.003894
